Kood;Nimetus eesti keeles;Kehtiv alates
KWB00;Kordusoperatsioon pindmise infektsiooni korral uroloogilises kirurgias;1.1.2003
KWC00;Kordusoperatsioon süvainfektsiooni korral uroloogilises kirurgias;1.1.2003
KWC01;Perkutaanne endoskoopiline kordusoperatsioon süvainfektsiooni korral uroloogilises kirurgias;1.1.2003
KWD00;Kordusoperatsioon pindmise verejooksu korral uroloogilises kirurgias;1.1.2003
KWE00;Kordusoperatsioon sisemise verejooksu korral uroloogilises kirurgias;1.1.2003
KWE01;Perkutaanne endoskoopiline kordusoperatsioon sisemise verejooksu korral uroloogilises kirurgias;1.1.2003
KWE02;Transluminaalne endoskoopiline kordusoperatsioon sisemise verejooksu korral uroloogilises kirurgias;1.1.2003
KWF00;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral uroloogilises kirurgias;1.1.2003
KWF01;Perkutaanne endoskoopiline kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral uroloogilises kirurgias;1.1.2003
KWW96;Muu kordusoperatsioon uroloogilises kirurgias;1.1.2003
KWW97;Muu perkutaanne endoskoopiline kordusoperatsioon uroloogilises kirurgias;1.1.2003
KWW98;Muu transluminaalne endoskoopiline kordusoperatsioon uroloogilises kirurgias;1.1.2003
KXK00;Teistes K alapeatükkides defineerimata algpaikmega laialdase retroperitoneaaltuumori lesioonisisene ektsisioon;1.1.2012
KXK03;Teistes K alapeatükkides defineerimata algpaikmega laialdase retroperitoneaaltuumori väheulatuslik ektsisioon;1.1.2012
KXK06;Teistes K alapeatükkides defineerimata algpaikmega laialdase retroperitoneaaltuumori laialdane ektsisioon;1.1.2012
LAA00;Munasarjatsüsti punktsioon;1.1.2003
LAA01;Laparoskoopiline munasarjatsüsti punktsioon;1.1.2003
LAA03;Perkutaanne munasarjatsüsti punktsioon;1.1.2003
LAA06;Transvaginaalne munasarjatsüsti punktsioon;1.1.2003
LAA10;Folliikuli perkutaanne ja transvaginaalne punktsioon ja ootsüüdi väljatoomine;1.1.2003
LAA11;Laparoskoopiline ootsüüdi väljatoomine;1.1.2003
LAA20;Perkutaanne või transvaginaalne injektsioon munasarja rasedusse;1.1.2003
LAA31;Ovarioskoopia;1.1.2003
LAA96;Munasarja muu punktsioon;1.1.2003
LAA97;Muu laparoskoopiline munasarja punktsioon;1.1.2003
LAB00;Ovariotoomia;1.1.2003
LAB01;Laparoskoopiline ovariotoomia;1.1.2003
LAB10;Munasarja biopsia;1.1.2003
LAB11;Laparoskoopiline munasarja biopsia;1.1.2003
LAB21;Laparoskoopiline munasarja nõelbiopsia;1.1.2003
LAB96;Munasarja muu intsisioon või biopsia;1.1.2003
LAB97;Muu laparoskoopiline munasarja intsisioon või biopsia;1.1.2003
LAC00;Munasarjatsüsti ekstsisioon;1.1.2003
LAC01;Laparoskoopiline munasarjatsüsti ekstsisioon;1.1.2003
LAC10;Munasarjatsüsti fenestratsioon;1.1.2003
LAC11;Laparoskoopiline munasarjatsüsti fenestratsioon;1.1.2003
LAC20;Munasarja lesiooni destruktsioon;1.1.2003
LAC21;Laparoskoopiline munasarja lesiooni destruktsioon;1.1.2003
LAC30;Paraovariaalse tsüsti ekstsisioon;1.1.2003
LAC31;Laparoskoopiline paraovariaalse tsüsti ekstsisioon;1.1.2003
LAC96;Munasarja lesiooni muu ekstsisioon või destruktsioon;1.1.2003
LAC97;Muu laparoskoopiline munasarja lesiooni ekstsisioon või destruktsioon;1.1.2003
LAD00;Munasarja osaline eemaldamine;1.1.2003
LAD01;Laparoskoopiline munasarja osaline eemaldamine;1.1.2003
LAE10;Ühepoolne ooforektoomia;1.1.2003
LAE11;Ühepoolne laparoskoopiline ooforektoomia;1.1.2003
LAE20;Mõlemapoolne ooforektoomia;1.1.2003
LAE21;Mõlemapoolne laparoskoopiline ooforektoomia;1.1.2003
LAF00;Ühepoolne salpingo-ooforektoomia;1.1.2003
LAF01;Ühepoolne laparoskoopiline salpingo-ooforektoomia;1.1.2003
LAF10;Mõlemapoolne salpingo-ooforektoomia;1.1.2003
LAF11;Mõlemapoolne laparoskoopiline salpingo-ooforektoomia;1.1.2003
LAF20;Unilateraalne transvaginaalne salpingo-ooforektoomia;1.1.2003
LAF30;Bilateraalne transvaginaalne salpingo-ooforektoomia;1.1.2010
LAG00;Munasarja liidetest vabastamine;1.1.2003
LAG01;Laparoskoopiline munasarja liidetest vabastamine;1.1.2003
LAG10;Ooforopeksia;1.1.2003
LAG11;Laparoskoopiline ooforopeksia;1.1.2003
LAG20;Munasarja detorsioon;1.1.2003
LAG21;Laparoskoopiline munasarja detorsioon;1.1.2003
LAG96;Muu rekonstruktiivne operatsioon munasarjal;1.1.2003
LAG97;Muu laparoskoopiline rekonstruktiivne operatsioon munasarjal;1.1.2003
LAW96;Muu operatsioon munasarjal;1.1.2003
LAW97;Muu laparoskoopiline operatsioon munasarjal;1.1.2003
LBA00;Perkutaanne munajuha punktsioon;1.1.2003
LBA01;Laparoskoopiline munajuha punktsioon;1.1.2003
LBA03;Transvaginaalne munajuha punktsioon;1.1.2003
LBA07;Salpingoskoopia;1.1.2003
LBA97;Muu laparoskoopiline munajuha punktsioon;1.1.2012
LBA98;Muu endoskoopiline transluminaalne protseduur munajuhal;1.1.2012
LBB00;Munajuha biopsia;1.1.2003
LBB01;Laparoskoopiline munajuha biopsia;1.1.2003
LBB04;Salpingoskoopiline munajuha biopsia;1.1.2003
LBB11;Laparoskoopiline munajuha nõelbiopsia;1.1.2003
LBB96;Munajuha muu biopsia;1.1.2003
LBC00;Perkutaanne injektsioon munajuharasedusse;1.1.2003
LBC03;Transvaginaalne injektsioon munajuharasedusse;1.1.2003
LBC07;Laparoskoopiline injektsioon munajuharasedusse;1.1.2003
LBC08;Falloposkoopiline injektsioon munajuharasedusse;1.1.2003
LBC10;Viljastumise produktide eemaldamine munajuhast;1.1.2003
LBC11;Laparoskoopiline viljastumise produktide eemaldamine munajuhast;1.1.2003
LBC20;Salpingotoomia ja viljastumise produktide eemaldamine;1.1.2003
LBC21;Laparoskoopiline salpingotoomia ja viljastumise produktide eemaldamine;1.1.2003
LBC96;Munajuha muu säilitav operatsioon munajuharaseduse korral;1.1.2003
LBC97;Muu laparoskoopiline munajuha säilitav operatsioon munajuharaseduse korral;1.1.2003
LBC98;Muu transluminaalne munajuha säilitav operatsioon munajuharaseduse korral;1.1.2003
LBD00;Munajuha resektsioon;1.1.2003
LBD01;Laparoskoopiline munajuha resektsioon;1.1.2003
LBE00;Salpingektoomia;1.1.2003
LBE01;Laparoskoopiline salpingektoomia;1.1.2003
LBF00;Munajuha perfusioon;1.1.2003
LBF01;Laparoskoopiline munajuha perfusioon;1.1.2003
LBF03;Munajuha perfusioon rekonstruktsiooni järgselt;1.1.2003
LBF11;Laparoskoopia abistatud viljastamise korral;1.1.2003
LBF12;Hüsteroskoopia abistatud viljastamise korral;1.1.2003
LBF20;Transtservikaalne kateeter-salpingoplastika;1.1.2003
LBF30;Salpingolüüs;1.1.2003
LBF31;Laparoskoopiline salpingolüüs;1.1.2003
LBF40;Fimbrioplastika;1.1.2003
LBF41;Laparoskoopiline fimbrioplastika;1.1.2003
LBF50;Salpingostoomia;1.1.2003
LBF51;Laparoskoopiline salpingostoomia;1.1.2003
LBF60;Munajuha osaline eemaldamine ja anastomoos;1.1.2003
LBF61;Laparoskoopiline munajuha osaline eemaldamine ja anastomoos;1.1.2003
LBF70;Munajuha osaline eemaldamine ja reimplantatsioon;1.1.2003
LBF96;Muu operatsioon munajuhal infertiilsuse korral;1.1.2003
LBF97;Muu laparoskoopiline operatsioon munajuhal infertiilsuse korral;1.1.2003
LBW96;Muu operatsioon munajuhal;1.1.2003
LBW97;Muu laparoskoopiline operatsioon munajuhal;1.1.2003
LBW98;Muu transluminaalne endoskoopiline operatsioon munajuhal;1.1.2003
LCA00;Emaka ja emakasidemete biopsia;1.1.2003
LCA01;Laparoskoopiline emaka ja emakasidemete biopsia;1.1.2003
LCA06;Endomeetriumi biopsia;1.1.2003
LCA10;Emakaõõne abrasioon;1.1.2003
LCA13;Emakaõõne ja -kaela abrasioon;1.1.2003
LCA16;Endomeetriumi destruktsioon;1.1.2003
LCA20;Võõrkeha eemaldamine emakast;1.1.2003
LCA22;Hüsteroskoopiline võõrkeha eemaldamine;1.1.2003
LCA30;Ootsüüdi ja embrüo  emakaõõnde viimine abistatud viljastamise korral;1.1.2003
LCA96;Muu emakasisene operatsioon;1.1.2003
LCA98;Muu transluminaalne endoskoopiline protseduur emakal;1.1.2003
LCB00;Hüsterotoomia;1.1.2003
LCB01;Laparoskoopiline hüsterotoomia;1.1.2003
LCB10;Müomektoomia;1.1.2003
LCB11;Laparoskoopiline müomektoomia;1.1.2003
LCB14;Laparoskoopiline müolüüs;1.1.2003
LCB20;Transvaginaalne müomektoomia;1.1.2003
LCB25;Hüsteroskoopiline lesiooni ekstsisioon;1.1.2003
LCB28;Hüsteroskoopiline endomeetriumi ekstsisioon;1.1.2003
LCB32;Hüsteroskoopiline endomeetriumi destruktsioon;1.1.2003
LCB96;Emaka lesiooni muu ekstsisioon;1.1.2003
LCB97;Muu laparoskoopiline emaka lesiooni ekstsisioon;1.1.2003
LCB98;Muu transluminaalne endoskoopiline emaka lesiooni ekstsisioon;1.1.2003
LCC00;Emaka osaline eemaldamine;1.1.2003
LCC01;Laparoskoopiline emaka osaline eemaldamine;1.1.2003
LCC05;Hüsteroskoopiline emakaseina eemaldamine;1.1.2003
LCC10;Supravaginaalne hüsterektoomia;1.1.2003
LCC11;Laparoskoopiline subtotaalne hüsterektoomia;1.1.2003
LCC20;Tupekaudne supravaginaalne hüsterektoomia;1.1.2003
LCC96;Emaka muu osaline eemaldamine;1.1.2003
LCC97;Muu laparoskoopiline emaka osaline eemaldamine;1.1.2003
LCD00;Hüsterektoomia;1.1.2003
LCD01;Laparoskoopiline hüsterektoomia;1.1.2003
LCD04;Laparoskoopiline hüsterektoomia;1.1.2003
LCD10;Vaginaalne hüsterektoomia;1.1.2003
LCD11;Laparoskoopiliselt assisteeritud vaginaalne hüsterektoomia;1.1.2003
LCD30;Radikaalne hüsterektoomia;1.1.2003
LCD31;Radikaalne laparoskoopiline hüsterektoomia;1.1.2003
LCD40;Radikaalne vaginaalne hüsterektoomia;1.1.2003
LCD96;Muu hüsterektoomia;1.1.2003
LCD97;Muu laparoskoopiline hüsterektoomia;1.1.2003
LCE00;Vaagnaelundite eesmine evistseratsioon naistel;1.1.2003
LCE10;Vaagnaelundite tagumine evistseratsioon naistel;1.1.2003
LCE20;Vaagnaelundite totaalne evistseratsioon naistel;1.1.2003
LCE96;Vaagnaelundite muu evistseratsioon naistel;1.1.2003
LCF00;Parameetriumi lesiooni ekstsisioon;1.1.2003
LCF01;Laparoskoopiline parameetriumi lesiooni ekstsisioon;1.1.2003
LCF10;Varikotseele ekstsisioon naistel;1.1.2003
LCF11;Laparoskoopiline varikotseele ekstsisioon naistel;1.1.2003
LCF96;Parameetriumi lesiooni muu ekstsisioon;1.1.2003
LCF97;Muu laparoskoopiline parameetriumi lesiooni ekstsisioon;1.1.2003
LCG02;Hüsteroskoopiline liidete vabastamine;1.1.2003
LCG10;Emaka suturatsioon;1.1.2003
LCG11;Laparoskoopiline emaka suturatsioon;1.1.2003
LCG20;Hüsteropeksia;1.1.2003
LCG21;Laparoskoopiline hüsteropeksia;1.1.2003
LCG30;Sakrouteriinsete sidemete resektsioon või transtsisioon;1.1.2003
LCG31;Laparoskoopiline sakrouteriinsete sidemete resektsioon või transtsisioon;1.1.2003
LCG40;Emaka rekonstruktsioon;1.1.2003
LCG41;Laparoskoopiline emaka rekonstruktsioon;1.1.2003
LCG96;Muu rekonstruktiivne operatsioon emakal;1.1.2003
LCG97;Muu laparoskoopiline rekonstruktiivne operatsioon emakal;1.1.2003
LCG98;Muu transluminaalne endoskoopiline rekonstruktiivne operatsioon emakal;1.1.2003
LCH00;Viljastumisproduktide eemaldamine emakaõõnest vaakum-aspiratsiooni teel;1.1.2003
LCH03;Viljastumisproduktide eemaldamine emakaõõnest ja emakaõõne küretaaz;1.1.2003
LCH10;Aborti põhjustavate ravimite amnionisisene või -väline kasutamine;1.1.2003
LCH13;Emakaõõne vaakum-aspiratsioon meditsiiniliselt esilekutsutud abordi järgselt;1.1.2003
LCH20;Hüsterektoomia ja viljastumisproduktide evakuatsioon;1.1.2003
LCH96;Raseduse muu lõpetamine;1.1.2003
LCW96;Muu operatsioon emakal ja emakasidemetel;1.1.2003
LCW97;Muu laparoskoopiline operatsioon emakal ja emakasidemetel;1.1.2003
LCW98;Muu hüsteroskoopiline operatsioon emakal;1.1.2003
LDA00;Emakakaela dilatatsioon;1.1.2003
LDA10;Emakakaela abrasioon;1.1.2003
LDA20;Emakakaela biopsia;1.1.2003
LDA96;Emakakaela muu biopsia;1.1.2003
LDB00;Emakakaela lesiooni ekstsisioon;1.1.2003
LDB10;Emakakaela krüoteraapia;1.1.2003
LDB20;Emakakaela elektrokoagulatsioon või laserteraapia;1.1.2003
LDC00;Emakakaela konisatsioon noa abil;1.1.2003
LDC03;Emakakaela konisatsioon diatermia või laseri abil;1.1.2003
LDC10;Emakakaela osaline eemaldamine;1.1.2003
LDC96;Emakakaela muu eemaldamine;1.1.2003
LDD00;Emakakaela suturatsioon;1.1.2003
LDD10;Emakakaela plastiline korrektsioon;1.1.2003
LDD20;Emakakaela tugiõmbluse eemaldamine;1.1.2003
LDW96;Muu operatsioon emakakaelal;1.1.2003
LEA01;Kuldoskoopia;1.1.2003
LEA10;Kolpotoomia;1.1.2003
LEB00;Tupe biopsia;1.1.2003
LEB10;Tupe lesiooni ekstsisioon;1.1.2003
LEB20;Tupe tsüsti marsupialisatsioon;1.1.2003
LEB30;Tupe limaskesta lesiooni destruktsioon;1.1.2003
LEC00;Tupe osaline eemaldamine;1.1.2003
LEC10;Tupe vaheseina eemaldamine;1.1.2003
LED00;Kolpektoomia;1.1.2003
LEE00;Tupe õmblus;1.1.2003
LEE10;Tupe korrektsioon transplantaadi või koelapi abil;1.1.2003
LEE20;Urovaginaalse fistuli sulgemine transplantaadi või koelapi abil;1.1.2003
LEE30;Intestinovaginaalse fistuli sulgemine transplantaadi või koelapi abil;1.1.2003
LEE40;Tupe konstruktsioon;1.1.2003
LEE96;Tupe muu korrektsioon;1.1.2003
LEF00;Eesmine kolporaafia;1.1.2003
LEF03;Tagumine kolporaafia;1.1.2003
LEF10;Kolpoperineoplastika;1.1.2003
LEF13;Kolpoperineoplastika ja vaginaalne hüsterektoomia;1.1.2003
LEF20;Osaline kolpokleiis;1.1.2003
LEF23;Täielik kolpokleiis;1.1.2003
LEF40;Vaginaalne enterotseele korrektsioon;1.1.2003
LEF41;Laparoskoopiline enterotseele korrektsioon;1.1.2003
LEF50;Kolpopeksia eelnenud hüsterektoomia järgselt;1.1.2003
LEF51;Laparoskoopiline kolpopeksia eelnenud hüsterektoomia järgselt;1.1.2003
LEF53;Vaginaalne kolpopeksia eelnenud hüsterektoomia järgselt;1.1.2003
LEF96;Muu operatsioon emaka või tupevõlvi prolapsi korral;1.1.2003
LEF97;Muu laparoskoopiline operatsioon emaka või tupevõlvi prolapsi korral;1.1.2003
LEG00;Vaginaalne ureterotsüstoraafia;1.1.2003
LEG10;Vaginaalne ureterotsüstopeksia;1.1.2003
LEG13;Vaginaalne transobturatoorne ureteropeksia;1.1.2010
LEG20;Vaagnapõhja plastiline korrektsioon naistel koos tõstjalihase läbimisega;1.1.2003
LEG96;Muu vaginaalne operatsioon inkontinentsi puhul;1.1.2003
LEW96;Muu operatsioon tupel;1.1.2003
LEW97;Muu endoskoopiline operatsioon tupel;1.1.2003
LFA00;Välissuguelundite ja perineumi intsisioon;1.1.2003
LFA10;Mitteperforeerunud hüümeni või hüümeni jäänuse intsisioon;1.1.2003
LFB00;Välissuguelundite ja perineumi biopsia;1.1.2003
LFB10;Välissuguelundite ja perineumi lesiooni ekstsisioon;1.1.2003
LFB20;Välissuguelundite ja perineumi lesiooni likvideerimine;1.1.2003
LFC00;Välissuguelundite osaline eemaldamine;1.1.2003
LFC96;Välissuguelundite või perineumi muu osaline eemaldamine;1.1.2003
LFD00;Vulvektoomia;1.1.2003
LFD10;Vulvektoomia ja regionaalsete lümfisõlmede eemaldamine;1.1.2003
LFE00;Välissuguelundite õmblus;1.1.2003
LFE10;Välissuguelundite plastiline korrektsioon;1.1.2003
LFE20;Perineumi õmblus;1.1.2003
LFE96;Välissuguelundite ja perineumi muu korrektsioon;1.1.2003
LFF00;Bartholini näärme marsupialisatsioon;1.1.2003
LFF10;Bartholini näärme ekstsisioon;1.1.2003
LFF96;Muu operatsioon Bartholini näärmel;1.1.2003
LFW96;Muu operatsioon välissuguelunditel või perineumil;1.1.2003
LGA00;Steriliseerimine munajuhade ligeerimisega;1.1.2003
LGA10;Steriliseerimine munajuhade eemaldamise või läbimisega;1.1.2003
LGA11;Laparoskoopiline steriliseerimine munajuhade eemaldamise või läbimisega;1.1.2003
LGA20;Steriliseerimine munajuhade konstriktsiooni teel;1.1.2003
LGA21;Laparoskoopiline steriliseerimine munajuhade konstriktsiooni teel;1.1.2003
LGA22;Hüsteroskoopiline steriliseerimine;1.1.2003
LGA96;Naise muu steriliseerimine;1.1.2003
LGA97;Muu laparoskoopiline naise steriliseerimine;1.1.2003
LGA98;Muu transluminaalne endoskoopiline steriliseerimine;1.1.2003
LWA00;Haava dehistsentsi korrektsioon günekoloogilises kirurgias;1.1.2003
LWB00;Kordusoperatsioon pindmise infektsiooni korral günekoloogilises kirurgias;1.1.2003
LWC00;Kordusoperatsioon süvainfektsiooni korral günekoloogilises kirurgias;1.1.2003
LWC01;Perkutaanne endoskoopiline kordusoperatsioon süvainfektsiooni korral günekoloogilises kirurgias;1.1.2003
LWD00;Kordusoperatsioon pindmise verejooksu korral günekoloogilises kirurgias;1.1.2003
LWE00;Kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;1.1.2003
LWE01;Perkutaanne endoskoopiline kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;1.1.2003
LWE02;Transluminaalne endoskoopiline kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;1.1.2003
LWF00;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral günekoloogilises kirurgias;1.1.2003
LWF01;Perkutaanne endoskoopiline kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral günekoloogilises kirurgias;1.1.2003
LWW96;Muu kordusoperatsioon günekoloogilises kirurgias;1.1.2003
LWW97;Muu perkutaanne endoskoopiline kordusoperatsioon günekoloogilises kirurgias;1.1.2003
LWW98;Muu transluminaalne endoskoopiline kordusoperatsioon günekoloogilises kirurgias;1.1.2003
MAA00;Amniotsentees;1.1.2003
MAA03;Intraamniaalne infusioon;1.1.2003
MAA06;Amnioreduktsioon;1.1.2010
MAA10;Koorionihatu biopsia;1.1.2003
MAA22;Hüsteroskoopiline emakasisese vahendi eemaldamine raseduse ajal;1.1.2003
MAA30;Kordotsentees;1.1.2003
MAA40;Loote punktsioon;1.1.2003
MAA43;Loote biopsia;1.1.2003
MAA51;Embrüoskoopia;1.1.2003
MAA54;Fetoskoopia;1.1.2003
MAA96;Muu rasedusaegne operatsioon emakal või lootel;1.1.2003
MAA98;Muu hüsteroskoopiline protseduur emakal raseduse ajal  või lootel;1.1.2003
MAB00;Emakakaelale õmbluse asetamine raseduse ajal;1.1.2003
MAB03;Emakakaela õmbluse eemaldamine enne sünnitust;1.1.2003
MAB10;Loote väline pööre;1.1.2003
MAB20;Ebaõnnestunud loote väline pööre;1.1.2003
MAC00;Looteveepõie avamine;1.1.2003
MAC10;Emakakaelakanali sünnituseelne laiendamine;1.1.2003
MAC20;Vaakum traktsioon;1.1.2010
MAC23;Traktsioon tangidega;1.1.2010
MAC96;Sünnituse instrumentaalne esilekutsumine või edendamine;1.1.2003
MAD00;Emakakaela intsisioon sünnituse abistamiseks;1.1.2003
MAD20;Pubiotoomia sünnituse abistamiseks;1.1.2003
MAD96;Sünnitusteede muu laiendamine sünnituse abistamiseks;1.1.2003
MAE00;Vaakumsünnitus;1.1.2003
MAE03;Õõne- või kõrge vaakumsünnitus;1.1.2003
MAE20;Ebaõnnestunud vaakumsünnitus;1.1.2003
MAE96;Muu vaakumsünnitus;1.1.2003
MAF00;Madaltangsünnitus e. väljapääsutangid loote peaseisu korral;1.1.2003
MAF10;Õõnetangsünnitus e. keskmised tangid loote peaseisu korral;1.1.2003
MAF20;Ebaõnnestunud tangsünnitus loote peaseisu korral;1.1.2003
MAF96;Muu sünnitus peaseisust tangide abil;1.1.2003
MAG00;Abistatud tuharseis-sünnitus;1.1.2003
MAG03;Tuharseis-sünnitus, järeltuleva pea väljutamine tangidega;1.1.2003
MAG10;Tuharseis-sünnitus loote ekstraktsiooniga;1.1.2003
MAG13;Tuharseis-sünnitus loote ekstraktsiooniga, järeltuleva pea väljutamine tangidega;1.1.2003
MAG20;Sisemine loote pööre või pööre ekstraktsiooniga;1.1.2003
MAG96;Muu tuharseis-sünnitus;1.1.2003
MAH10;Väljalangenud nabaväädi reponeerimine;1.1.2003
MAH20;Peaseisu valeasendi korrektsioon;1.1.2003
MAH30;Loodet purustav operatsioon sünnitusel;1.1.2003
MAJ00;Mitmikraseduse vähendamine ühe loote võrra;1.1.2003
MAJ10;Mitmikraseduse vähendamine enam kui ühe loote võrra;1.1.2003
MAW96;Muu operatsioon raseduse ajal ja sünnitusel;1.1.2003
MAW97;Muu laparoskoopiline operatsioon raseduse ajal;1.1.2003
MAW98;Muu transluminaalne endoskoopiline protseduur raseduse ajal;1.1.2003
MBA00;Emakaõõne vaakumaspiratsioon pärast sünnitust või aborti;1.1.2003
MBA03;Emakaõõne abrasioon pärast sünnitust või aborti;1.1.2003
MBA10;Emakaõõne sünnitusjärgne manuaalne revisioon;1.1.2003
MBA20;Platsenta väljutamine välise võttega;1.1.2003
MBA30;Platsenta manuaalne eemaldamine pärast sünnitust;1.1.2003
MBA96;Platsenta ja looteosade muu eemaldamine pärast sünnitust või aborti;1.1.2003
MBB00;Emaka reponeerimine inversiooni korral;1.1.2003
MBB10;Emaka sünnitusjärgne tamponeerimine;1.1.2003
MBB96;Muu manuaalne protseduur emakal pärast sünnitust;1.1.2003
MBC00;Emakakaela sünnitusrebendite korrektsioon;1.1.2003
MBC10;Tupe sünnitusrebendite korrektsioon;1.1.2003
MBC20;Välissuguelundite sünnitusrebendite korrektsioon;1.1.2003
MBC30;Perineumi osalise rebendi korrektsioon;1.1.2003
MBC33;Perineumi täieliku rebendi korrektsioon;1.1.2003
MBC40;Paravaginaalse või välissuguelundite hematoomi korrektsioon pärast sünnitust või aborti;1.1.2003
MBC96;Sünnitusrebendite muu korrektsioon;1.1.2003
MBW96;Muu operatsioon pärast sünnitust või aborti;1.1.2003
MCA00;Keisrilõige emakakehal;1.1.2003
MCA10;Keisrilõige emaka alumises segmendis;1.1.2003
MCA20;Vaginaalne keisrilõige;1.1.2003
MCA30;Supravaginaalne hüsterektoomia keisrilõikel;1.1.2003
MCA33;Hüsterektoomia keisrilõikel;1.1.2003
MCA96;Muu keisrilõige;1.1.2003
MCB00;Laparotoomia ja sünnitus emakavälise loote korral;1.1.2003
MCC00;Emakaruptuuri sünnitusjärgne korrektsioon;1.1.2003
MCW96;Muu laparotoomia sünnitusabis;1.1.2003
MWA00;Haava dehistsentsi korrektsioon sünnitusabis;1.1.2003
MWB00;Kordusoperatsioon pindmise infektsiooni korral sünnitusabis;1.1.2003
MWC00;Kordusoperatsioon süvainfektsiooni korral sünnitusabis;1.1.2003
MWC01;Perkutaanne endoskoopiline kordusoperatsioon süvainfektsiooni korral sünnitusabis;1.1.2003
MWD00;Kordusoperatsioon pindmise verejooksu korral sünnitusabis;1.1.2003
MWE00;Kordusoperatsioon sisemise verejooksu korral sünnitusabis;1.1.2003
MWE01;Perkutaanne endoskoopiline kordusoperatsioon sisemise verejooksu korral sünnitusabis;1.1.2003
MWE02;Transluminaalne endoskoopiline kordusoperatsioon sisemise verejooksu korral sünnitusabis;1.1.2003
MWF00;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral sünnitusabis;1.1.2003
MWF01;Perkutaanne endoskoopiline kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral sünnitusabis;1.1.2003
MWW96;Muu kordusoperatsioon sünnitusabis;1.1.2003
MWW97;Muu perkutaanne endoskoopiline kordusoperatsioon sünnitusabis;1.1.2003
