Code	Text in Estonian	Text in English	Valid from	
NGE45	"Põlveliigese sideme plastiline korrektsioon ilma proteesimaterjali kasutamiseta; eesmine ristatiside, artroskoopiline"	"Plastic repair of ligament of knee not using prosthetic material; anterior cruciate, arthroscopic"	1.1.2003	
NGE46	"Põlveliigese sideme plastiline korrektsioon ilma proteesimaterjali kasutamiseta; tagumine ristatiside, artroskoopiline"	"Plastic repair of ligament of knee not using prosthetic material; posterior cruciate, arthroscopic"	1.1.2003	
NGE51	"Põlveliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega; eesmine ristatiside, lahtine"	"Plastic repair of ligament of knee using prosthetic material; anterior cruciate, open"	1.1.2003	
NGE52	"Põlveliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega; tagumine ristatiside, lahtine"	"Plastic repair of ligament of knee using prosthetic material; posterior cruciate, open"	1.1.2003	
NGE53	"Põlveliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega; mediaalne kollateraalside"	"Suture or reinsertion of ligament of knee; lateral collateral, arthroscopic"	1.1.2003	
NGE54	"Põlveliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega; lateraalne kollateraalside"	"Plastic repair of ligament of knee using prosthetic material; lateral collateral"	1.1.2003	
NGE55	"Põlveliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega; eesmine ristatiside, artroskoopiline"	"Plastic repair of ligament of knee using prosthetic material; anterior cruciate, arthroscopic"	1.1.2003	
NGE56	"Põlveliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega; tagumine ristatiside, artroskoopiline"	"Plastic repair of ligament of knee not using prosthetic material; posterior or posterior and anterior cruciate, arthroscopic"	1.1.2003	
NGE91	"Muu operatsioon põlveliigese kapslil või sidemel; eesmine ristatiside, lahtine"	"Other operation on capsule or ligament of knee; anterior cruciate, open"	1.1.2003	
NGE92	"Muu operatsioon põlveliigese kapslil või sidemel; tagumine ristatiside, lahtine"	"Other operation on capsule or ligament of knee; posterior cruciate, open"	1.1.2003	
NGE93	"Muu operatsioon põlveliigese kapslil või sidemel; mediaalne kollateraalside"	"Other operation on capsule or ligament of knee; medial collateral"	1.1.2003	
NGE94	"Muu operatsioon põlveliigese kapslil või sidemel; lateraalne kollateraalside"	"Other operation on capsule or ligament of knee; lateral collateral"	1.1.2003	
NGE95	"Muu operatsioon põlveliigese kapslil või sidemel; eesmine ristatiside, artroskoopiline"	"Other operation on capsule or ligament of knee; anterior cruciate, arthroscopic"	1.1.2003	
NGE96	"Muu operatsioon põlveliigese kapslil või sidemel; tagumine ristatiside, artroskoopiline"	"Plastic repair or reinsertion of cruciate and collateral ligaments of the knee; arthroscopic"	1.1.2003	
NGF01	"Põlve totaalne sünovektoomia; artroskoopiline"	"Total synovectomy of knee; arthroscopic"	1.1.2003	
NGF02	"Põlve totaalne sünovektoomia; lahtine"	"Total synovectomy of knee; open"	1.1.2003	
NGF03	"Põlve totaalne sünovektoomia; määratlemata"	"Total synovectomy of knee; unspecified"	1.1.2003	
NGF11	"Põlve osaline sünovektoomia; artroskoopiline"	"Partial synovectomy of knee; arthroscopic"	1.1.2003	
NGF12	"Põlve osaline sünovektoomia; lahtine"	"Partial synovectomy of knee; open"	1.1.2003	
NGF13	"Põlve osaline sünovektoomia; määratlemata"	"Partial synovectomy of knee; unspecified"	1.1.2003	
NGF21	"Põlveliigese liigespinna fragmendi fiksatsioon; artroskoopiline"	"Fixation of fragment of surface of knee; arthroscopic"	1.1.2003	
NGF22	"Põlveliigese liigespinna fragmendi fiksatsioon; lahtine"	"Fixation of fragment of surface of knee; open"	1.1.2003	
NGF23	"Põlveliigese liigespinna fragmendi fiksatsioon; määratlemata"	"Fixation of fragment of surface of knee; unspecified"	1.1.2003	
NGF31	"Põlveliigese kõhre osaline ekstsisioon; artroskoopiline"	"Partial excision of joint cartilage of knee; arthroscopic"	1.1.2003	
NGF32	"Põlveliigese kõhre osaline ekstsisioon; lahtine"	"Partial excision of joint cartilage of knee; open"	1.1.2003	
NGF33	"Põlveliigese kõhre osaline ekstsisioon; määratlemata"	"Partial excision of joint cartilage of knee; unspecified"	1.1.2003	
NGF91	"Muu operatsioon põlve sünoviaalmembraanil  või liigespinnal; artroskoopiline"	"Other operation on synovia or joint surface of knee; arthroscopic"	1.1.2003	
NGF92	"Muu operatsioon põlve sünoviaalmembraanil  või liigespinnal; lahtine"	"Other operation on synovia or joint surface of knee; open"	1.1.2003	
NGF93	"Muu operatsioon põlve sünoviaalmembraanil  või liigespinnal; määratlemata"	"Other operation on synovia or joint surface of knee; unspecified"	1.1.2003	
NGG09	Põlveliigese ekstsisiooni artroplastika	Excision arthroplasty of knee	1.1.2003	
NGG19	Põlveliigese interpositsiooni artroplastika	Interposition arthroplasty of knee	1.1.2003	
NGG29	Muu põlveliigese artroplastika ilma proteesimiseta	Other arthroplasty of knee without prosthetic replacement	1.1.2003	
NGG39	Põlveliigese artrodees ilma fiksatsioonita	Fusion of knee joint without fixation	1.1.2003	
NGG49	Põlveliigese artrodees sisemise fiksatsiooniga	Fusion of knee joint with internal fixation	1.1.2003	
NGG59	Põlveliigese artrodees välise fiksatsiooniga	Fusion of knee joint with external fixation	1.1.2003	
NGG99	Põlveliigese muu ekstsisioon, rekonstruktsioon või artrodees	Other excision, reconstruction or fusion of knee joint	1.1.2003	
NGH00	"Põlveliigese luksatsiooni paigaldamine; kinnine"	"Reduction of dislocation of knee joint; closed"	1.1.2003	
NGH01	"Põlveliigese luksatsiooni paigaldamine; artroskoopiline"	"Reduction of dislocation of knee joint; arthroscopic"	1.1.2003	
NGH02	"Põlveliigese luksatsiooni paigaldamine; lahtine"	"Reduction of dislocation of knee joint; open"	1.1.2003	
NGH09	"Põlveliigese luksatsiooni paigaldamine; määratlemata"	"Reduction of dislocation of knee joint; unspecified"	1.1.2003	
NGH10	"Kederluu luksatsiooni paigaldamine; kinnine"	"Reduction of dislocation of patella; closed"	1.1.2003	
NGH11	"Kederluu luksatsiooni paigaldamine; artroskoopiline"	"Reduction of dislocation of patella; arthroscopic"	1.1.2003	
NGH12	"Kederluu luksatsiooni paigaldamine; lahtine"	"Reduction of dislocation of patella; open"	1.1.2003	
NGH19	"Kederluu luksatsiooni paigaldamine; määratlemata"	"Reduction of dislocation of patella; unspecified"	1.1.2003	
NGH20	"Põlveliigese proteesi luksatsiooni paigaldamine; kinnine"	"Reduction of dislocation prosthesis of knee joint; closed"	1.1.2003	
NGH21	"Põlveliigese proteesi luksatsiooni paigaldamine; artroskoopiline"	"Reduction of dislocation of prosthesis of knee joint; arthroscopic"	1.1.2003	
NGH22	"Põlveliigese proteesi luksatsiooni paigaldamine; lahtine"	"Reduction of dislocation prosthesis of knee joint; open"	1.1.2003	
NGH29	"Põlveliigese proteesi luksatsiooni paigaldamine; määratlemata"	"Reduction of dislocation of prosthesis of knee joint; unspecified"	1.1.2003	
NGH30	"Põlveliigese liidete vabastamine; kinnine"	"Freeing of adhesions of knee joint; closed"	1.1.2003	
NGH31	"Põlveliigese liidete vabastamine; artroskoopiline"	"Freeing of adhesions of knee joint; arthroscopic"	1.1.2003	
NGH32	"Põlveliigese liidete vabastamine; lahtine"	"Freeing of adhesions of knee joint; open"	1.1.2003	
NGH39	"Põlveliigese liidete vabastamine; määratlemata"	"Freeing of adhesions of knee joint; unspecified"	1.1.2003	
NGH40	"Võõrkeha või vaba keha eemaldamine põlveliigesest; kinnine"	"Removal of foreign or loose body from knee joint; closed"	1.1.2003	
NGH41	"Võõrkeha või vaba keha eemaldamine põlveliigesest; artroskoopiline"	"Removal of foreign or loose body from knee joint; arthroscopic"	1.1.2003	
NGH42	"Võõrkeha või vaba keha eemaldamine põlveliigesest; lahtine"	"Removal of foreign or loose body from knee joint; open"	1.1.2003	
NGH49	"Võõrkeha või vaba keha eemaldamine põlveliigesest; määratlemata"	"Removal of foreign or loose body from knee joint; unspecified"	1.1.2003	
NGH50	"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; kinnine"	"Excision of intraarticular exostosis or osteophyte of knee; closed"	1.1.2003	
NGH51	"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; artroskoopiline"	"Excision of intraarticular exostosis or osteophyte of knee; arthroscopic"	1.1.2003	
NGH52	"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; lahtine"	"Excision of intraarticular exostosis or osteophyte of knee; open"	1.1.2003	
NGH59	"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; määratlemata"	"Excision of intraarticular exostosis or osteophyte of knee; unspecified"	1.1.2003	
NGH70	"Operatsioon põlveliigese habituaalse luksatsiooni korral; kinnine"	"Operation for habitual dislocation of knee joint; closed"	1.1.2003	
NGH71	"Operatsioon põlveliigese habituaalse luksatsiooni korral; artroskoopiline"	"Operation for habitual dislocation of knee joint; arthroscopic"	1.1.2003	
NGH72	"Operatsioon põlveliigese habituaalse luksatsiooni korral; lahtine"	"Operation for habitual dislocation of knee joint; open"	1.1.2003	
NGH79	"Operatsioon põlveliigese habituaalse luksatsiooni korral; määratlemata"	"Operation for habitual dislocation of knee joint; unspecified"	1.1.2003	
NGH90	"Muu operatsioon põlveliigesel; kinnine"	"Other operation on knee joint; closed"	1.1.2003	
NGH91	"Muu operatsioon põlveliigesel; artroskoopiline"	"Other operation on knee joint; arthroscopic"	1.1.2003	
NGH92	"Muu operatsioon põlveliigesel; lahtine"	"Other operation on knee joint; open"	1.1.2003	
NGH99	"Muu operatsioon põlveliigesel; määratlemata"	"Other operation on knee joint; unspecified"	1.1.2003	
NGJ00	"Põlve- või sääreluu murru kinnine paigaldamine; kederluu"	"Closed reduction of fracture of knee or lower leg; patella"	1.1.2003	
NGJ01	"Põlve- või sääreluu murru kinnine paigaldamine; sääreluu proksimaalne osa"	"Closed reduction of fracture of knee or lower leg; proximal tibia"	1.1.2003	
NGJ02	"Põlve- või sääreluu murru kinnine paigaldamine; sääreluu keskosa"	"Closed reduction of fracture of knee or lower leg; body of tibia"	1.1.2003	
NGJ03	"Põlve- või sääreluu murru kinnine paigaldamine; pindluu"	"Closed reduction of fracture of knee or lower leg; fibula"	1.1.2003	
NGJ04	"Põlve- või sääreluu murru kinnine paigaldamine; muu või määratlemata"	"Closed reduction of fracture of knee or lower leg; other or unspecified"	1.1.2003	
NGJ10	"Põlve- või sääreluu murru lahtine paigaldamine; kederluu"	"Open reduction of fracture of knee or lower leg; patella"	1.1.2003	
NGJ11	"Põlve- või sääreluu murru lahtine paigaldamine; sääreluu proksimaalne osa"	"Open reduction of fracture of knee or lower leg; proximal tibia"	1.1.2003	
NGJ12	"Põlve- või sääreluu murru lahtine paigaldamine; sääreluu keskosa"	"Open reduction of fracture of knee or lower leg; body of tibia"	1.1.2003	
NGJ13	"Põlve- või sääreluu murru lahtine paigaldamine; pindluu"	"Open reduction of fracture of knee or lower leg; fibula"	1.1.2003	
NGJ14	"Põlve- või sääreluu murru lahtine paigaldamine; muu või määratlemata"	"Open reduction of fracture of knee or lower leg; other or unspecified"	1.1.2003	
NGJ20	"Põlve- või sääreluu murru väline fiksatsioon; kederluu"	"External fixation of fracture of knee or lower leg; patella"	1.1.2003	
NGJ21	"Põlve- või sääreluu murru väline fiksatsioon; sääreluu proksimaalne osa"	"External fixation of fracture of knee or lower leg; proximal tibia"	1.1.2003	
NGJ22	"Põlve- või sääreluu murru väline fiksatsioon; sääreluu keskosa"	"External fixation of fracture of knee or lower leg; body of tibia"	1.1.2003	
NGJ23	"Põlve- või sääreluu murru väline fiksatsioon; pindluu"	"External fixation of fracture of knee or lower leg; fibula"	1.1.2003	
NGJ24	"Põlve- või sääreluu murru väline fiksatsioon; muu või määratlemata"	"External fixation of fracture of knee or lower leg; other or unspecified"	1.1.2003	
NGJ30	"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; kederluu"	"Internal fixation of fracture of knee or lower leg using bioimplant; patella"	1.1.2003	
NGJ31	"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; sääreluu proksimaalne osa"	"Internal fixation of fracture of knee or lower leg using bioimplant; proximal tibia"	1.1.2003	
NGJ32	"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; sääreluu keskosa"	"Internal fixation of fracture of knee or lower leg using bioimplant; body of tibia"	1.1.2003	
NGJ33	"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; pindluu"	"Internal fixation of fracture of knee or lower leg using bioimplant; fibula"	1.1.2003	
NGJ34	"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; muu või määratlemata"	"Internal fixation of fracture of knee or lower leg using bioimplant; other or unspecified"	1.1.2003	
NGJ40	"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kederluu"	"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; patella"	1.1.2003	
NGJ41	"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; sääreluu proksimaalne osa"	"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; proximal tibia"	1.1.2003	
NGJ42	"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; sääreluu keskosa"	"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; body of tibia"	1.1.2003	
NGJ43	"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; pindluu"	"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; fibula"	1.1.2003	
NGJ44	"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; muu või määratlemata"	"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; other or unspecified"	1.1.2003	
NGJ50	"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; kederluu"	"Internal fixation of fracture of knee or lower leg using intramedullary nail; patella"	1.1.2003	
NGJ51	"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; sääreluu proksimaalne osa"	"Internal fixation of fracture of knee or lower leg using intramedullary nail; proximal tibia"	1.1.2003	
NGJ52	"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; sääreluu keskosa"	"Internal fixation of fracture of knee or lower leg using intramedullary nail; body of tibia"	1.1.2003	
NGJ53	"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; pindluu"	"Internal fixation of fracture of knee or lower leg using intramedullary nail; fibula"	1.1.2003	
NGJ54	"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; muu või määratlemata"	"Internal fixation of fracture of knee or lower leg using intramedullary nail; other or unspecified"	1.1.2003	
NGJ60	"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; kederluu"	"Internal fixation of fracture of knee or lower leg using plate and screws; patella"	1.1.2003	
NGJ61	"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; sääreluu proksimaalne osa"	"Internal fixation of fracture of knee or lower leg using plate and screws; proximal tibia"	1.1.2003	
