Copyright, Sundhedsstyrelsen
Sundhedsstyrelsens SKS-koder opdateres månedligt.
Dette udtræk modsvarer opdateringen d 01/04-2004 15:15:02.

"Kode";"Tekst"
"BSDA02";"Givning af urinkolbe"
"BSDA1";"Kompens. støtte v. vandladning og defækation v. mobilisering"
"BSDA10";"Anvendelse af bækkenstol"
"BSDA11";"Kompenserende støtte ved toiletbesøg"
"BSDL";"Skylning af genitalia"
"BSS";"Sikringshandlinger"
"BSSA";"Beskyttelse mod tilskadekomst"
"BSSA0";"Beskyttelse mod faldskade fra seng"
"BSSA00";"Indstilling af sengehøjde"
"BSSA01";"Anvendelse af sengeheste"
"BSSA02";"Beklædning af sengehest"
"BSSA1";"Beskyttelse mod faldskade ved gang"
"BSSA10";"Anvendelse af gangstativ"
"BSSA11";"Anvendelse af barnesele"
"BSSA12";"Anvendelse af faldmadras"
"BSSA13";"Anvendelse af korrekt fodtøj"
"BSSA2";"Fiksering af ekstremitet"
"BSSA20";"Fiksering af arm og hånd"
"BSSA21";"Fiksering af ben og fod"
"BSSA3";"Beskyttelse mod ild og stråler"
"BSSA30";"Anvendelse af blyforklæde"
"BSSA31";"Anvendelse af rygeforklæde"
"BSSA32";"Anvendelse af brandhæmmet linned"
"BSSA33";"Fjernelse af brandfarlige genstande"
"BSSA4";"Beskyttelse mod farlige stoffer og genstande"
"BSSA40";"Fjernelse af medicin"
"BSSA41";"Fjernelse af rusmidler"
"BSSA42";"Fjernelse af kvælningsfarlige genstande"
"BSSA43";"Fjernelse af skarpe genstande"
"BSSF";"Beskyttelse ved anvendelse af alarmapparatur og overvågning"
"BSSF0";"Anvendelse af kaldeanlæg"
"BSSF00";"Påsætning af kaldeanlæg"
"BSSF01";"Fjernelse af kaldeanlæg"
"BSSF02";"Anbringelse af klokke"
"BSSF1";"Anvendelse af alarmering"
"BSSF2";"Beskyttelse ved anvendelse af direkte overvågning mm."
"BSSF20";"Anvendelse af fast vagt til beskyttelse mod risiko"
"BSSF21";"Fysisk fastholdelse af patient"
"BT";"Daglig livsførelse"
"BTK";"Pædagogisk intervention i forb.m. daglig livsførelse"
"BTKA";"Pædagogisk handling i forbindelse med ADL-funktioner"
"BTN";"Intervent.m.rel. til funkt.træning i forb.m.dagl.livsførelse"
"BTNA";"Funktionstræning"
"BTNA0";"Træning i funktioner med relation til forflytninger"
"BTNA00";"Træning i forflytning i seng"
"BTNA01";"Træning i forflytning ind i og ud af seng"
"BTNA02";"Træning i forflytning mellem seng og toilet/stol"
"BTNA03";"Træning i forflytning fra stol til stol"
"BTNA04";"Træning i forflytning op fra og ned på gulv"
"BTNA05";"Træning i forflytning ind i og ud af køretøj"
"BTNA1";"Funktionstræning med relation til lejring"
"BTNA10";"Træning af lejring i reflekshæmmende siddende stilling"
"BTNA11";"Træning af lejring i reflekshæmmende liggende stilling"
"BTNA12";"Træning af lejring mhp trykaflastning i sidd. stilling"
"BTNA13";"Træning af lejring mhp trykaflastning i liggende stilling"
"BTNA2";"Funktionstræning af overekstremitet"
"BTNA20";"Funktionstræning af skulder"
"BTNA21";"Funktionstræning af arm"
"BTNA22";"Funktionstræning af hånd"
"BTNA4";"Funktionstræning i brug af hjælpemidler"
"BTNA40";"Træning i brug af gangredskaber"
"BTNA41";"Træning i brug af kørestol"
"BTNA42";"Træning i brug af arbejdsstol"
"BTNA43";"Træning i brug af el-stimulator"
"BTNA44";"Træning i brug af specialfodtøj"
"BTNA45";"Træning i brug af protese"
"BTNA46";"Træning i brug af korset"
"BTNA47";"Træning i brug af skinne og bandage"
"BTNA48";"Træning i brug af synshjælpemiddel"
"BTNA49";"Træning i brug af hørehjælpemiddel"
"BTNB";"Kompens.behandling med hjælpemidler, redskaber og boligændr."
"BTNB0";"Kompenserende behandling med hjælpemiddel"
"BTNB00";"Fremstilling af hjælpemiddel til kompenserende behandling"
"BTNB01";"Tilpasning og afpr.af hjælpemiddel til kompens. behandling"
"BTNB1";"Kompenserende behandling med tilpasset værktøj"
"BTNB10";"Fremstilling af værktøj til kompenserende behandling"
"BTNB11";"Tilpasning og afprøvning af værktøj til kompens.beh."
"BTNB2";"Kompenserende behandling ved boligændring"
"BTNB20";"Planlægning af boligændring med bruger"
"BTP";"Færdighedstræning i forbindelse med daglig livsførelse"
"BTPA";"Indøvning af basale færdigheder"
"BTPA0";"Guiding ved indøvning af basale færdigheder"
"BTPA00";"Guiding ved indøvning af spisning"
"BTPA01";"Guiding ved indøvning af bad og toilette"
"BTPA02";"Guiding ved indøvning af af- og påklædning"
"BTPA03";"Guiding ved indøvning af toiletbesøg"
"BTPA1";"Korrektion ved indøvning af basale færdigheder"
"BTPA10";"Korrektion ved indøvning af spisning"
"BTPA11";"Korrektion ved indøvning af bad og toilette"
"BTPA12";"Korrektion ved indøvning af af- og påklædning"
"BTPA13";"Korrektion ved indøvning af toiletbesøg"
"BTPA2";"Instruktion ved indøvning af basale færdigheder"
"BTPA20";"Instruktion ved indøvning af spisning"
"BTPA21";"Instruktion ved indøvning af bad og toilette"
"BTPA22";"Instruktion ved indøvning af af- og påklædning"
"BTPA23";"Instruktion ved indøvning af toiletbesøg"
"BTPA3";"Motivation og stimulation v. indøvning af basale færdigheder"
"BTPA30";"Motivation og stimulation ved indøvning af spisning"
"BTPA31";"Motivation og stimulation ved indøvning af bad og toilette"
"BTPA32";"Motivation og stimulation ved indøvning af af- og påklædning"
"BTPA33";"Motivation og stimulation ved indøvning af toiletbesøg"
"BTPA4";"Strukturering ved indøvning af basale færdigheder"
"BTPA40";"Strukturering ved indøvning af spisning"
"BTPA41";"Strukturering ved indøvning af bad og toilette"
"BTPA42";"Strukturering ved indøvning af af- og påklædning"
"BTPA43";"Strukturering ved indøvning af toiletbesøg"
"BTPB";"Kompensationstræning ved basale færdigheder"
"BTPB0";"Kompens.træning i brug af hjælpemiddel v.basale færdigheder"
"BTPB00";"Kompensationstræning i brug af hjælpemiddel ved spisning"
"BTPB01";"Kompens.træning i brug af hjælpemiddel ved bad og toilette"
"BTPB02";"Kompens.træning i brug af hjælpemiddel ved af- og påklædning"
"BTPB03";"Kompensationstræning i brug af hjælpemiddel ved toiletbesøg"
"BTPB04";"Kompens.træning i brug af hjælpemiddel ved seksuel funktion"
"BTPB1";"Kompens.træning af nye vaner og mønstre v.basale færdigheder"
"BTPB10";"Kompensationstræning af nye vaner og mønstre ved spisning"
"BTPB11";"Kompens.træning af nye vaner og mønstre ved bad og toilette"
"BTPB12";"Kompens.træning af nye vaner og mønstre v. af- og påklædning"
"BTPB13";"Kompens.træning af nye vaner og mønstre ved toiletbesøg"
"BTPB14";"Kompens.træning af nye vaner og mønstre ved seksuel funktion"
"BTPC";"Vedligeholdelse af basale færdigheder"
"BTPC0";"Guiding ved vedligeholdelse af basale færdigheder"
"BTPC00";"Guiding ved vedligeholdelse af færdigheder i spisning"
"BTPC01";"Guiding ved vedligeholdelse af færdigheder i bad og toilette"
"BTPC02";"Guiding ved vedligehold.af færdigheder i af- og påklædning"
"BTPC03";"Guiding ved vedligeholdelse af færdigheder i toiletbesøg"
"BTPC1";"Korrektion ved vedligeholdelse af basale færdigheder"
"BTPC10";"Korrektion ved vedligeholdelse af færdigheder i spisning"
"BTPC11";"Korrektion ved vedligehold.af færdigheder i bad og toilette"
"BTPC12";"Korrektion v. vedligehold.af færdigheder i af- og påklædning"
"BTPC13";"Korrektion ved vedligeholdelse af færdigheder i toiletbesøg"
"BTPC2";"Instruktion ved vedligeholdelse af basale færdigheder"
"BTPC20";"Instruktion ved vedligeholdelse af færdigheder i spisning"
"BTPC21";"Instruktion ved vedligehold.af færdigheder i bad og toilette"
"BTPC22";"Instruktion v.vedligehold.af færdigheder i af- og påklædning"
"BTPC23";"Instruktion ved vedligeholdelse af færdigheder i toiletbesøg"
"BTPC3";"Motivation og stim.ved vedligeholdelse af basale færdigheder"
"BTPC30";"Motivation og stim.v. vedligehold. af færdigheder i spisning"
"BTPC31";"Motiv.og stim.v.vedligehold.af færdigheder i bad og toilette"
"BTPC32";"Motiv.og stim.v.vedligehold.af færdigheder i af- og påklædn."
"BTPC33";"Motiv.og stim.ved vedligehold.af færdigheder i toiletbesøg"
"BTPC4";"Strukturering ved vedligeholdelse af basale færdigheder"
"BTPC40";"Strukturering ved vedligeholdelse af færdigheder i spisning"
"BTPC41";"Struktur.ved vedligehold.af færdigheder i bad og toilette"
"BTPC42";"Struktur.ved vedligehold.af færdigheder i af- og påklædning"
"BTPC43";"Strukturering v.vedligeholdelse af færdigheder i toiletbesøg"
"BTPD";"Indøvning af udadvendt aktivitet"
"BTPD0";"Indøvning af færdigheder i hjemmet"
"BTPD00";"Indøvning af madlavning og opvask"
"BTPD01";"Indøvning af indkøb"
"BTPD02";"Indøvning af rengøring og oprydning"
"BTPD03";"Indøvning af tøjvask"
"BTPD04";"Indøvning af sengeredning"
"BTPD05";"Indøvning af havearbejde"
"BTPD06";"Indøvning af reparation"
"BTPD1";"Indøvning af aktiviteter vedrørende arbejde og skole"
"BTPD2";"Indøvning af fritidsaktiviteter"
"BTPD20";"Indøvning af leg"
"BTPD21";"Indøvning af hobbyaktiviteter"
"BTPD22";"Indøvning af brug af fritidstilbud"
"BTPD3";"Indøvning af færden"
"BTPD30";"Indøvning af kryben og kravlen"
"BTPD31";"Indøvning af færden til fods"
"BTPD32";"Indøvning af færden i kørestol,"
"BTPD33";"Indøvning af færden på cykel"
"BTPD34";"Indøvning af færden i bil"
"BTPD35";"Indøvning af færden i båd"
"BTPD36";"Indøvning af færden med offentligt transportmiddel"
"BTPD4";"Indøvning af administration af egen økonomi"
"BTPD40";"Indøvning af brug af betalingsmidler"
"BTPD5";"Indøvning af administration af egen medicin"
"BTPD6";"Indøvning af kommunikation og sociale færdigheder"
"BTPD60";"Indøvning af verbal kommunikation"
"BTPD61";"Indøvning af skriftlig kommunikation"
"BTPD62";"Indøvning af brug af kommunikationsudstyr"
"BTPD63";"Indøvning af social kommunikation"
"BTPD7";"Indøvning af brug af servicefunktioner"
"BTPD70";"Indøvning af brug af offentlige kontorer"
"BTPD71";"Indøvning af brug af banker"
"BTPD72";"Indøvning af brug af forretninger"
"BTPD8";"Indøvning af strukturering"
"BTPD80";"Indøvning af strukturering af indhold i dagligdagen"
"BTPD81";"Indøvning af strukturering af rytme i dagligdagen"
"BTPE";"Kompensation for tabt funktion i forb. med udadvendt aktiv."
"BTPE0";"Kompensationstræning ved færdigheder i hjemmet"
"BTPE00";"Kompensationstræning ved madlavning og opvask"
"BTPE01";"Kompensationstræning ved indkøb"
"BTPE02";"Kompensationstræning ved rengøring og oprydning"
"BTPE03";"Kompensationstræning ved tøjvask"
"BTPE04";"Kompensationstræning ved sengeredning"
"BTPE05";"Kompensationstræning ved havearbejde"
"BTPE06";"Kompensationstræning ved reparation"
"BTPE1";"Kompensationstræning ved aktiviteter vedr. arbejde og skole"
"BTPE2";"Kompensationstræning ved fritidsaktiviteter"
"BTPE20";"Kompensationstræning ved leg"
"BTPE21";"Kompensationstræning ved hobbyaktiviteter"
"BTPE22";"Kompensationstræning ved brug af fritidstilbud"
"BTPE3";"Kompensationstræning ved færden"
"BTPE30";"Kompensationstræning ved kryben og kravlen"
"BTPE31";"Kompensationstræning ved færden til fods"
"BTPE32";"Kompensationstræning ved færden i kørestol,"
"BTPE33";"Kompensationstræning ved færden på cykel"
"BTPE34";"Kompensationstræning ved færden i bil"
"BTPE35";"Kompensationstræning ved færden i båd"
"BTPE36";"Kompensationstræning v.færden med offentligt transportmiddel"
"BTPE4";"Kompensationstræning ved administration af egen økonomi"
"BTPE40";"Kompensationstræning ved brug af betalingsmidler"
"BTPE5";"Kompensationstræning ved administration af egen medicin"
"BTPE6";"Kompensationstræning v. kommunikation og sociale færdigheder"
"BTPE60";"Kompensationstræning ved verbal kommunikation"
"BTPE61";"Kompensationstræning ved skriftlig kommunikation"
"BTPE62";"Kompensationstræning ved brug af kommunikationsudstyr"
"BTPE63";"Kompensationstræning ved social kommunikation"
"BTPE7";"Kompensationstræning ved brug af servicefunktioner"
"BTPE70";"Kompensationstræning ved brug af offentlige kontorer"
"BTPE71";"Kompensationstræning ved brug af banker"
"BTPE72";"Kompensationstræning ved brug af forretninger"
"BTPE8";"Kompensationstræning ved strukturering"
"BTPE80";"Kompens.træning ved strukturering af indhold i dagligdagen"
"BTPE81";"Kompens.træning ved strukturering af rytme i dagligdagen"
"BTPF";"Vedligeholdelse af udadvendt aktivitet"
"BTPF0";"Vedligeholdelsestræning af færdigheder i hjemmet"
"BTPF00";"Vedligeholdelsestræning i madlavning og opvask"
"BTPF01";"Vedligeholdelsestræning i indkøb"
"BTPF02";"Vedligeholdelsestræning i rengøring og oprydning"
"BTPF03";"Vedligeholdelsestræning i tøjvask"
"BTPF04";"Vedligeholdelsestræning i sengeredning"
"BTPF05";"Vedligeholdelsestræning i havearbejde"
"BTPF06";"Vedligeholdelsestræning i reparation"
"BTPF1";"Vedligeholdelsestræning i aktiviteter vedr. arbejde og skole"
"BTPF2";"Vedligeholdelsestræning i fritidsaktiviteter"
"BTPF20";"Vedligeholdelsestræning i leg"
"BTPF21";"Vedligeholdelsestræning i hobbyaktiviteter"
"BTPF22";"Vedligeholdelsestræning i brug af fritidstilbud"
"BTPF3";"Vedligeholdelsestræning i færden"
"BTPF30";"Vedligeholdelsestræning i kryben og kravlen"
"BTPF31";"Vedligeholdelsestræning i færden til fods"
"BTPF32";"Vedligeholdelsestræning i færden i kørestol,"
"BTPF33";"Vedligeholdelsestræning i færden på cykel"
"BTPF34";"Vedligeholdelsestræning i færden i bil"
"BTPF35";"Vedligeholdelsestræning i færden i båd"
"BTPF36";"Vedligehold.træning i færden med offentligt transportmiddel"
"BTPF4";"Vedligeholdelsestræning i administration af egen økonomi"
"BTPF40";"Vedligeholdelsestræning i brug af betalingsmidler"
"BTPF5";"Vedligeholdelsestræning i administration af egen medicin"
"BTPF6";"Vedligeholdelsestræn. i kommunikation og sociale færdigheder"
"BTPF60";"Vedligeholdelsestræning i verbal kommunikation"
"BTPF61";"Vedligeholdelsestræning i skriftlig kommunikation"
"BTPF62";"Vedligeholdelsestræning i brug af kommunikationsudstyr"
"BTPF63";"Vedligeholdelsestræning i social kommunikation"
"BTPF7";"Vedligeholdelsestræning i brug af servicefunktioner"
"BTPF70";"Vedligeholdelsestræning i brug af offentlige kontorer"
"BTPF71";"Vedligeholdelsestræning i brug af banker"
"BTPF72";"Vedligeholdelsestræning i brug af forretninger"
"BTPF8";"Vedligeholdelsestræning i strukturering"
"BTPF80";"Vedligehold.træning i strukturering af indhold i dagligdagen"
"BTPF81";"Vedligeholdelsestræning i strukturering af rytme i dagligdag"
"BTPH";"Kompenserende støtte ved daglige aktiviteter"
"BTPH0";"Kompenserende støtte ved påklædning"
"BTPH1";"Kompenserende støtte ved afklædning"
"BTPP";"Træning af problemløsning i forhold til daglig livsførelse"
"BTR";"Ergonomisk afprøvning vedrørende arbejdsmiljø"
"BTRA";"Ergonomisk optimering af arbejdsprocesser og omgivelser"
"BTRA0";"Afprøvning af ergonomiske løsningsforslag"
"BTRA00";"Ergonomisk afprøvning af arbejdsredskaber"
"BTRA01";"Ergonomisk afprøvning af arbejdsteknikker"
"BTRA02";"Ergonomisk afprøvning af arbejdsprocesser"
"BTRA03";"Ergonomisk afprøvning af arbejdsorganisering"
"BTRA04";"Ergonomisk afprøvning af arbejdsmiljø"
"BTRA1";"Ergonomisk tilpasning af eksisterende arbejdsforhold"
"BTRA10";"Ergonomisk tilpasning af arbejdsredskaber"
"BTRA11";"Ergonomisk tilpasning af arbejdsteknikker"
"BTRA12";"Ergonomisk tilpasning af arbejdsprocesser"
"BTRA13";"Ergonomisk tilpasning af arbejdsorganisering"
"BTRA14";"Ergonomisk tilpasning af arbejdsmiljø"
"BTRA2";"Ergonomisk ændring af arbejdsforholdene"
"BTRA20";"Ergonomisk ændring af arbejdsredskaber"
"BTRA21";"Ergonomisk ændring af arbejdsteknikker"
"BTRA22";"Ergonomisk ændring af arbejdsprocesser"
"BTRA23";"Ergonomisk ændring af arbejdsorganisering"
"BTRA24";"Ergonomisk ændring af arbejdsmiljø"
"BTS";"Rådgivning vedrørende erhvervsaktivitet"
"BTSA";"Rådgivning vedrørende fremtidigt erhverv"
"BTSB";"Rådgivning vedr. individuel forebyggelse i forb.med arbejde"
"BTSC";"Rådgivning om bevarelse af tilknytning til arbejdsmarkedet"
"BU";"Kost og ernæring"
"BUA";"Behandling med specifikke kostformer"
"BUAA";"Energijusteret kost"
"BUAA0";"Sygehuskost"
"BUAA00";"Sygehuskost 7 MJ (lille)"
"BUAA01";"Sygehuskost 9 MJ (mellem)"
"BUAA02";"Sygehuskost 12 MJ (stor)"
"BUAA1";"Kost til småtspisende"
"BUAA10";"Kost til småtspisende 7 MJ (lille)"
"BUAA11";"Kost til småtspisende 9 MJ (mellem)"
"BUAA12";"Kost til småtspisende 12 MJ (stor)"
"BUAA2";"Normalkost"
"BUAA20";"Normalkost 7 MJ (lille)"
"BUAA21";"Normalkost 9 MJ (mellem)"
"BUAA22";"Normalkost 12 MJ (stor)"
"BUAB";"Barnekost"
"BUAB0";"Madebarnskost"
"BUAB1";"Spædbarnskost"
"BUAB10";"Modermælkserstatning"
"BUAF";"Speciel kost"
"BUAF0";"Individuelt tilpasset kost"
"BUAF00";"Vegetarkost"
"BUAF01";"Kost uden svinekød"
"BUAF02";"Tygge- og synkevenlig kost"
"BUAF03";"Kost med energi- eller proteintilskud"
"BUAF04";"Flydende kost"
"BUAJ";"Sondeernæring"
"BUAJ0";"Delvis sondeernæring"
"BUAJ1";"Total sondeernæring"
"BUAL";"Parenteral ernæring"
"BUAL0";"Delvis parenteral ernæring"
"BUAL1";"Total parenteral ernæring"
"BUB";"Diæt"
"BUBA";"Diæt ved nyresygdom"
"BUBA0";"CAPD-diæt"
"BUBA1";"Diæt ved præuræmi"
"BUBA2";"Hæmodialysediæt"
"BUBA8";"Anden diæt ved nyresygdom"
"BUBA80";"Natrium- og væskereduceret diæt"
"BUBA81";"Kaliumreduceret diæt"
"BUBA82";"Fosfatreduceret diæt"
"BUBB";"Diæt ved allergi og intolerance"
"BUBB0";"Diæt uden farve- og konserveringsstoffer"
"BUBB1";"Diæt uden pollenkrydsreagerende levnedsmidler"
"BUBB2";"Diæt uden mælkeprodukter"
"BUBB3";"Diæt uden æg"
"BUBB4";"Nikkelreduceret diæt"
"BUBB7";"Astronautkost"
"BUBB8";"Eliminationsdiæt"
"BUBB9";"Anden diæt ved allergi og intolerence"
"BUBC";"Diæt ved sygdom i mave-tarmkanal"
"BUBC0";"Diæt ved obstipation"
"BUBC1";"Diæt ved colon irritable"
"BUBC2";"Diæt ved stomi"
"BUBC3";"Diæt ved leversygdom"
"BUBD";"Fedtstofjusteret diæt"
"BUBD0";"Fedt- og kolesterolreduceret diæt"
"BUBD1";"Fedtstofreduceret diæt"
"BUBD2";"MCT diæt"
"BUBE";"Kulhydratjusteret diæt"
"BUBE0";"Diabetesdiæt"
"BUBE00";"Diabetesdiæt ved diabetestype 1"
"BUBE01";"Diabetesdiæt ved diabetestype 2"
"BUBE02";"Diabetesdiæt ved gestationel diabetes"
"BUBE03";"Diabetesdiæt ved graviditet"
"BUBE1";"Antidumping-diæt"
"BUBE8";"Anden kulhydratjusteret diæt"
"BUBE80";"Glutenfri diæt"
"BUBE81";"Laktosereduceret diæt"
"BUBE82";"Galaktosereduceret diæt"
"BUBE83";"Fruktosereduceret diæt"
"BUBF";"Protein- og aminosyrejusteret diæt"
"BUBF0";"Proteinkontrolleret diæt"
"BUBF1";"Purinreduceret diæt"
"BUBS";"Diæt ved anden sygdom"
"BUBS0";"Diæt ved adipositas"
"BUBS1";"Diæt ved spiseforstyrrelse"
"BUBS2";"Diæt ved ernæringsterapi"
"BUBS3";"Diæt ved osteoporose"
"BUBT";"Diæt ved symptombehandling"
"BUBT0";"Diæt ved træg mave"
"BUBT1";"Diæt ved kvalme"
"BUBT2";"Diæt ved vægttab"
"BUBT3";"Diæt ved nedsat appetit"
"BUBY";"Diæt ikke klassificeret andetsteds"
"BUBY0";"Undersøgelsesdiæt"
"BUBY1";"Energireduceret diæt"
"BUBY2";"Elementardiæt"
"BUG";"Pædagogisk intervention i forbindelse med diæt og kost"
"BUGA";"Diætvejledning"
"BUGA0";"Initial diætvejledning"
"BUGA1";"Opfølgende diætvejledning"
"BUGB";"Vejledning ved behandling med specifik kost"
"BUGB0";"Initial vejledning ved behandling med specifik kost"
"BUGB1";"Opfølgende vejledning ved behandling med specifik kost"
"BUGC";"Kostrådgivning"
"BUGC0";"Rådgivning om gode kostvaner"
"BUGC1";"Specifik kostrådgivning"
"BUGC2";"Initial kostrådgivning"
"BUGC3";"Opfølgende kostrådgivning"
"BUGX";"Delprocedure ved diæt- og kostrådgivning"
"BUGX0";"Kostberegning"
"BUK";"Interventioner i forbindelse med fødeindtagelse"
"BUKA";"Interventioner i relation til indtagelse af mad og drikke"
"BUKA0";"Kompenserende støtte ved fremstilling af mad og drikke"
"BUKA01";"Kompenserende støtte ved fremstilling af kold mad"
"BUKA02";"Kompenserende støtte ved fremstilling af varm mad"
"BUKA03";"Kompenserende støtte ved fremstilling af specialkost"
"BUKA04";"Kompenserende støtte ved fremstilling af drikkevarer"
"BUKA3";"Kompenserende støtte ved indtagelse af mad og drikke"
"BUKA30";"Kompenserende støtte ved indtagelse af drikkevarer"
"BUKA31";"Kompenserende støtte ved spisning"
"BUKA32";"Kompenserende handling ved madning"
"BUKA33";"Kompenserende handling ved sutteflaskegivning"
"BUKA34";"Kompenserende handling ved udskæring af mad"
"BUKA5";"Kompenserende støtte ved indtagelse af spisestilling"
"BUKA7";"Servering af kost/væske"
"BUKA70";"Servering af drikkevarer"
"BUKA71";"Servering af mad"
"BUKA72";"Anretning af mad"
"BUKB";"Registrering af indtag af mad og drikke"
"BUX";"Andre interventioner i forbindelse med kost og ernæring"
"BUXA";"Behandling med faste"
"BUXA0";"Faste, 72 timer"
"BV";"Kommunikation og generelle pædagogiske interventioner"
"BVA";"Kommunikation"
"BVAA";"Samtaler"
"BVAA0";"Samtaler i forbindelse med indlæggelse"
"BVAA00";"Visitationssamtale"
"BVAA01";"Indlæggelsessamtale"
"BVAA02";"Statussamtale"
"BVAA03";"Evalueringssamtale"
"BVAA04";"Udskrivningssamtale"
"BVAA2";"Samtale ved påbegyndelse af ambulant behandling"
"BVAA20";"Samtale ved afslutning af ambulant forløb"
"BVAA3";"Samtaler som led i behandlings- og plejeforløb"
"BVAA30";"Samtale med patient om plejeforløb"
"BVAA31";"Samtale med patient om operation og behandlingsforløb"
"BVAA32";"Samtale med patient om konkret undersøgelse"
"BVAA33";"Telefonsamtale med patient"
"BVAA33A";"Telefonkonsultation"
"BVAA33B";"E-mail konsultation"
"BVAA34";"Samtale med patient og pårør.som led i beh.s- og plejeforløb"
"BVAA35";"Samtale med patient og anden behandler"
"BVAA36";"Samtale med patient om deltagelse i kontrolleret forsøg"
"BVAA37";"Samtale med patient om deltagelse i projekt"
"BVAA38";"Samtale med patient om deltagelse i undervisning"
"BVAA39";"Samtale med patient vedr. psykiske problemer"
"BVAA4";"Samtale ved påbegyndelse af hjemmepleje"
"BVAA5";"Samtale med pårørende"
"BVAA50";"Telefonsamtale med pårørende"
"BVAA51";"Telefonsamtale med besøgsven e.l."
"BVAA6";"Samtaler i forbindelse med krise"
"BVAA60";"Samtale ved dødsfald"
"BVAA61";"Samtale i forbindelse fritidsulykke"
"BVAA62";"Samtale i forbindelse med incest"
"BVAA63";"Samtale i forbindelse med vold"
"BVAA64";"Samtale i forbindelse med seksuel mishandling"
"BVAA64A";"Samtale i forbindelse med voldtægt"
"BVAA65";"Samtale efter arbejdsulykke"
"BVAA66";"Samtale i forbindelse med arbejdsmiljøproblemer"
"BVAA7";"Samtale om fødselsforløb"
"BVAA70";"Samtale ved dødfødsel"
"BVAA8";"Samtale med patient om sociale forhold"
"BVAA9";"Samtale med anden behandler/instans som led i beh.-forløb"
"BVAA90";"Samtale med praktiserende læge"
"BVAA91";"Samtale med speciallæge"
"BVAA91A";"Samtale med tandlæge"
"BVAA92";"Samtale med andre myndigheder"
"BVAA92A";"Samtale med socialforvaltning"
"BVAA92B";"Samtale med hjemmepleje"
"BVAA92C";"Samtale med plejehjem"
"BVAA92D";"Samtale med politi"
"BVAA93";"Samtale med hjemmepleje"
"BVAA94";"Samtale med plejehjem"
"BVAA98";"Samtale med støtte- eller kontaktperson"
"BVAA99";"Samtale med værge"
"BVAB";"Kommunikation ved direkte kontakt"
"BVAB1";"Personlig støtte ved direkte kontakt"
"BVAB10";"Holde om patienten"
"BVAB11";"Holde patienten i hånden"
"BVAB12";"Være til stede hos patienten"
"BVAB13";"Ledsage patienten"
"BVAC";"Skriftlig kommunikation"
"BVAC0";"Udlevering af skriftligt informationsmateriale"
"BVAC1";"Brevsvar til patient"
"BVAC10";"Brevsvar vedrørende konkret undersøgelse"
"BVAD";"Informationsmøde for patienter og pårørende"
"BVAD0";"Tværfagligt informationsmøde om operationsforløb, pt./pårør."
"BVD";"Generelle pædagogiske interventioner"
"BVDH";"Behandling på hold"
"BVDS";"Behandling i skole"
"BVDT";"Pædagogiske handlinger vedrørende rygeafvænning"
"BVDT0";"Vejledning i brug af hjælpemidler til rygeafvænning"
"BVDT00";"Vejledning i brug af nikotinplaster"
"BVDT01";"Vejledning i brug af nikotintyggegummi"
"BVDT02";"Vejledning i brug af andet hjælpemiddel"
"BVDT1";"Rådgivning vedrørende rygestop"
"BVDY";"Pædagogiske handlinger ikke klassificeret andetsteds"
"BVDY0";"Vejledning, instruktion, undervisning og rådgivning af pt."
"BVDY00";"Vejledning af patient"
"BVDY01";"Instruktion af patient i konkret fremgangsmåde"
"BVDY02";"Oplæring af patient i manuel færdighed"
"BVDY03";"Oplæring af patient i mestring af egen situation"
"BVDY04";"Undervisning af patient i nødvendig viden"
"BVDY05";"Rådgivning af patient om muligheder"
"BVDY06";"Vejl. i forb.m. planlagt undersøgelses- og behandlingsforløb"
"BVDY2";"Motivering af patient"
"BVDY3";"Afledning af patient"
"BVDY4";"Supervisering af patient"
"BVDY5";"Pædagogisk handling rettet imod pårørende og anden behandler"
"BVDY50";"Oplæring af pårørende"
"BVDY55";"Rådgivning af pårørende"
"BVDY56";"Rådgivning af anden behandler"
"BVDY7";"Hukommelsesstøtte"
"BVDY8";"Udfyldelse af spørgeskema under vejledning"
"BVG";"Rådgivning i forbindelse med specificeret helbredsrisiko"
"BVGA";"Rådgivning i forbindelse med arvelig helbredsrisiko"
"BVGA0";"Genetisk rådgivning"
"BVGA00";"Onkogenetisk rådgivning"
"BW";"Behandling og andre procedurer af generel karakter"
"BWA";"Interventioner i forbindelse med medicingivning"
"BWAA";"Medicingivning"
"BWAA0";"Medicingivning per os"
"BWAA00";"Medicingivning via gastrointestinal sonde"
"BWAA1";"Medicingivning ved inhalation"
"BWAA2";"Medicingivning via slimhinde"
"BWAA20";"Medicingivning sublingualt"
"BWAA21";"Medicingivning i øje"
"BWAA22";"Medicingivning i næse"
"BWAA23";"Medicingivning i øre"
"BWAA24";"Medicingivning i vagina"
"BWAA25";"Medicingivning i rectum"
"BWAA26";"Medicingivning i stomi"
"BWAA27";"Installatio intravesicalis"
"BWAA3";"Medicingivning ved injektion"
"BWAA30";"Medicingivning ved intramuskulær injektion"
"BWAA31";"Medicingivning ved subcutan injektion"
"BWAA32";"Medicingivning ved intracutan injektion"
"BWAA4";"Medicingivning transcutant"
"BWAA40";"Medicingivning ved plaster"
"BWAA5";"Medicingivning cutant"
"BWAA50";"Medicingivning ved påsmøring"
"BWAA51";"Medicingivning ved lukket forbinding"
"BWAA52";"Medicingivning ved badning"
"BWAA6";"Medicingivning intravenøst"
