Kode	Tekst
UXUD88H	Flowmåling i andre kar
UXUD90	UL-undersøgelse af penis
UXUD92	UL-undersøgelse af prostata, inkl. transrektal skanning
UXUD95	UL-undersøgelse af scrotum
UXUE	Ultralyd-undersøgelser af columna
UXUE10	UL-undersøgelse af columna cervicalis
UXUE20	UL-undersøgelse af columna thoracalis
UXUE30	UL-undersøgelse af columna lumbalis
UXUF	Ultralyd-undersøgelser af overekstremitet
UXUF00	UL-undersøgelse af overekstremitet
UXUF01	UL-undersøgelse af overarm
UXUF02	UL-undersøgelse af underarm
UXUF05	Kvantitativ UL/Doppler af kar på overekstremitet
UXUF05A	Kvantitativ UL/Doppler af arterier på overekstremitet
UXUF05B	Kvantitativ UL/Doppler af vener på overekstremitet
UXUF15	UL-undersøgelse af skulder
UXUF25	UL-undersøgelse af albue
UXUF40	UL-undersøgelse af håndled
UXUF50	UL-undersøgelse af hånd
UXUG	Ultralyd-undersøgelser af underekstremitet
UXUG00	UL-undersøgelse af underekstremitet
UXUG01	UL-undersøgelse af lår
UXUG02	UL-undersøgelse af underben
UXUG05	Kvantitativ UL/Doppler af kar på underekstremitet
UXUG05A	Kvantitativ UL/Doppler af arterier på underekstremitet
UXUG05B	Kvantitativ UL/Doppler af vener på underekstremitet
UXUG15	UL-undersøgelse af hofte
UXUG25	UL-undersøgelse af knæ
UXUG40	UL-undersøgelse af fodled
UXUG50	UL-undersøgelse af fod
UXUG80	UL-vejledt osteodensitometri af calcaneus
UXUH	Ultralydsundersøgelse af hud og tilgrænsende struktur
UXUH00	Ultralydsundersøgelse af hud
UZCGG	EMG vejledt procedure
UXZ	Tillægskoder til radiologiske procedurer
UXZ1	anvendelse af kontrast
UXZ10	med i.v. kontrast
UXZ10A	med i.v. kontrast samt peroral kontrast
UXZ11	uden i.v. kontrast
UXZ12	både med og uden i.v. kontrast
UXZ12A	både med og uden i.v. kontrast samt peroral kontrast
UXZ13	med intratekal kontrast
UXZ14	med peroral kontrast
UXZ15	med endoluminal kontrast
UXZ16	med fistulografi
UXZ17	med artrografi
UXZ2	Teknikker
UXZ20	med bearbejdning af billeder på arbejdsstation
UXZ21	med udmåling på billeder
UXZ3	specifikation til røntgenprocedurer
UXZ30	røntgenvejledt procedure
UXZ30A	gennemlysning i forbindelse med anden procedure
UXZ31	med bløddelsoptagelse
UXZ32	med tomografi
UXZ33	med stereofotogrammetri
UXZ34	supplerende specialoptagelser udover to projektioner
UXZ4	specifikation til CT-procedurer
UXZ40	CT-vejledt procedure
UXZ41	med CT-angiografi
UXZ42	med spiralteknik
UXZ43	med CT-perfusionsmåling
UXZ5	Specifikation til MR-procedurer
UXZ50	MR-vejledt procedure
UXZ51	med MR-arteriografi
UXZ52	med MR-flebografi
UXZ53	med MR-diffusionsmåling
UXZ54	med MR-flowmåling
UXZ55	med MR-perfusionsmåling
UXZ56	med MR-spektroskopi
UXZ57	med MR-relaxometri
UXZ6	Specifikation til angiografiske procedurer
UXZ60	angiografisk vejledt procedure
UXZ61	med blood-sampling
UXZ62	med direkte punktur
UXZ63	med selektiv kateterisering
UXZ64	med trykmåling
UXZ65	med CO2-kontrast
UXZ7	specifikation til UL-procedurer
UXZ70	ultralyd/Doppler-vejledt procedure
UXZ71	med endoluminal ultralyd
UXZ72	med kvantitativ Dopplerundersøgelse
UXZ73	med vægtskanning
UXZ74	med bestemmelse af fosterstilling
UXZ75	med nakkefoldsskanning
UXZ76	med bestemmelse af antal gestationssække
UXZ9	generel specifikation til radiologiske procedurer
UXZ90	med funktionsundersøgelse
UXZ91	med terapiplanlægning
UXZ95	med gentagelse af billedoptagelse
K	Klassifikation af operationer
KA	Operationer på nervesystemet
KAA	Operationer på kranium og intrakranielle strukturer
KAAA	Diagnostiske intrakranielle operationer
KAAA00	Kraniotomi, eksplorativ
KAAA10	Biopsi via kraniotomi
KAAA10A	Ultralydsvejledt intrakraniel biopsi via borehul
KAAA10B	Endoskopisk intrakraniel biopsi via borehul
KAAA20	Implantation af intraventrikulært trykmålingsudstyr
KAAA23	Implantation af intrakranielt trykmålingsudstyr
KAAA25	Implantation af epiduralt trykmålingsudstyr
KAAA30	Implantation af epidural elektrode
KAAA35	Implantation af subdural elektrode
KAAA40	Implantation af intracerebral elektrode
KAAA99	Operation, intrakraniel, anden diagnostisk
KAAB	Excision af intrakranialt patologisk væv
KAAB00	Excision af intrakranielt patologisk væv
KAAB10	Resektion af intrakranielt patoligisk væv
KAAB20	Destruktion af intrakranielt patologisk væv
KAAB30	Fjernelse af intrakranielt spontant hæmatom
KAAB99	Operation, intrakranielt patologisk væv, anden
KAAC	Aneurisme og andre intrakranielle karoperationer
KAAC00	Ligatur af intrakranielt aneurisme (clips og lignende)
KAAC05	Ligatur, proksimal af intrakranielt aneurisme
KAAC10	Vægforstærkning af intrakraniel aneurisme
KAAC15	Trapping af intrakranielt aneurisme
KAAC20	Karanastomose, intrakarniel
KAAC30	Okklusion af karfistel, intrakraniel
KAAC40	Excision af intrakraniel arteriovenøs misdannelse
KAAC45	Operation for vaskulær patologi i sinus cavernosus
KAAC99	Operation, intrakraniel aneurisme, anden
KAAD	Op. ved kranielle og intrakranielle traumatiske forandringe
KAAD00	Fjernelse af epiduralt hæmatom
KAAD05	Fjernelse af akut subduralt hæmatom
KAAD10	Fjernelse af kronisk subduralt hæmatom
KAAD15	Fjernelse af intracerebralt traumatisk hæmatom
KAAD30	Revision af penetrerende kranielæsion
KAAD40	Revisio fractura cranii
KAAD99	Operation, intrakranielle traumatiske forandringer, anden
KAAE	Kraniobasale operationer
KAAE00	Exploratio transsphenoidale
KAAE05	Transethmoidal excision/resektion af intrakranielt pat. væv
KAAE10	Excision/resektion, transsphen. af intrakran. patolog. væv
KAAE15	Subfrontal, medial excision/resektion af intrakran. pat. væv
KAAE20	Excision/resektion, transoral af intrakranielt patolog. væv
KAAE30	Excision/resektion, translabyr. af intrakran. patolog. væv
KAAE40	Excision/resektion, transtemp. af intrakranielt patolog. væ
KAAE45	Subtemporal excision/resekt. af intrakranielt patologisk væv
KAAE50	Zygom-temporal excis/resektion af intrakran patologisk væv
KAAE55	Suboccipital, retrosigmoidal exc/resekt af intrakran pat væv
KAAE65	Transoccipital, medial excision/resekt. af intrakran pat væv
KAAE70	Transcondylær excision/resektion af intrakranielt pat. væv
KAAE75	Transcondylær intrakraniel kar operation
KAAE99	Operation, kraniobasal, anden
KAAF	Shuntoperationer på hjerne og intracerebrale cyster
KAAF00	Ventriculostomia interna
KAAF01	Indlæggelse af eksternt dræn i lateral ventrikel
KAAF03	Lumbal drænage af cerebrospinalvæske
KAAF05	Ventriculoperitoneal shunt
KAAF10	Lumboperitoneal shunt
KAAF15	Ventriculoatrial shunt
KAAF16	Ventriculosinual shunt
KAAF17	Ventriculosubgaleal shunt
KAAF20	Revision af ventrikelshunt
KAAF25	Fjernelse af ventrikelshunt
KAAF30	Implantation af intraventrikulær injektionsdevice
KAAF35	Implantation af reservoir til intraventrikulær behandling
KAAF40	Shunt fra intrakraniel cyste til peritoneum
KAAF45	Fenestrering af intrakraniel cyste
KAAF45A	Drænage af intrakraniel cyste gennem kraniostomi
KAAF45B	Endoskopisk drænage af intrakraniel cyste gennem kraniostomi
KAAF99	Shuntop. på hjerneventrikel og intracerebrale cyster, anden
KAAG	Stereotaktiske intrakranielle operationer
KAAG00	Stereotaktisk eller billedvejledt intrakranial biopsi
KAAG10	Stereotakt/billedvejl intrakran destruk af nukleus/nervebane
KAAG20	Stereotaktisk/billedvejl. intrakraniel implant. af elektrode
KAAG20A	Implantation af thalamuselektrode
KAAG20B	Revision af thalamuselektrode
KAAG30	Stereotaktisk/billedvejl intrakraniel implant af strålekilde
KAAG40	Stereotaktisk/billedvejl intrakraniel implant af foetalt væv
KAAG50	Stereotaktisk/billedvejledt  intrakraniel strålebehandling
KAAG50A	Stereotaktisk/billedvejledt intrakraniel strålebeh. (serie)
KAAG50B	Stereotaktisk/billedvejledt intrakraniel strålebeh. (enkel)
KAAG99	Operation, intrakraniel, anden stereotaktisk el. billedvejl.
KAAH	Operationer på kranienerver
KAAH10	Rhizotomi af kranienerve
KAAH20	Dekompression af kranienerve
KAAH30	Termisk destruktion af kranienerve
KAAH40	Glycerolinjektion i kranienerve
KAAH50	Anastomose, kranienerve
KAAH60	Dekompression af kranienerve, mikrovasculær
KAAH99	Operation, kranienerve, anden
KAAJ	Operationer pga. epilepsi
KAAJ00	Hemispherektomi
KAAJ10	Lobektomi ved epilepsi
KAAJ15	Hippocampektomi
KAAJ20	Excision af epileptisk fokus
KAAJ25	Transcision af nervebaner ved epilepsi
KAAJ30	Kallosotomi ved epilepsi
KAAJ35	Hemidekortikation ved epilepsi
KAAJ99	Operation, epilepsi, anden
KAAK	Rekonstruktive operationer af kranium og dura
KAAK00	Kranioplastik
KAAK10	Duraplastik
KAAK20	Operation, kraniosynostose
KAAK30	Rekonstruktion, kraniofacial ved misdannelser
KAAK35	Rekonstruktion af kranie efter kranietraume
KAAK50	Okklusion af likvorfistel
KAAK50A	Endoskopisk lukning af durafistel
KAAK70	Knoglebiopsi af kranium
KAAK75	Ekstirpation el. resektion af knogletumor i kranium
KAAK99	Rekonstruktiv operation på kranium og dura, anden
KAAL	Endovaskulære intrakranielle operationer
KAAL00	Okklusion af intrakranielt aneurisme, endovaskulær
KAAL10	Trombolyse, intrakraniel endovaskulær
KAAL20	Okkl. af intrakraniel arterio-venøs misdannelse, endovask.
KAAL30	Okklusion af intrakraniel fistel, endovaskulær
KAAL40	Okklusion af arterier til intrakraniel tumor, endovaskulær
KAAL99	Operation, endovaskulær, intrakraniel, anden
KAAM	Operationer ved intrakranielle infektioner
KAAM00	Punktur og udtømning af intracerebral absces
KAAM10	Excision af intracerebral absces
KAAM30	Fjernelse af epi- eller subduralt empyem
KAAM99	Operation, intrakraniel infektion, anden
KAAN	Operationer for intrakranielle kongenitte misdannelser
KAAN00	Excision og plastik af encephalocele
KAAN99	Operation, intrakraniel kongenit misdannelse, anden
KAAW	Andre kranielle og intrakranielle operationer
KAAW00	Kraniel operation, anden
KAAW00A	Kraniel operation, knoglebiopsi
KAAW00B	Kraniel operation, excision af tumor
KAAW99	Intrakraniel operation, anden
KAB	Operationer på rygmarv og nerverødder
KABA	Diagnostiske eksplorative op. på rygmarv og nerverødder
KABA00	Laminectomia explorativa
KABA10	Biopsi af væv i rygmarvskanal
KABA20	Anlæggelse af lumbal drænage af cerebrospianlvæske
KABA99	Operation, rygmarv og nerverødder, anden diagnostisk
KABB	Operationer på patologisk væv i rygmarv og nerverødder
KABB00	Excision af patologisk væv i spinalkanal
KABB10	Resektion af patologisk væv i spinalkanal
KABB20	Drænage af intra- og ekstramedullær cyste i spinalkanal
KABB30	Destruktion af patologisk væv i spinalkanal
KABB40	Fjernelse af spontant hæmatom i spinalkanal
KABB50	Dekompression af spinalkanal pga. tumor eller patologisk væ
KABB99	Operation, patologisk væv i rygmarv og nerverødder, anden
KABC	Dekompressive op. på rygmarv og nerverødder
KABC01	Ablatio prol. disci intervert. cerv. endoscopica percutanea
KABC04	Ablatio prol. disci intervert. thor. endoskopica percutanea
KABC07	Ablatio prol. disci intervert. lumb. endoscopica percutanea
KABC10	Fjernelse af cervical diskusprolaps, mikrokirurgisk
KABC13	Fjernelse af thoracal diskusprolaps, mikrokirurgisk
KABC16	Fjernelse af lumbal diskusprolaps, mikrokirurgisk
KABC20	Discectomia pars cervicalis columnae
KABC23	Ablatio prolapsus disci intervertabralis thoracalis columnae
KABC26	Ablatio prolapsus disci intervertabralis lumbalis columnae
KABC30	Dekompression af nerverødder ved deg. tilstande i col. cerv
KABC33	Dekompression af nerverødder ved deg. tilstande i col. thor
KABC36	Dekompression af nerverødder ved deg, tilstande i col. lumb
KABC40	Dekompression af cauda equina ved deg. tilstande i os sacru
KABC50	Dekompr. af spinalkanal/nerverod v deg. tilst. i col. cerv.
KABC53	Dekompr. af spinalkanal/nerverod v deg. tilst. i col. thor.
KABC56	Dekompr. af spinalkanal/nerverod v deg. tilst. i col. lumb.
KABC60	Dekompression af cervicalmarven ved degenerative tilstande
KABC63	Dekompression af thoracalmarven ved degenerative tilstande
KABC66	Dekompression af lumbalmarven ved degenerative tilstande
KABC99	Dekompr.op. på rygmarv/nerverod v degenerat. tilst, anden
KABD	Op.på rygmarv og nerverødder pga. smerte/funktionel forstyr
KABD10	Kordotomia
KABD20	Myelotomia
KABD30	Implantation af spinal stimulationsdevice
KABD40	Implantation af spinal injektionsdevice
KABD50	Overskæring af nerverod pga. smerte/funktionel forstyrrelse
KABD99	Op.på rygmarv og nerverod pga.smerte/funkt forstyr, anden
KABE	Operationer pga. spinale misdannelser
KABE10	Excision og plastik af myelo-meningocele
KABE20	Mobilisation af tethered cord eller diastematomyeli
KABE30	Excision af dermal sinus
KABE40	Operation, hydromyeli
KABE50	Dekompression, occipitocervikal
KABE99	Operation, spinale misdannelser, anden
KABW	Andre operationer på rygmarv og nerverødder
KABW01	Indlæggelse af stimulationssystem på nerverod
KABW01A	Indlæggelse af stimulationssystem på sakralrod, 1-trinsproc.
KABW01B	Indlæggelse af stimulationssystem på sakralrod, 2-trinsproc.
KABW01BA	Indl af perm elektr på sakralrod m ekstern stim, 1.af 2 trin
KABW01BB	Indl af impulsgen til stim system i nervesyst., 2.af 2 trin
KABW01C	Indl. af midlertidig stimulationselektrode på sakralrod
KABW99	Anden operation på rygmarv og nerverødder
KAC	Operationer på perifere nerver
KACA	Diagnostiske operationer på perifere nerver
KACA11	Exploration, n. medianus
KACA12	Exploration, n. radialis
KACA13	Exploration, n. ulnaris
KACA14	Exploration, n. peronaeus
KACA15	Exploration, n. tibialis
KACA19	Exploration, perifier nerve uden specifikation
KACA21	Biopsi af n. medianus
KACA22	Biopsi af n. radialis
KACA23	Biopsi af n. ulnaris
KACA24	Biopsi af n. peronaeus
KACA25	Biopsi af n. tibialis
KACA29	Biopsi af perifer nerve uden specifikation
KACA91	Operation, n. medianus, diagnostisk, anden
KACA92	Operation, n. radialis, diagnostisk, anden
KACA93	Operation, n. ulnaris, diagnostisk, anden
KACA94	Operation, n. peronaeus, diagnostisk, anden
KACA95	Operation, n. tibialis, diagnostisk, anden
KACA99	Op.på perifer nerve uden specifikation, anden diagnostisk
KACB	Op. pga. patologisk væv og læsioner på perifere nerver
KACB01	Resectio neuromatis n. medianus
KACB02	Resectio neuromatis n. radialis
KACB03	Resectio neuromatis n. ulnaris
KACB04	Resectio neuromatis n. peronaeus
KACB05	Resectio neuromatis n. tibialis
KACB09	Resectio neuromatis, perifer nerve uden specifikation
KACB11	Excision af patologisk væv, n. medianus
KACB12	Excision af patologisk væv, n. radialis
KACB13	Excision af patologisk væv, n. ulnaris
KACB14	Excision af patologisk væv, n. peronaeus
KACB15	Excision af patologisk væv, n. tibialis
KACB19	Excision af patologisk væv, perifer nerve uden specifikatio
KACB21	Sutur, n. medianus
KACB22	Sutur, n. radialis
KACB23	Sutur, n. ulnaris
KACB24	Sutur, n. peronaeus
KACB25	Sutur, n. tibialis
KACB29	Sutur af anden perifer nerve
KACB29A	Sutur af n. mandibularis
KACB29B	Sutur af n. lingualis
KACB91	Operation, n. medianus pga. patologisk væv, anden
KACB92	Operation, n. radialis pga. patologisk væv, anden
KACB93	Op på n. ulnaris pga. funktionelle forstyrrelser, anden
KACB94	Operation, n. peronaeus pga. patologisk væv, anden
KACB95	Operation, n. tibialis pga. patologisk væv, anden
KACB99	Op på perifer nerve uden spec pga. patologisk væv, anden
KACC	Op. pga. funktionelle forstyrrelser på perifere nerver
KACC11	Neurorrhaphia, n. medianus
KACC12	Neurorrhaphia, n. radialis
KACC13	Neurorrhaphia, n. ulnaris
KACC14	Neurorrhaphia, n. peronaeus
KACC15	Neurorrhaphia, n. tibialis
KACC19	Neurorrhaphia, perifer nerve uden specifikation
KACC21	Rekonstruktion, n. medianus
KACC22	Rekonstruktion, n. radialis
KACC23	Rekonstruktion, n. ulnaris
KACC24	Rekonstruktion, n. peronaeus
KACC25	Rekonstruktion, n. tibialis
KACC29	Rekonstruktion af anden perifer nerve
KACC29A	Rekonstruktion af n. mandibularis
KACC29B	Rekonstruktion af n. lingualis
KACC30	Rekonstruktion af nerveplexus
KACC41	Transposition, n. medianus
KACC42	Transposition, n. radialis
KACC43	Transposition, n. ulnaris
KACC44	Transposition, n. peronaeus
KACC45	Transposition, n. tibialis
KACC49	Transposition af anden perifer nerve
KACC49A	Transposition af n. mandibularis
KACC51	Dekompression og lysis, n. medianus
KACC52	Dekompression og lysis, n. radialis
KACC53	Dekompression og lysis, n. ulnaris
KACC54	Dekompression og lysis, n. peronaeus
KACC55	Dekompression og lysis, n. tibialis
KACC59	Dekompression og lysis af anden perifer nerve
KACC59A	Scalenotomia
KACC59B	Dekompression af n. infraorbitalis
KACC59C	Dekompression af n. mandibularis
KACC61	Endoskopisk dekompression og lysis, n. medianus
KACC62	Endoskopisk dekompression og lysis, n. radialis
KACC63	Endoskopisk dekompression og lysis, n. ulnaris
KACC64	Endoskopisk dekompression og lysis, n. peronaeus
KACC65	Endoskopisk dekompression og lysis, n. tibialis
KACC69	Endoskopisk dekompression og lysis af anden perifer nerve
KACC91	Op på n. medianus pga. funktionelle forstyrrelser, anden
KACC92	Op på n. radialis pga. funktionelle forstyrrelser, anden
KACC93	Operation, n. ulnaris pga. patologisk væv, anden
KACC94	Op på n. peronaeus pga. funktionelle forstyrrelser, anden
KACC95	Op på n. tibialis pga. funktionelle forstyrrelser, anden
KACC99	Op på perifer nerve u spec pga. funktionelle forstyr, anden
KACW	Andre operationer på perifere nerver
KACW99	Operation, perifere nerver, anden
KAD	Operationer på det autonome nervesystem
KADA	Operationer på sympatiske nerver
KADA10	Sympatektomi, cervical
KADA11	Endoskopisk perkutan cervikal sympatektomi
KADA20	Sympatektomi, torakal
KADA21	Endoskopisk perkutan torakal sympatektomi
KADA30	Sympatektomi, lumbal
KADA99	Operation på sympatisk nerve
KADB	Operationer på nervus vagus
KADB00	Indlæggelse af stimulations device på nervus vagus
KADW	Andre operationer på det autonome nervesystem
KADW99	Operation, det autonome nervesystem, anden
KAE	Forskellige operationer på nervesystemet
KAEA	Opr. på stimulations- og injektionssystemer i nervesystemet
KAEA00	Udskift. af impulsgenerator til stimulationssystem/nervesyst
KAEA01	Udskift. af elektrode til stimulationssystem i nervesystemet
KAEA20	Fjern. af impulsgenerator til stimulationssystem i nervesyst
KAEA26	Fjern. af elektrode til stimulationssystem i nervesystemet
KAW	Reoperationer efter operationer på nervesystemet
KAWA	Sutur ved sårruptur efter operation på nervesystemet
KAWA00	Sutur ved sårruptur efter operation på nervesystemet
KAWA00A	Sutur ved sårruptur efter operation for diskusprolaps
KAWB	Reop. for overflad. sårinfektion efter op. på nervesystemet
KAWB00	Reop, overfladisk sårinfektion efter op. på nervesystemet
KAWB00A	Reop. for overfladisk sårinfektion e. op. for diskusprolaps
KAWC	Reop. for dyb infektion efter operation på nervesystemet
KAWC00	Reoperation, dyb infektion efter operation på nervesystemet
KAWC00A	Reoperation for dyb infektion e. operation for diskusprolaps
KAWD	Reopereration for overflad. blødning efter op. på nervesyst
KAWD00	Reop, overfladisk blødning efter operation på nervesystemet
KAWD00A	Reop. for overfladisk blødning e. operation for diskuprolaps
KAWE	Reoperation for dyb blødning efter operat. på nervesystemet
KAWE00	Reoperation, dyb blødning efter operation på nervesystemet
KAWE00A	Reop. for dyb blødning efter operation for diskusprolaps
KAWW	Anden reoperation efter operation på nervesystemet
KAWW99	Reoperation efter operation på nervesystemet, anden
KAWW99A	Anden operation efter operation for diskusprolaps
KB	Operationer på endokrine organer
KBA	Operationer på glandula thyreoideae
KBAA	Operationer på glandula thyreoideae
KBAA00	Excisio probatoria glandulae thyreoideae
KBAA05	Exploration af glandule thyreoideae
KBAA10	Incisio glandulae thyreoideae (drænage)
KBAA20	Resektion af glandula thyreoideae, unilateral
KBAA20A	Unilateral resektion af intratorakal glandula thyreoideae
KBAA21	Laserkoagulation i glandula thyreoideae
KBAA21B	Laserkoagulation i glandula thyreoideae, diodelaser
KBAA25	Resektion af glandula thyreoideae, bilateral
KBAA25A	Bilateral resektion af intratorakal glandula thyreoideae
