V0100  Fotg„ngare skadad i kollision med cykel, fotg„ngare skadad i olycka, ej trafik-idrott
V4012  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i olycka, ej trafik-f”rv„rvsarbete
V4013  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i olycka, ej trafik-annan syssels„ttning
V4014  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i olycka, ej trafik-vitalaktivitet
V4018  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i olycka, ej trafik-andra aktiviteter
V4019  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i olycka, ej trafik-ospec aktiviteter
V4020  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-idrott
V4021  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-lek,fritid
V4022  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-f”rv„rvsarbete
V4023  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-annan syssels„ttning
V4024  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-vitalaktivitet
V4028  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-andra aktiviteter
V4029  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i olycka, ej trafik-ospec aktiviteter
V4030  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-idrott
V4031  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-lek,fritid
V4032  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-f”rv„rvsarbete
V4033  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-annan syssels„ttning
V4034  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-vitalaktivitet
V4038  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-andra aktiviteter
V4039  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-ospec aktiviteter
V4040  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-idrott
V4041  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-lek,fritid
V4042  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-f”rv„rvsarbete
V4043  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-annan syssels„ttning
V4044  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-vitalaktivitet
V4048  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-andra aktiviteter
V4049  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person skadad vid p†- eller avstigning-ospec aktiviteter
V4050  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-idrott
V4051  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-lek,fritid
V4052  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-f”rv„rvsarbete
V4053  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-annan syssels„ttning
V4054  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-vitalaktivitet
V4058  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-andra aktiviteter
V4059  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare skadad i trafikolycka-ospec aktiviteter
V4060  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-idrott
V4061  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-lek,fritid
V4062  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-f”rv„rvsarbete
V4063  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-annan syssels„ttning
V4064  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-vitalaktivitet
V4068  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-andra aktiviteter
V4069  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, passagerare skadad i trafikolycka-ospec aktiviteter
V4070  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-idrott
V4071  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-lek,fritid
V4072  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-f”rv„rvsarbete
V4073  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-annan syssels„ttning
V4074  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-vitalaktivitet
V4078  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-andra aktiviteter
V4079  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, person p† utsidan av fordonet skadad i trafikolycka-ospec aktiviteter
V4090  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-idrott
V4091  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-lek,fritid
V4092  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-f”rv„rvsarbete
V4093  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-annan syssels„ttning
V4094  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-vitalaktivitet
V4098  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-andra aktiviteter
V4099  F”rare av eller passagerare i personbil skadad i kollision med fotg„ngare eller djur, f”rare eller passagerare, ej specificerat, skadad i trafikolycka-ospec aktiviteter
V4100  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-idrott
V4101  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-lek,fritid
V4102  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-f”rv„rvsarbete
V4103  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-annan syssels„ttning
V4104  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-vitalaktivitet
V4108  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-andra aktiviteter
V4109  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare skadad i olycka, ej trafik-ospec aktiviteter
V4110  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-idrott
V4111  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-lek,fritid
V4112  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-f”rv„rvsarbete
V4113  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-annan syssels„ttning
V4114  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-vitalaktivitet
V4118  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-andra aktiviteter
V4119  F”rare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-ospec aktiviteter
V4120  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-idrott
V4121  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-lek,fritid
V4122  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-f”rv„rvsarbete
V4123  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-annan syssels„ttning
V4124  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-vitalaktivitet
V4128  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-andra aktiviteter
V4129  F”rare av eller passagerare i personbil skadad i kollision med cykel, person p† utsidan av fordonet skadad i olycka, ej trafik-ospec aktiviteter
V4130  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-idrott
V4131  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-lek,fritid
V4132  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-f”rv„rvsarbete
V4133  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-annan syssels„ttning
V4134  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-vitalaktivitet
V4138  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-andra aktiviteter
V4139  F”rare av eller passagerare i personbil skadad i kollision med cykel, f”rare eller passagerare, ej specificerat, skadad i olycka, ej trafik-ospec aktiviteter
V4140  F”rare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid p†- eller avstigning-idrott
V4141  F”rare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid p†- eller avstigning-lek,fritid
V4142  F”rare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid p†- eller avstigning-f”rv„rvsarbete
V4143  F”rare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid p†- eller avstigning-annan syssels„ttning
V4144  F”rare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid p†- eller avstigning-vitalaktivitet
