Code;text;Note
JKE18;Endoskopiska stenta ievietosana zultsvados;Jaieklauj: Endoskopiska endoprotezesana (Endoscopic endoprosthesis, EEP), izmantojot dazada veida caurulveida stentus vai pasizpletosos stentus
JKE22;Endoskopiska sveskermena izvilksana no zultsvada ;Jaieklauj: Stenta izvilksana
JKE25;Endoskopiska areja zultsvada drenaza;Jaieklauj: Nazobiliaras zondes vada ievietosana
JKE32;Endoskopiska zultsvadu dilatacija;
JKE96;Cita veida transduodenala valeja zultsvada vai lielas divpadsmitpirkstu zarnas karpinas jeb Fatera karpinas (papilla duodeni major s. papilla Vateri) operacija;
JKE98;Cita veida transduodenala endoskopiska zultsvada vai lielas divpadsmitpirkstu zarnas karpinas jeb Fatera karpinas (papilla duodeni major s. papilla Vateri) operacija;
JKF00;zultspusla  izvadkanala ekscizija;Pec ieprieks veiktas holecistektomijas
JKF10;Perkutana zultsvadu akmens izvilksana;Caur pecoperacijas teveida (T veida) cauruliti vai tai lidzigu cauruliti. Jaieklauj: Akmens izvilksana ar dilataciju
JKF96;Cita veida sekundara zultscelu operacija;
JKF97;Cita veida laparoskopiska sekundara zultscelu operacija;
JKFM02;zults celu endoskopiska manometrija;
JKT00;Ekstrakorporala triecienvilna zultspusla litotripsija ;
JKT10;Ekstrakorporala triecienvilna zultsvada litotripsija ;
JKW96;Cita zultscelu operacija;
JKW97;Cita laparoskopiska zultscelu operacija;
JKW98;Cita transluminala endoskopiska zultscelu operacija;
JLA00;Aizkunga dziedzera eksplorativa izmeklesana;
JLA10;Aizkunga dziedzera biopsija ;Endoskopiska aizkunga dziedzera vada biopsija, skat.: UJK
JLA20;Aizkunga dziedzera adatas biopsija;Jaieklauj: Transduodenala adatas biopsija. Perkutana adatas biopsija,  skat.: TJL 00
JLA21;Laparoskopiska aizkunga dziedzera adatas biopsija;
JLB00;Aizkunga dziedzera incizija;
JLB10;Pankreatikolitotomija;
JLB12;Transduodenala endoskopiska aizkunga dziedzera izvada atveres incizija;Endoskopiska aizkungas dziedzera izvada papilotomija
JLB22;Transduodenala endoskopiska akmens izvilksana no aizkunga dziedzera izvada;
JLB25;Transduodenala endoskopiska aizkunga dziedzera izvada litotripsija ;Jaieklauj: Mehanisku, elektrohidraulisku, lazera vai citu litotripsijas iericu izmantosana. Papildu kods „mate un berns” tipa endoskopa izmantosanai, skat.: UJK  42
JLB28;Endoskopiska stenta ievadisana aizkunga dziedzera izvada;Jaieklauj: Endoskopiska endoprotezesana (endoscopic endoprosthesis, EPP), izmantojot dazada veida caurulveida stentus vai pasizpletosos stentus
JLB35;Transduodenala endoskopiska sveskermena izvilksana no aizkunga dziedzera izvada;Jaieklauj: Stenta izvilksana
JLB38;Endoskopiska areja aizkunga dziedzera izvada drenaza;Jaieklauj: Nazopankreatiskas zondes  ievietosana
JLB42;Transduodenala endoskopiska aizkunga dziedzera izvada dilatacija;
JLB96;Cita veida aizkunga dziedzera incizija, drenaza vai dilatacija;
JLB98;Cita veida transduodenala endoskopiska aizkunga dziedzera incizija, drenaza vai dilatacija;
JLC00;Aizkunga dziedzera bojajuma ekscizija;Jaieklauj: Insulinomas enukleacija
JLC10;Distala pankreatektomija;Jaieklauj: Aizkunga dziedzera astes un kermena rezekcija
JLC20;Totala pankreatektomija;
JLC30;Pankreatoduodenektomija;Eponims: Vipla (Whipple) operacija. Aizkunga dziedzera galvas rezekcija ar duodenostomiju un nepieciesamo anastomozu izveidi, daleja gastrektomija un holecistomija. Jaieklauj: Pankreatoduodenektomija ar dazadam modifikacijam, piemeram, aizkunga dziedzera izvada okluzija vai aizsusana pankreatikojejunostomijas vieta, vartnieku (pylorus) saglabajosa operacija, vienlaikus ar citam kunga operacijam, piemeram, vagotomiju.
JLC40;Totala pankreatoduodenektomija;Jaieklauj: Ar tadam pasam modifikacijam un papildu manipulacijam ka JLC 30
JLC50;Atipiska pankreatektomija;Nekrotisko audu ekscizija nekrotiska pankreatita gadijuma. Laparostomija, skat.: JAH 30-33
JLC96;Cita veida pankreatektomija;
;;
JLD00;Pankreatikojejunostomija;
JLD10;Aizkunga dziedzera pseidocistas anastomozes izveide ar kungi;
JLD12;Aizkunga dziedzera pseidocistas endoskopiska drenaza;Drenaza uz kungi vai kermena virsmu, vai abam reize. Jaieklauj: Ultrasonografijas lietosana papildu veiktajai gastroskopijai
JLD20;Aizkunga dziedzera pseidocistas anastomozes izveide ar tukso zarnu (jejunum);
JLD22;Aizkunga dziedzera pseidocistas endoskopiska drenaza uz tukso zarnu (jejunum);Jaieklauj: Ultrasonografijas lietosana papildu veiktajai gastroskopijai caur gastrojejunostomu
JLE00;Totala aizkunga dziedzera alotransplantacija ar pankreatikocistostomiju;
JLE03;Totala aizkunga dziedzera alotransplantacija ar pankreatikoenterostomiju;
JLE10;Segmentara aizkunga dziedzera alotransplantacija;
JLE16;Segmentara aizkunga dziedzera alotransplantacija no dziva donora;
JLE20;Aizkunga dziedzera sunu alotransplantacija;
JLE30;Aizkunga dziedzera sunu ksenotransplantacija;
JLE40;Transplanteta aizkunga dziedzera totala ekscizija;
JLE50;Transplanteta aizkunga dziedzera izvada okluzija;Jaieklauj: kirurgiska slegsana vai injekcija izvada
JLE56;Pankreatikocistostomas parveide par pankreatikoenterostomu;Pec ieprieks veiktas aizkunga dziedzera transplantacijas
JLE96;Cita veida aizkunga dziedzera transplantacija vai ar to saistita operacija;
JLFM02;Pankreatisko sulu celu endoskopiska manometrija;
JLT00;Aizkunga dziedzera izvada ekstrakorporala triecienvilna litotripsija ;
JLW96;Cita aizkunga dziedzera operacija;
JLW97;Cita laparoskopiska aizkunga dziedzera operacija;
JLW98;Cita transluminala endoskopiska aizkunga dziedzera operacija;
JMA00;Parciala splenektomija;
JMA10;Transabdominala totala splenektomija;
JMA11;Laparoskopiska totala splenektomija;
JMA20;Transtorakala totala splenektomija;
JMB00;Liesas biopsija;Perkutana biopsija, skat.: TJM 00
JMB01;Laparoskopiska liesas biopsija;
JMB10;Liesas rekonstrukcija;Jaieklauj: Vienkarsa sasusana, pastiprin atu suvju uzliksana,, audu limes lietosana u.c., sveskermena iznemsana
JMPE;JMPE A. lienalis embolizacija;Ieskaitot coilingu
JMW96;Cita liesas operacija;
JMW97;Cita laparoskopiska liesas operacija;
JWA00;Bruces malu paversanas (dehiscences) korekcija vedera dobuma kirurgija;
JWB00;Reoperacija vedera dobuma kirurgija virspusejas infekcijas del;
JWC00;Reoperacija vedera dobuma kirurgija dzilas infekcijas del;
JWC01;Perkutana endoskopiska reoperacija vedera dobuma kirurgija dzilas infekcijas del ;
JWD00;Reoperacija vedera dobuma kirurgija virspusejas asinosanas del;
JWE00;Reoperacija vedera dobuma kirurgija dzilas asinosanas del;
JWE01;Perkutana endoskopiska reoperacija vedera dobuma kirurgija dzilas asinosanas del;
JWE02;Transluminala endoskopiska reoperacija vedera dobuma kirurgija dzilas asinosanas del;
JWF00;Reoperacija vedera dobuma kirurgija anastomozu vai suvju insuficiences del;
JWF01;Perkutana endoskopiska reoperacija vedera dobuma kirurgija anastomozu vai suvju insuficiences del ;
JWW96;Cita veida reoperacija vedera dobuma kirurgija;
JWW97;Cita veida perkutana endoskopiska reoperacija vedera dobuma kirurgija;
JWW98;Cita veida transluminala endoskopiska reoperacija vedera dobuma kirurgija;
JXA00;Plasi izplatijusas vedera sienas audzeja dalas (bojato audu ietvaros) ekscizija bez definetas audzeja izcelsmes no JA apaksgrupa ietvertajam strukturam;
JXA03;Plasi izplatijusas vedera sienas audzeja  marginala ekscizija bez definetas audzeja izcelsmes no JA apaksgrupa ietvertajam strukturam;
JXA06;Plasi izplatijusas vedera sienas audzeja  plasa ekscizija bez definetas audzeja izcelsmes no JA apaksgrupa ietvertajam strukturam;
JXA10;Plasi izplatijusas vedera dobuma audzeja dalas (bojato audu ietvaros) ekscizija bez definetas audzeja izcelsmes no kadas J nodalas ar 2. koda zimi kodetas apaksgrupas;
JXA13;Plasi izplatijusas vedera dobuma audzeja  marginala ekscizija bez definetas audzeja izcelsmes no kadas J nodalas ar 2. koda zimi kodetas apaksgrupas ;
JXA16;Plasi izplatijusas vedera dobuma audzeja  plasa ekscizija bez definetas audzeja izcelsmes no kadas J nodalas ar 2. koda zimi kodetas apaksgrupas ;
JXDE00;Vederina organu ultrasonografija;Ieskaitot urinvadu izmeklejums sievietem, kuras nav stavokli
JXDE02;Vederina organu ultrasonografija ar elastografiju;
JXDE10;Vederina organu funkcionala ultrasonografija;Ieskaitot mobilitates izmeklejumus, provokacijas vai stimulacijas testus
JXFM00;Gastrointestinala trakta spiediena merisana;
KAA00;Nieres eksplorativa izmeklesana;
KAA01;Perkutana endoskopiska nieres eksplorativa izmeklesana;
KAA20;Eksplorativa nefrotomija;
KAA21;Perkutana endoskopiska eksplorativa nefrotomija;
KAA30;Eksplorativa pielotomija;
KAA31;Perkutana nefroskopija;
KAA96;Cita veida nieres un nieres blodinas eksplorativa izmeklesana;
KAA97;Cita veida nieres un nieres blodinas perkutana endoskopija;
KAB00;Nieres vai nieres blodinas biopsija;
KAB01;Perkutana endoskopiska nieres vai nieres blodinas biopsija;
KAC00;Nefrektomija;
KAC01;Perkutana endoskopiska nefrektomija;
KAC20;Nefroureterektomija;
KAC21;Perkutana endoskopiska nefroureterektomija;
KAD00;Parciala nefrektomija;Jaieklauj: Cistas izlobisana (deroofing)
KAD01;Perkutana endoskopiska daleja nefrektomija;Jaieklauj: perkutana endoskopiska cistas izlobisana (deroofing)
KAD10;Heminefrektomija;
KAD11;Perkutana endoskopiska heminefrektomija;
KAD40;Nieres blodinas parciala ekscizija;
KAD41;Perkutana endoskopiska nieres blodinas parciala ekscizija;
KAD50;Nieres blodinas audzeja destrukcija;
KAD51;Perkutana endoskopiska nieres blodinas audzeja destrukcija;
KAD52;Retrograda ureteronefroskopiska nieres blodinas audzeja destrukcija;
KAD56;Nieres parenhimas bojajuma destrukcija;
KAD60;Perkutana nieres parenhimas bojajuma destrukcija;
KAD96;Cita veida nieres vai nieres blodinas parciala ekscizija;
KAD97;Cita veida perkutana endoskopiska nieres vai nieres blodinas audzeja parciala ekscizija vai destrukcija;
KAD98;Cita veida transluminala endoskopiska nieres blodinas parciala ekscizija;
KADE87;Nieru ultrasonografija;
KAE00;Nefrolitotomija;
KAE01;Nefroskopiska nefrolitotomija;
KAE10;Pielolitotomija;
KAE11;Nefroskopiska pielolitotomija;Jaieklauj: Kopa ar litotripsiju
KAE12;Retrograda ureteronefroskopiska nieres blodinas litotripsija;
KAE96;Cita veida nieres vai nieres blodinas akmens izvadisana;
KAE97;Cita veida perkutana endoskopiska nieres vai nieres blodinas akmens izvadisana;
KAE98;Cita veida transluminala endoskopiska  nieres vai nieres blodinas akmens izvadisana;
KAF00;Sveskermena izvadisana no nieres;
KAF01;Perkutana endoskopiska sveskermena izvadisana no nieres;
KAF10;Sveskermena izvadisana no nieres blodinas;
KAF11;Perkutana endoskopiska sveskermena izvadisana no nieres blodinas;
KAF12;Transluminala endoskopiska sveskermena izvadisana no nieres blodinas;
KAFF00;Plusmas merisana dializes gadijuma;
KAFM00;Nieru piltuvisu urodinamisks izmeklejums;
KAFX00;Glomerulara filtracijas atruma merisana ar logeksola merisanu;
KAFX10;Tubulara koncentracijas kapacitate;Minirina tests
KAGD40;Hemodialize, kroniska;
KAGD46;Hemofiltracija;
KAGD47;Hemodialize, islaiciga;
KAGD48;Plasmas maina;Citam plazmas proceduram skat. RPGD.
KAH00;Nieres sasusana;
KAH01;Perkutana endoskopiska nieres sasusana;
KAH10;Nieres blodinas sasusana;
KAH11;Perkutana endoskopiska nieres blodinas sasusana;
KAH12;Retrograda ureteronefroskopiska nieres blodinas sasusana;
KAH30;Pieloureteroplastika bez ureteropelviska savienojuma skelsanas;
KAH31;Perkutana endoskopiska pieloureteroplastika bez ureteropelviska savienojuma skelsanas;
KAH40;Pieloureteroplastika ar ureteropelviska savienojuma skelsanu;
KAH41;Perkutana endoskopiska pieloureteroplastika ar ureteropelviska savienojuma skelsanu;
KAH50;Ureterokalikalas anastomozes izveide;
KAH51;Perkutana endoskopiska ureterokalikalas anastomozes izveide;
KAH54;Perkutana endoskopiska piltuvites kaklina incizija vai dilatacija;
KAH55;Retrograda ureteronefroskopiska piltuvites kaklina incizija vai dilatacija;
KAH61;Perkutana endoskopiska ureteropelviska savienojuma incizija;
KAH62;Endopielotomija;Retrograda uretropelviska savienojuma stenozes incizija
KAH70;Ureteropelviska savienojuma saaugumu skelsana;
KAH71;Ureteropelviska savienojuma saaugumu perkutana endoskopiska skelsana;
KAH80;Nefropeksija;
KAH81;Perkutana endoskopiska nefropeksija;
KAH96;Cita veida nieres un nieres blodinas rekonstrukcija;
KAH97;Cita veida perkutana endoskopiska nieres un nieres blodinas rekonstrukcija;
KAH98;Cita veida transluminala endoskopiska nieres un nieres blodinas rekonstrukcija;
KAJ00;Nefrostomija;Perkutana nefrostomija (ultrasonografiska kontrole), skat.: TKA 10
KAJ01;Perkutana endoskopiska nefrostomija;
KAJ02;Retrograda ureteronefroskopiska nefrostomija;
KAJ10;Pielostomija;
KAJ11;Perkutana endoskopiska pielostomija;
KAJ96;Cita veida nieres areja drenaza;
KAJ97;Cita veida perkutana endoskopiska nieres areja drenaza;
KAJ98;Cita veida transluminala endoskopiska nieres areja drenaza;
KAPE05;A.renalis embolizacija;Ieskaitot coilingu
KAS00;Nieres autotransplantacija;
KAS10;Nieres alogena transplantacija no lika donora;
KAS20;Nieres alogena transplantacija no dziva donora;
KAS40;Transplantetas nieres ekscizija;
KAS41;Perkutana endoskopiska transplantetas nieres ekscizija;
KAS50;Transplantetas nieres nefrocistostomija;
KAS60;Transplantetas nieres limfoceles operacija;
KAS61;Perkutana endoskopiska transplantetas nieres limfoceles operacija;
KAS96;Cita veida nieres transplantacija un ar to saistitas manipulacijas;
KAS97;Cita veida perkutana endoskopiska manipulacija ar transplanteto nieri ;
KAT00;Ekstrakorporala triecienvilnu nieres blodinas litotripsija ;Extracorporal shock wave lithotripsy (ESWL)
KAW96;Cita nieres vai nieres blodinas operacija ;
KAW97;Cita perkutana endoskopiska nieres vai nieres blodinas operacija;
KAW98;Cita transluminala endoskopiska nieres vai nieres blodinas operacija;
KBA00;Urinvada eksplorativa izmeklesana;
KBA01;Perkutana nefroureteroskopija;
KBA10;Eksplorativa ureterotomija;
KBA11;Perkutana endoskopiska eksplorativa ureterotomija;
KBA96;Cita veida urinvada eksplorativa izmeklesana;
KBA97;Cita veida perkutana endoskopiska vai endoskopiska urinvada incizija;
KBB00;Urinvada biopsija;Transluminala endoskopiska urinvada biopsija, skat.: UKB 05
KBB01;Perkutana endoskopiska urinvada biopsija;
KBC00;Ureterektomija;
KBC01;Perkutana endoskopiska ureterektomija;
KBD00;Parciala urinvada ekscizija;
KBD01;Perkutana endoskopiska parciala urinvada ekscizija;
KBD20;Urinvada audzeja destrukcija;
KBD21;Perkutana endoskopiska urinvada audzeja destrukcija;
KBD22;Retrograda ureteroskopiska urinvada audzeja destrukcija;
KBD30;Urinvada stumbra ekscizija;
KBD31;Perkutana endoskopiska urinvada stumbra ekscizija;
KBD96;Cita veida urinvada parciala ekscizija un urinvada audzeja destrukcija;
KBD97;Cita veida perkutana endoskopiska urinvada parciala ekscizija un urinvada audzeja destrukcija;
KBE00;Ureterolitotomija;
KBE01;Perkutana endoskopiska ureterolitotomija;
KBE12;Transluminala endoskopiska urinvada akmens izvilksana;Cistoskopiska vai retrograda uretroskopiska izvilksana
KBE22;Transluminala endoskopiska iesprudusa akmens izvadisana no urinvada;
KBE96;Cita veida urinvada akmens operacijas;
KBE97;Cita veida perkutana endoskopiska urinvada akmens operacija;
KBE98;Cita veida transluminala endoskopiska urinvada akmens operacija;
KBF00;Sveskermena iznemsana no urinvada;
KBF01;Perkutana endoskopiska sveskermena iznemsana no urinvada;
KBF02;Transluminala endoskopiska sveskermena iznemsana no urinvada;
KBFM00;Urinvadu urodinamikas izmeklejums;
KBH00;Urinvada sasusana;
KBH01;Perkutana endoskopiska urinvada sasusana;
KBH06;Ureteroureterostomija;
KBH10;Urinvada savienosana ar kontralateralo urinvadu;Transuretrouretrostomija
KBH20;Urinvada replantacija;Uretorcistoneostomija. Jaieklauj: Urinpusla levara (Eponims: Boari (Boari) operacija) vai jostas muskula mezgla (psoas hitch) izmantosana
KBH21;Perkutana endoskopiska urinvada replantacija;
KBH30;Urinvada ileala parvietosana;Ureteroenteroureterostomija
KBH40;Urinvada plastiska rekonstrukcija;
KBH45;Endoureterotomija;Cistoskopiska vai retrograda uretroskopiska urinvada stenozes incizija
KBH50;Ureterolize;Piemeram, retroperitonealas fibrozes gadijuma
KBH51;Perkutana endoskopiska ureterolize;
KBH62;Transluminala endoskopiska urinvada paplasinasana;
KBH96;Cita veida urinvada savienojuma rekonstrukcija ;
KBH97;Cita veida perkutana endoskopiska urinvada savienojuma rekonstrukcija;
KBH98;Cita veida transluminala endoskopiska urinvada savienojuma rekonstrukcija;
KBJ00;adas ureterostomas izveide;
KBJ01;Perkutana endoskopiska adas ureterostomas izveide;
KBJ10;adas ureteroileostomija;Jaieklauj: Savienojumi ar likumaino zarnu (ileum)  un resno zarnu (colon)
KBJ20;adas ureteroileostomija ar rezervuaru;Jaieklauj: Savienojumi ar likumaino zarnu (ileum)  un resno zarnu (colon)
KBJ40;Ureteroenterostomija;Eponims: Kofija (Coffey) operacija vai tai radniecigas operacijas
KBJ60;Anastomozes izveide starp urinvadu un urinizvadkanalu ar likumainas zarnas (jejunum) interpoziciju;
KBJ70;Akmens iznemsana no ureteroilealas anastomozes vai tas paplasinajuma;
KBJ72;Transluminala endoskopiska akmens iznemsana no ileala savienojuma un rezervuara;
KBJ80;Operacija urina aizvadisanas savienojuma malfunkcijas del;
KBJ96;Cita veida urina aizvadisana no urinvada vai ar to saistita operacija;
KBJ97;Cita veida perkutana endoskopiska urina aizvadisana no urinvada vai ar to saistita operacija;
KBJ98;Cita veida transluminala endoskopiska urina aizvadisana no urinvada vai ar to saistita operacija;
KBT00;Ekstrakorporala urinvada triecienvilnu litotripsija; Extracorporal shock wave lithotripsy (ESWL)
KBV00;Stenta ievadisana urinvada;
KBV01;Nefroskopiska stenta ievadisana urinvada;
KBV02;Cistoskopiska stenta ievadisana urinvada;
KBV05;Cistoskopiska urinvada stenta repozicija;
KBV10;Stenta iznemsana no urinvada;
KBV11;Nefroskopiska stenta iznemsana no urinvada;
KBV12;Transluminala endoskopiska stenta iznemsana no urinvada;
KBV15;Cistoskopiska urinvada stenta nomaina;
KBV22;Cistoskopiska urinvada atveres paplasinasana;
KBV32;Cistoskopiska urinvada atveres incizija;
KBV40;Ureteroceles incizija vai ekscizija;
KBV42;Cistoskopiska ureteroceles incizija vai ekscizija;
KBV52;Cistoskopiska vezikoureterala atvilna (refluksa) injekcijas terapija;
KBW96;Cita urinvada operacija;
KBW97;Cita perkutana endoskopiska urinvada operacija;
KBW98;Cita transluminala endoskopiska urinvada operacija;
KCA00;Eksplorativa cistotomija;
KCA01;Perkutana endoskopiska eksplorativa cistotomija;
KCB00;Urinpusla biopsija;Cistoskopiska urinpusla biopsija, skat.: UKC 05
KCB01;Perkutana endoskopiska urinpusla biopsija;
KCC00;Cistektomija;
KCC10;Cistoprostatektomija;Ar seklas puslisu eksciziju
KCC20;Cistoprostaturetrektomija;Ar seklas puslisu eksciziju
KCC30;Cistektomija ar sieviesu ieksejo dzimumorganu eksciziju;
KCC96;Cita veida cistektomija;
KCD02;Transuretrala urinpusla rezekcija ; Transurethral resection of bladder (TURB)
KCD10;Parciala cistektomija;
KCD11;Perkutana endoskopiska parciala cistektomija;
KCD20;Urinpusla divertikula ekscizija;
KCD21;Perkutana endoskopiska urinpusla divertikula ekscizija;
KCD30;Urinpusla audzeja destrukcija;
KCD32;Cistoskopiska urinpusla audzeja destrukcija;
