Code	text	Original code	1.	2.	3.	4.	5.	6.		
FGE20	Trisviru varstula protezesana, izmantojot homotransplantatus	FGE 20	F	G	E	 	2	0	FGE	20
FGE96	Cita veida trisviru varstula protezesana	FGE 96	F	G	E	 	9	6	FGE	96
FGW	Citas trisviru varstula operacijas	FGW	F	G	W					
FGW96	Cita trisviru varstula operacija	FGW 96	F	G	W	 	9	6	FGW	96
FH	Kambaru starpsiena	FH	F	H						
FHA	Ieguta kambaru starpsienas defekta slegsana	FHA	F	H	A					
FHA00	VSR slegsana traumas del 	FHA 00	F	H	A	 	0	0	FHA	00
FHA10	VSR slegsana anteroseptala miokarda infarkta gadijuma	FHA 10	F	H	A	 	1	0	FHA	10
FHA20	VSR slegsana posterioseptala miokarda infarkta gadijuma	FHA 20	F	H	A	 	2	0	FHA	20
FHA96	Cita veida VSR slegsana	FHA 96	F	H	A	 	9	6	FHA	96
FHB	Iedzimta kambaru starpsienas defekta slegsana 	FHB	F	H	B					
FHB00	Transatriala VSD sasusana	FHB 00	F	H	B	 	0	0	FHB	00
FHB10	Transventrikulara VSD sasusana	FHB 10	F	H	B	 	1	0	FHB	10
FHB20	Transpulmonala VSD sasusana	FHB 20	F	H	B	 	2	0	FHB	20
FHB30	Transaortala VSD sasusana	FHB 30	F	H	B	 	3	0	FHB	30
FHB40	Intraoperativa transluminala kambaru starpsienas defekta slegsana	FHB 40	F	H	B	 	4	0	FHB	40
FHB42	Perkutana transluminala kambaru starpsienas defekta slegsana	FHB 42	F	H	B	 	4	2	FHB	42
FHB50	Transatriala VSD slegsana, izmantojot ielapu	FHB 50	F	H	B	 	5	0	FHB	50
FHB60	Transventrikulara VSD slegsana, izmantojot ielapu	FHB 60	F	H	B	 	6	0	FHB	60
FHB70	Transpulmonala VSD slegsana, izmantojot ielapu	FHB 70	F	H	B	 	7	0	FHB	70
FHB80	Transaortala VSD slegsana, izmantojot ielapu	FHB 80	F	H	B	 	8	0	FHB	80
FHB96	Cita veida iedzimta kambaru starpsienas defekta slegsana	FHB 96	F	H	B	 	9	6	FHB	96
FHC	Multiplu iedzimtu kambaru starpsienas defektu slegsana	FHC	F	H	C					
FHC00	Transatriala multiplu kambaru starpsienas defektu slegsana	FHC 00	F	H	C	 	0	0	FHC	00
FHC10	Multiplu kambaru starpsienas defektu slegsana ar labo ventrikulotomiju	FHC 10	F	H	C	 	1	0	FHC	10
FHC20	Multiplu kambaru starpsienas defektu slegsana ar kreiso ventrikulotomiju	FHC 20	F	H	C	 	2	0	FHC	20
FHC30	Multiplu kambaru starpsienas defektu slegsana ar atriotomiju un ventrikulotomiju	FHC 30	F	H	C	 	3	0	FHC	30
FHC96	Cita veida multiplu iedzimtu kambaru starpsienas defektu slegsana	FHC 96	F	H	C	 	9	6	FHC	96
FHD	Pilniga atrioventrikularas starpsienas defekta korekcija	FHD	F	H	D					
FHD00	Pilniga atrioventrikulara starpsienas defekta korekcija, izmantojot atrioventrikularu ielapu	FHD 00	F	H	D	 	0	0	FHD	00
FHD03	Pilniga atrioventrikulara starpsienas defekta korekcija, izmantojot atrialu ielapu un kambaru starpsienas defekta sasusanu	FHD 03	F	H	D	 	0	3	FHD	03
FHD10	Pilniga atrioventrikulara starpsienas defekta korekcija, izmantojot divu ielapu tehniku	FHD 10	F	H	D	 	1	0	FHD	10
FHD30	Pilniga atrioventrikulara starpsienas defekta korekcija un vienlaikus veikta pulmonalas stenozes rezekcija	FHD 30	F	H	D	 	3	0	FHD	30
FHD96	Cita veida pilniga atrioventrikulara starpsienas defekta korekcija 	FHD 96	F	H	D	 	9	6	FHD	96
FHE	Fallo (Fallot) tetrades korekcija	FHE	F	H	E					
FHE00	Transatriala Fallo tetrades korekcija	FHE 00	F	H	E	 	0	0	FHE	00
FHE10	Transventrikulara Fallo tetrades korekcija	FHE 10	F	H	E	 	1	0	FHE	10
FHE20	Transventrikulara Fallo tetrades korekcija, izmantojot atveres ielapu	FHE 20	F	H	E	 	2	0	FHE	20
FHE30	Fallo tetrades korekcija, izmantojot transanularu ielapu	FHE 30	F	H	E	 	3	0	FHE	30
FHE40	Fallo tetrades korekcija, izmantojot ventrikulopulmonalu protezi vai homotransplantatu	FHE 40	F	H	E	 	4	0	FHE	40
FHE96	Cita veida Fallo tetrades korekcija 	FHE 96	F	H	E	 	9	6	FHE	96
FHF	Pulmonalas arterijas atrezijas korekcija	FHF	F	H	F					
FHF00	Pulmonalas arterijas atrezijas korekcija, izmantojot transanularu ielapu 	FHF 00	F	H	F	 	0	0	FHF	00
FHF10	Pulmonalas arterijas atrezijas korekcija, izmantojot ventrikulopulmonalu protezi vai homotransplantatu	FHF 10	F	H	F	 	1	0	FHF	10
FHF20	Pulmonalas arterijas atrezijas korekcija, izmantojot transanularu ielapu, un VSD slegsana	FHF 20	F	H	F	 	2	0	FHF	20
FHF30	Pulmonalas arterijas atrezijas korekcija, izmantojot ventrikulopulmonalu protezi vai homotransplantatu, un VSD slegsanu	FHF 30	F	H	F	 	3	0	FHF	30
FHF96	Cita veida pulmonalas arterijas atrezijas korekcija	FHF 96	F	H	F	 	9	6	FHF	96
FHG	VSD slegsana ar vienlaikus veiktu intraventrikularu divizeju kambara transpoziciju 	FHG	F	H	G					
FHG00	DOLV korekcija	FHG 00	F	H	G	 	0	0	FHG	00
FHG10	DORV korekcija	FHG 10	F	H	G	 	1	0	FHG	10
FHG20	Intraventrikulara parslegsana ar ekstraventrikularu caurulveida protezi	FHG 20	F	H	G	 	2	0	FHG	20
FHG96	Cita veida divizeju kambara korekcija	FHG 96	F	H	G	 	9	6	FHG	96
FHH	VSD izveide vai paplasinasana	FHH	F	H	H					
FHH00	VSD paplasinasana vienkambara sirds gadijuma	FHH 00	F	H	H	 	0	0	FHH	00
FHH10	VSD paplasinasana divizeju kambara gadijuma	FHH 10	F	H	H	 	1	0	FHH	10
FHH20	VSD ielapa fenestracija	FHH 20	F	H	H	 	2	0	FHH	20
FHH96	Cita veidaVSD izveide un paplasinasana 	FHH 96	F	H	H	 	9	6	FHH	96
FHJ	Starpsienas izveide vienkambara sirds gadijuma	FHJ	F	H	J					
FHJ00	Kambaru starpsienas izveide, izmantojot ielapu	FHJ 00	F	H	J	 	0	0	FHJ	00
FHJ10	Kambaru starpsienas izveide, izmantojot fenestretu ielapu	FHJ 10	F	H	J	 	1	0	FHJ	10
FHJ96	Cita veida starpsienas izveide vienkambara sirds gadijuma	FHJ 96	F	H	J	 	9	6	FHJ	96
FHW	Citas kambaru starpsienas operacijas 	FHW	F	H	W					
FHW96	Cita kambaru starpsienas operacija	FHW 96 	F	H	W	 	9	6	FHW	96
FJ	Laba kambara un pulmonala varstula operacijas	FJ	F	J						
FJA	Laba kambara biopsija	FJA	F	J	A					
FJA00	Laba kambara biopsija	FJA 00	F	J	A	 	0	0	FJA	00
FJA12	Perkutana transluminala laba kambara biopsija	FJA 12	F	J	A	 	1	2	FJA	12
FJA96	Cita veida laba kambara biopsija	FJA 96	F	J	A	 	9	6	FJA	96
FJB	Laba kambara rekonstrukcija pec traumas	FJB	F	J	B					
FJB00	Laba kambara sasusana pec traumas	FJB 00	F	J	B	 	0	0	FJB	00
FJB10	Laba kambara rekonstrukcija, izmantojot transplantatu	FJB 10	F	J	B	 	1	0	FJB	10
FJB96	Cita veida laba kambara rekonstrukcija pec traumas	FJB 96	F	J	B	 	9	6	FJB	96
FJC	Laba kambara bojajuma ekscizija	FJC	F	J	C					
FJC00	Laba kambara bojajuma ekscizija	FJC 00	F	J	C	 	0	0	FJC	00
FJC10	Sveskermena iznemsana no laba kambara 	FJC 10	F	J	C	 	1	0	FJC	10
FJC12	Perkutana transluminala sveskermena iznemsana no laba kambara	FJC 12	F	J	C	 	1	2	FJC	12
FJD	Operacijas iegutas vai iedzimtas laba kambara izejas obstrukcijas korekcijai 	FJD	F	J	D					
FJD00	Infundibularas fibromuskularas pulmonalas stenozes rezekcija	FJD 00	F	J	D	 	0	0	FJD	00
FJD10	Laba kambara paplasinasana, izmantojot ielapu	FJD 10	F	J	D	 	1	0	FJD	10
FJD20	Pulmonalas arterijas suntesana, izmantojot ventrikulopulmonalo protezi vai homotransplantatu	FJD 20	F	J	D	 	2	0	FJD	20
FJD96	Cita veida operacija iegutas vai iedzimtas laba kambara izejas obstrukcijas korekcijai	FJD 96	F	J	D	 	9	6	FJD	96
FJE	Operacijas izoletas pulmonala varstula stenozes del	FJE	F	J	E					
FJE00	Pulmonala varstula dilatacija	FJE 00	F	J	E	 	0	0	FJE	00
FJE10	Pulmonala valvulotomija	FJE 10	F	J	E	 	1	0	FJE	10
FJE20	Pulmonala varstula ekscizija un gredzena paplasinasana, izmantojot ielapu	FJE 20	F	J	E	 	2	0	FJE	20
FJE30	Transanulars pulmonals ielaps, izmantojot vienviras varstuli	FJE 30	F	J	E	 	3	0	FJE	30
FJE42	Perkutana transluminala pulmonala varstula paplasinasana	FJE 42	F	J	E	 	4	2	FJE	42
FJE96	Cita veida operacija pulmonala varstula izoletas stenozes del	FJE 96	F	J	E	 	9	6	FJE	96
FJF	Pulmonala varstula protezesana	FJF	F	J	F					
FJF00	Pulmonala varstula protezesana, izmantojot mehaniskas protezes	FJF 00	F	J	F	 	0	0	FJF	00
FJF10	Pulmonala varstula protezesana, izmantojot biologiskas protezes	FJF 10	F	J	F	 	1	0	FJF	10
FJF12	Perkutana transluminala pulmonala varstula protezesana, izmantojot biologiskas protezes	FJF 12	F	J	F	 	1	2	FJF	12
FJF20	Pulmonala varstula protezesana, izmantojot homotransplantatu	FJF 20	F	J	F	 	2	0	FJF	20
FJF96	Cita veida pulmonala varstula protezesana	FJF 96	F	J	F	 	9	6	FJF	96
FJW	Citas laba kambara un pulmonala varstula operacijas 	FJW	F	J	W					
FJW96	Cita laba kambara un pulmonala varstula operacija	FJW 96	F	J	W	 	9	6	FJW	96
FK	Mitralais varstulis	FK	F	K						
FKA	Mitrala varstula stenozes rekonstrukcija	FKA	F	K	A					
FKA00	Mitrala varstula komisurotomija	FKA 00	F	K	A	 	0	0	FKA	00
FKA10	Mitrala varstula komisurotomija ar dekalcifikaciju	FKA 10	F	K	A	 	1	0	FKA	10
FKA20	Mitrala varstula komisurotomija un saauguso hordu pardalisana	FKA 20	F	K	A	 	2	0	FKA	20
FKA32	Perkutana transluminala mitrala varstula ekspansija	FKA 32	F	K	A	 	3	2	FKA	32
FKA96	Cita veida mitrala varstula stenozes rekonstrukcija	FKA 96	F	K	A	 	9	6	FKA	96
FKB	Anuloplastika mitrala varstula insuficiences del	FKB	F	K	B					
FKB00	Anuloplastika mitrala varstula insuficiences del, izmantojot sasusanu	FKB 00	F	K	B	 	0	0	FKB	00
FKB10	Anuloplastika mitrala varstula insuficiences del, izmantojot gredzenu	FKB 10	F	K	B	 	1	0	FKB	10
FKB96	Cita veida anuloplastika mitrala varstula insuficiences del	FKB 96	F	K	B	 	9	6	FKB	96
FKC	Mitrala varstula insuficiences korekcija	FKC	F	K	C					
FKC00	Mitrala varstula korekcija, izmantojot sasusanu	FKC 00	F	K	C	 	0	0	FKC	00
FKC10	Mitrala varstula viru spraugas suve	FKC 10	F	K	C	 	1	0	FKC	10
FKC20	Mitrala varstula viru insuficiences korekcija	FKC 20	F	K	C	 	2	0	FKC	20
FKC30	Mitrala varstula hordu saisinasana vai pagarinasana	FKC 30	F	K	C	 	3	0	FKC	30
FKC40	Mitrala varstula papilaro muskulu vai hordu sasusana	FKC 40	F	K	C	 	4	0	FKC	40
FKC50	Mitrala varstula insuficiences korekcija, izmantojot hordu protezes	FKC 50	F	K	C	 	5	0	FKC	50
FKC60	Mitrala varstula viru rezekcija un rekonstrukcija insuficiences del	FKC 60	F	K	C	 	6	0	FKC	60
FKC96	Cita veida mitrala varstula insuficiences korekcija	FKC 96	F	K	C	 	9	6	FKC	96
FKD	Mitrala varstula protezesana	FKD	F	K	D					
FKD00	Mitrala varstula protezesana, izmantojot mehaniskas protezes	FKD 00	F	K	D	 	0	0	FKD	00
FKD10	Mitrala varstula protezesana, izmantojot biologiskas protezes	FKD 10	F	K	D	 	1	0	FKD	10
FKD20	Mitrala varstula protezesana, izmantojot homotransplantatu	FKD 20	F	K	D	 	2	0	FKD	20
FKD96	Cita veida mitrala varstula protezesana	FKD 96	F	K	D	 	9	6	FKD	96
FKW	Citas mitrala varstula operacijas	FKW	F	K	W					
FKW96	Cita mitrala varstula operacija	FKW 96	F	K	W	 	9	6	FKW	96
FL	Kreisais kambaris	FL	F	L						
FLA	Kreisa kambara biopsija	FLA	F	L	A					
FLA00	Kreisa kambara biopsija	FLA 00	F	L	A	 	0	0	FLA	00
FLA12	Perkutana transluminala kreisa kambara biopsija	FLA 12	F	L	A	 	1	2	FLA	12
FLA96	Cita veida kreisa kambara biopsija 	FLA96	F	L	A	9	6			
FLB	Kreisa kambara bojajuma ekscizija	FLB	F	L	B					
FLB00	Kreisa kambara bojajuma ekscizija 	FLB 00	F	L	B	 	0	0	FLB	00
FLB10	Sveskermena iznemsana no kreisa kambara 	FLB 10	F	L	B	 	1	0	FLB	10
FLB12	Perkutana transluminala sveskermena iznemsana no kreisa kambara	FLB 12	F	L	B	 	1	2	FLB	12
FLC	Kreisa kambara rekonstrukcija	FLC	F	L	C					
FLC00	Kreisa kambara sasusana	FLC 00	F	L	C	 	0	0	FLC	00
FLC10	Kreisa kambara sieninas rekonstrukcija, izmantojot ielapu 	FLC 10	F	L	C	 	1	0	FLC	10
FLC96	Cita veida kreisa kambara rekonstrukcija	FLC 96 	F	L	C	 	9	6	FLC	96
FLD	Kreisa kambara paplasinasanas un samazinasanas operacijas 	FLD	F	L	D					
FLD00	Kreisa kambara aneirismas krokosana	FLD 00	F	L	D	 	0	0	FLD	00
FLD10	Kreisa kambara aneirismas rezekcija	FLD 10	F	L	D	 	1	0	FLD	10
FLD20	Kreisa kambara aneirismas rezekcija un rekonstrukcija, izmantojot ielapu 	FLD 20	F	L	D	 	2	0	FLD	20
FLD30	Kreisa kambara daleja ekscizija	FLD 30	F	L	D	 	3	0	FLD	30
FLD50	Plastiska kreisa kambara paplasinasana	FLD 50	F	L	D	 	5	0	FLD	50
FLD96	Cita veida kreisa kambara paplasinasanas un samazinasanas operacija	FLD 96	F	L	D	 	9	6	FLD	96
FLE	Kreisa kambara izejas obstrukcijas korekcija	FLE	F	L	E					
FLE00	Kreisa kambara subvalvularas membranas ekscizija	FLE 00	F	L	E	 	0	0	FLE	00
FLE10	Kreisa kambara izejas obstrukcijas miotomija vai miektomija	FLE 10	F	L	E	 	1	0	FLE	10
FLE20	Kreisa kambara izejas obstrukcijas miotomija vai miektomija, izmantojot kambara sienas ielapu	FLE 20	F	L	E	 	2	0	FLE	20
FLE32	Perkutana transkoronara miokarda destrukcija	FLE 32	F	L	E	 	3	2	FLE	32
FLE96	Cita veida kreisa kambara atveres obstrukcijas korekcija	FLE 96	F	L	E	 	9	6	FLE	96
FLF	Transmiokardala kreisa kambara lazerrevaskularizacija 	FLF	F	L	F					
FLF00	Transmiokardala kreisa kambara lazerrevaskularizacija 	FLF 00	F	L	F	 	0	0	FLF	00
FLF12	Perkutana transmiokardala kreisa kambara lazerrevaskularizacija	FLF 12	F	L	F	 	1	2	FLF	12
FLW	Citas kreisa kambara operacijas 	FLW	F	L	W					
FLW96	Cita kreisa kambara operacija	FLW 96	F	L	W	 	9	6	FLW	96
FM	Aortas varstulis	FM	F	M						
FMA	Aortas varstula stenozes korekcija	FMA	F	M	A					
FMA00	Aortas varstula dilatacija	FMA 00	F	M	A	 	0	0	FMA	00
FMA10	Aortas varstula komisurotomija	FMA 10	F	M	A	 	1	0	FMA	10
FMA20	Aortas varstula stenozes plastiska rekonstrukcija 	FMA 20	F	M	A	 	2	0	FMA	20
FMA32	Perkutana transluminala aortas varstula paplasinasana	FMA 32	F	M	A	 	3	2	FMA	32
FMA96	Cita veida aortas varstula stenozes korekcija	FMA 96	F	M	A	 	9	6	FMA	96
FMB	Aortas atveres (ostium aortae) paplasinasana	FMB	F	M	B					
FMB00	Supravalvulara aortas paplasinasana, izmantojot ielapu	FMB 00	F	M	B	 	0	0	FMB	00
FMB10	Transanulara aortas atveres ekspansija	FMB 10	F	M	B	 	1	0	FMB	10
FMB20	Aortoseptala aortas atveres paplasinasana	FMB 20	F	M	B	 	2	0	FMB	20
FMB96	Cita veida aortas atveres paplasinasana	FMB 96	F	M	B	 	9	6	FMB	96
FMC	Aortas varstula insuficiences korekcija	FMC	F	M	C					
FMC00	Aortas varstula anuloplastika	FMC 00	F	M	C	 	0	0	FMC	00
FMC10	Aortas varstula viru redukcija	FMC 10	F	M	C	 	1	0	FMC	10
FMC20	Aortas varstula viru sasusana	FMC 20	F	M	C	 	2	0	FMC	20
FMC96	Cita veida aortas varstula insuficiences operacija	FMC 96	F	M	C	 	9	6	FMC	96
FMD	Aortas varstula protezesana	FMD	F	M	D					
FMD00	Aortas varstula protezesana, izmantojot mehaniskas protezes	FMD 00	F	M	D	 	0	0	FMD	00
FMD10	Aortas varstula protezesana, izmantojot biologiskas protezes	FMD 10	F	M	D	 	1	0	FMD	10
FMD12	Perkutana transluminala aortas varstula protezesana, izmantojot biologiskas protezes	FMD 12	F	M	D	 	1	2	FMD	12
FMD13	Perkutana transapikala aortas varstula protezesana, izmantojot biologiskas protezes	FMD 13	F	M	D	 	1	3	FMD	13
FMD20	Aortas varstula protezesana, izmantojot homotransplantatu	FMD 20	F	M	D	 	2	0	FMD	20
FMD30	Aortas saknes protezesana, izmantojot homotransplantatu un koronaro arteriju reimplantaciju	FMD 30	F	M	D	 	3	0	FMD	30
FMD33	Aortas saknes protezesana, izmantojot ksenotransplantatu un koronaro arteriju reimplantaciju	FMD 33	F	M	D	 	3	3	FMD	33
FMD40	Aortopulmonalas saknes protezesana, izmantojot aortas saknes autotransplantatu un reimplantejot koronaras arterijas un homotransplantatu plausu arterijas atvere	FMD 40	F	M	D	 	4	0	FMD	40
FMD96	Cita veida aortas varstula protezesana 	FMD 96	F	M	D	 	9	6	FMD	96
FMW	Citas aortas varstula operacijas	FMW	F	M	W					
FMW96	Cita aortas varstula operacija	FMW 96	F	M	W	 	9	6	FMW	96
FN	Koronaras arterijas (vainagarterijas)	FN	F	N						
FNA	Kruskurvja ieksejas arterijas (a. mammaria interna s. a. thoracica interna) un koronaras arterijas anastomoze	FNA	F	N	A					
FNA00	Kruskurvja ieksejas arterijas un koronaras arterijas anastomoze	FNA 00	F	N	A	 	0	0	FNA	00
FNA10	Kruskurvja ieksejo arteriju un koronaro arteriju secigas anastomozes (sequential anastomoses)	FNA 10	F	N	A	 	1	0	FNA	10
FNA20	Abpuseja kruskurvja ieksejo arteriju un koronaro arteriju anastomoze 	FNA 20	F	N	A	 	2	0	FNA	20
FNA96	Cita veida  kruskurvja ieksejas arterijas un koronaras arterijas anastomoze	FNA 96	F	N	A	 	9	6	FNA	96
FNB	Kunga un taukpleves arterijas (a. gastroepiploica s. a. gastroomentalis) un koronaras arterijas anastomoze	FNB	F	N	B					
FNB00	Kunga un taukpleves arterijas un koronaras arterijas anastomoze	FNB00	F	N	B	0	0			
FNB20	Kunga un taukpleves arteriju un koronaro arteriju secigas anastomozes (sequential anastomoses)	FNB20	F	N	B	2	0			
FNB96	Cita veida kunga un taukpleves arterijas un koronaras arterijas anastomoze 	FNB96	F	N	B	9	6			
FNC	Aortokoronara venoza suntesana	FNC	F	N	C					
FNC10	Aortokoronara venoza suntesana ar vienu distalu anastomozi	FNC 10	F	N	C	 	1	0	FNC	10
FNC20	Aortokoronara venoza suntesana ar divam distalam anastomozem	FNC 20	F	N	C	 	2	0	FNC	20
FNC30	Aortokoronara venoza suntesana ar trim distalam anastomozem	FNC 30	F	N	C	 	3	0	FNC	30
FNC40	Aortokoronara venoza suntesana ar cetram distalam anastomozem	FNC 40	F	N	C	 	4	0	FNC	40
FNC50	Aortokoronara venoza suntesana ar piecam distalam anastomozem	FNC 50	F	N	C	 	5	0	FNC	50
FNC60	Aortokoronara venoza suntesana ar sesam distalam anastomozem	FNC 60	F	N	C	 	6	0	FNC	60
FNC96	Cita veida aortokoronara venoza suntesana	FNC 96	F	N	C	 	9	6	FNC	96
FND	Aortokoronara suntesana, izmantojot protezes	FND	F	N	D					
FND10	Aortokoronara suntesana, izmantojot vienu protezi	FND 10	F	N	D	 	1	0	FND	10
FND20	Aortokoronara suntesana, izmantojot divas protezes	FND 20	F	N	D	 	2	0	FND	20
FND96	Cita veida aortokoronara suntesana, izmantojot protezi	FND 96	F	N	D	 	9	6	FND	96
FNE	Koronara suntesana, izmantojot brivo arterialo transplantatu	FNE	F	N	E					
FNE00	Konorara suntesana, izmantojot kruskurvja ieksejas arterijas (a. mammaria interna s. a. thoracica interna) brivo arterialo transplantatu 	FNE 00	F	N	E	 	0	0	FNE	00
FNE10	Koronara suntesana, izmantojot kunga un taukpleves arterijas (a. gastroepiploica s. a. gastroomentalis) brivo arterialo transplantatu 	FNE 10	F	N	E	 	1	0	FNE	10
FNE20	Koronara suntesana, izmantojot spiekkaula arterijas (a. radialis) brivo arterialo transplantatu 	FNE 20	F	N	E	 	2	0	FNE	20
FNE96	Koronars suntesana, izmantojot citu brivo arterialo transplantatu	FNE96	F	N	E	9	6			
FNF	Koronara trombendarterektomija	FNF	F	N	F					
FNF00	Trombendarterektomija no labas koronaras arterijas (a. coronaria dextra)	FNF 00	F	N	F	 	0	0	FNF	00
FNF10	Trombendarterektomija no priekseja lejupejosa zara (ramus interventricularis anterior s. ramus descendens anterior)	FNF 10	F	N	F	 	1	0	FNF	10
FNF20	Trombendarterektomija no koronaras apliecejarterijas (ramus circumflexus)	FNF 20	F	N	F	 	2	0	FNF	20
FNF30	Trombendarterektomija no kreisas galvenas koronaras arterijas (a. coronaria sinistra)	FNF 30	F	N	F	 	3	0	FNF	30
FNF96	Cita veida koronara trombendarterektomija 	FNF 96	F	N	F	 	9	6	FNF	96
FNG	Koronaras arterijas paplasinasana un rekanalizacija	FNG	F	N	G					
FNG00	Koronaras arterijas dilatacija	FNG 00	F	N	G	 	0	0	FNG	00
FNG02	Perkutana transluminala koronara angioplastika	FNG 02	F	N	G	 	0	2	FNG	02
FNG05	Perkutana transluminala konorara angioplastika ar stenta ievietosanu	FNG 05	F	N	G	 	0	5	FNG	05
FNG10	Koronaras arterijas embolektomija	FNG 10	F	N	G	 	1	0	FNG	10
FNG20	Sveskermena iznemsana no koronaras arterijas	FNG 20	F	N	G	 	2	0	FNG	20
FNG22	Perkutana transluminala sveskermena iznemsana no koronaras arterijas	FNG 22	F	N	G	 	2	2	FNG	22
FNG30	Koronaras arterijas paplasinasana, izmantojot ielapu 	FNG 30	F	N	G	 	3	0	FNG	30
FNG96	Cita veida koronaras arterijas rekanalizacija	FNG 96	F	N	G	 	9	6	FNG	96
FNH	Koronaras arterijas rekonstrukcija	FNH	F	N	H					
FNH00	Koronaras arterijas sasusana	FNH 00	F	N	H	 	0	0	FNH	00
FNH10	Koronaras arterijas rekonstrukcija, izmantojot ielapu	FNH 10	F	N	H	 	1	0	FNH	10
FNH20	Koronaras arterijas rekonstrukcija, izmantojot suntesanu	FNH 20	F	N	H	 	2	0	FNH	20
FNH96	Cita veida koronaras arterijas rekonstrukcija	FNH 96	F	N	H	 	9	6	FNH	96
FNJ	Koronaras arterijas fistulas slegsana	FNJ	F	N	J					
FNJ00	Anomalas konoraras arterijas ligesana (nosiesana)	FNJ 00	F	N	J	 	0	0	FNJ	00
FNJ02	Perkutana transluminala anomalas koronaras arterijas okluzija	FNJ 02	F	N	J	 	0	2	FNJ	02
FNJ10	Koronaras arterijas fistulas slegsana	FNJ 10	F	N	J	 	1	0	FNJ	10
FNJ12	Perkutana transluminala koronaras fistulas okluzija	FNJ 12	F	N	J	 	1	2	FNJ	12
FNJ96	Cita veida operacija konoraras arterijas fistulas del	FNJ 96	F	N	J	 	9	6	FNJ	96
FNK	Konoraras arterijas anomalas sakumgaitas rekonstrukcija	FNK	F	N	K					
FNK00	Koronaras arterijas transpozicija	FNK 00	F	N	K	 	0	0	FNK	00
FNK10	Pulmonala arterioplastika un anastomoze ar aortu	FNK 10	F	N	K	 	1	0	FNK	10
FNK20	Anomalas koronaras arterijas ligesana un sunta izveidosana	FNK 20	F	N	K	 	2	0	FNK	20
FNK96	Cita veida koronaras arterijas anomalas sakumgaitas rekonstrukcija 	FNK 96	F	N	K	 	9	6	FNK	96
FNW	Citas koronaro arteriju operacijas	FNW	F	N	W					
FNW96	Cita koronaro arteriju operacija	FNW 96 	F	N	W	 	9	6	FNW	96
FNW98	Cita veida perkutana angioskopiska manipulacija, kas skar koronaras arterijas 	FNW 98 	F	N	W	 	9	8	FNW	98
FP	Impulsa parvades traucejumi un aritmijas	FP	F	P						
FPA	Operacijas supraventrikularas aritmijas del	FPA	F	P	A					
FPA00	Anteroseptala atrioventrikulara vadisanas cela pardalisana	FPA 00	F	P	A	 	0	0	FPA	00
FPA10	Posteroseptala atrioventrikulara vadisanas cela pardalisana	FPA 10	F	P	A	 	1	0	FPA	10
FPA20	Labas brivas sieninas atrioventrikulara vadisanas cela pardalisana	FPA 20	F	P	A	 	2	0	FPA	20
FPA30	Kreisas brivas sieninas atrioventrikulara vadisanas cela pardalisana	FPA 30	F	P	A	 	3	0	FPA	30
FPA40	Multiplu atrioventrikularu vadisanas celu pardalisana	FPA 40	F	P	A	 	4	0	FPA	40
FPA96	Cita veida operacija supraventrikularas aritmijas del	FPA 96	F	P	A	 	9	6	FPA	96
FPB	Aberanta vadisanas cela vai impulsa rasanas perekla ekscizija vai ablacija	FPB	F	P	B					
FPB00	Ektopiska sirds impulsa rasanas perekla ekscizija	FPB 00	F	P	B	 	0	0	FPB	00
FPB10	Ektopiska sirds impulsa rasanas perekla krioablacija	FPB 10	F	P	B	 	1	0	FPB	10
FPB20	Papildu vadisanas cela vai sirds impulsa rasanas perekla radiofrekventa ablacija	FPB 20	F	P	B	 	2	0	FPB	20
FPB22	Aberanta vadisanas cela vai sirds impulsa rasanas perekla transvenoza radiofrekventa ablacija	FPB 22	F	P	B	 	2	2	FPB	22
FPB32	Plausu venu vadisanas cela vai impulsa rasanas perekla transvenoza radiofrekventa ablacija	FPB 32	F	P	B	 	3	2	FPB	32
FPB96	Cita veida aberanta vadisanas cela vai sirds impulsa rasanas perekla ekscizija vai ablacija	FPB 96	F	P	B	 	9	6	FPB	96
FPC	Endokardiala miotomija ventrikularas aritmijas del	FPC	F	P	C					
FPC00	Daleja endokardiala miotomija ventrikularas aritmijas del	FPC 00	F	P	C	 	0	0	FPC	00
FPC10	Totala endokardiala miotomija ventrikularas aritmijas del	FPC 10	F	P	C	 	1	0	FPC	10
FPC96	Cita veida endokardiala miotomija ventrikularas aritmijas del	FPC 96	F	P	C	 	9	6	FPC	96
FPD	Operacijas priekskambaru mirdzesanas (atriju fibrillacijas) del	FPD	F	P	D					
FPD00	Labirinta procedura (maze procedure) priekskambaru mirdzesanas del	FPD 00	F	P	D	 	0	0	FPD	00
FPD96	Cita veida operacija priekskambaru mirdzesanas del	FPD 96	F	P	D	 	9	6	FPD	96
FPE	Pastaviga transvenoza sirds ritma deveja implantacija vai nomaina	FPE	F	P	E					
FPE00	Transvenoza kardiala sirds ritma deveja implantacija ar kambaru (ventrikularu) elektrodu	FPE 00	F	P	E	 	0	0	FPE	00
FPE10	Transvenoza kardiala sirds ritma deveja implantacija ar priekskambaru (atrialu) elektrodu	FPE 10	F	P	E	 	1	0	FPE	10
FPE20	Transvenoza kardiala sirds ritma deveja implantacija ar elektrodiem priekskambari un kambari 	FPE 20	F	P	E	 	2	0	FPE	20
FPE26	Transvenoza kardiala sirds ritma deveja implantacija ar biventrikulariem elektrodiem	FPE 26	F	P	E	 	2	6	FPE	26
