Tunniste;Lyhenne;Nimi;Pitkä nimi;Ylempi koodi;Hierarkiataso;Voimassaolo alkaa;Voimassaolo päättyy;Muutospvm;Viim. tallentaja;Tila;Määritelmä;OID;Anm.;Exkluderar;Huom.;Inkluderar;Korvaava koodi;Lehtisolmu;Long_name;Långt_namn;Mukaan lukien;NCSP+;NCSP+ ala;NCSP ala;NCSP+ luku;NCSP luku;NCSP+ ryhmä;NCSP ryhmä;Note;Obs.;Pois lukien;Suun terveys (T/F);Taso;Vaativuus;Voimassa
GD1DG;Keuhkojen er.l.VKMT;Keuhkojen er.l.VKMT;Keuhkojen ja pleuran erittäin laaja magneettitutkimus vahvakenttälaitteella;GD_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extremely extensive MRI examination of pleura with high field magnet;Lungor och pleura, mycket omfattande MR med  högfältsmagnet;;GDDG1B;;GD1;G;G;GD;GD;;;;F;C;;T
GD1DM;Keuhkojen er.l.3TMT;Keuhkojen er.l.3TMT;Keuhkojen ja pleuran erittäin laaja 3 Teslan MT;GD_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lungs and pleura very extensive MRI examination with 3 Tesla magnet;Lungor och pleura, mycket omfattande MR med 3 Tesla magnet;;GDDG1B;;GD1;G;G;GD;GD;;;;F;C;;T
GD1EA;Thorax-rtg,kylkikuva;Thorax-rtg,kylkikuva;Thoraxin natiiviröntgen, kylkikuva *;GD_;3;1.1.1999;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;Translateral thorax X-ray examination;Translateral röntgen av torax *;;GDDA1E;;GD1;G;G;GD;GD;;;;F;C;;T
GD1ED;Keuhkokudoksen laaja HR-TT;Keuhkokudoksen laaja HR-TT;Keuhkokudoksen laaja HR-TT;GD_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extensive high resolution CT examination of lungs;Lungor, omfattande högresolutions-DT;;GDDD1E;;GD1;G;G;GD;GD;;;;F;C;;T
GD1FN;Keuhkoventilaation gammakuvaus;Keuhkoventilaation gammakuvaus;Keuhkoventilaation gammakuvaus;GD_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lung ventilation isotope imaging;Lungvetilation isotopundersökning;;GXIC04;;GD1;G;G;GX;GD;;;;F;C;;T
GD1FQ;KeuhkoventilaatioSPET ja mat TT;KeuhkoventilaatioSPET ja mat TT;Keuhkoventilaation SPET ja matala-annos TT;GD_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lung ventilation SPECT with low dose CT;Lungvetilation SPET med låg dos DT;;GXIC05;;GD1;G;G;GX;GD;;;;F;C;;T
GD1HA;Hengityselin-tomo;Hengityselin-tomo;Hengityselimistön tomografia;GD_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Tomography of respiraotry organs;Tomografi av lungor och mediastinum;;GDDA1H;;GD1;G;G;GD;GD;;;;F;C;;F
GD1LA;Thorax lpv;Thorax lpv;Thoraxin läpivalaisu;GD_;3;1.1.2003;31.12.2030;23.3.2011;Peltonen, Veli-Pekka;1;;;;;;;;T;GD;Thorax genomlysning;;;;D;;;;;;;;F;C;;T
GD1LT;Keuhkon alueen LH;Keuhkon alueen LH;Keuhkon alueen lämpöhoito, radiologinen ohjaus;GD_2;3;1.1.2006;31.12.2030;2.3.2010;Stakes, Admin;1;;;;;;;;T;;Thorax värmekoagulation, radilogiskt styrt;;GDXX00;;GD1;G;G;GD;GD;;;;F;C;;T
GD1MA;Sydänthorax;Sydänthorax;Sydän-thorax-natiiviröntgen;GD_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Cardiac X-ray examination;Hjärt-torax röntgen;;GDDA1M;;GD1;G;G;GD;GD;;;;F;C;;F
GD1PA;Thorax-rtg, 1 proj;Thorax-rtg, 1 proj;Thoraxin natiiviröntgen, yksi projektio;GD_;3;1.1.1999;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;X-ray examination of the lungs in one projection;Toraxröntgen, en projektion;;GDDA1P;;GD1;G;G;GD;GD;;;;F;C;;T
GD1PD;Keuhkojen perfuusio TT;Keuhkojen perfuusio TT;Keuhkojen perfuusio TT;GD_;3;1.1.2003;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;CT examination of lung perfusion;Lungperfusionsundersökning med DT;;GDDD1P;;GD1;G;G;GD;GD;;;;F;C;;F
GD1QA;Thorax-rtg, makuu;Thorax-rtg, makuu;Thoraxin natiiviröntgen makuuasennossa;GD_;3;1.1.1999;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;Supine thorax X-ray examination;Toraxröntgen i liggande;;GDDA1Q;;GD1;G;G;GD;GD;;;;F;C;;T
GD1RA;Hengityselin-lpv+rtg;Hengityselin-lpv+rtg;Hengityselimistön läpivalaisu ja natiiviröntgen;GD_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Dynamic X-ray examination of respiratory organs with convetional X-ray picture;Röntgen av andningsorgan med genomlysning;;GDDA1R;;GD1;G;G;GD;GD;;;;F;C;;T
GD1SN;Keuhkoparenkyymin SPET;Keuhkoparenkyymin SPET;Keuhkoparenkyymin SPET lisäkuvauksena;GD_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lung tissue SPECT;Lungparenkym SPET;;GXIC02;;GD1;G;G;GX;GD;;;;F;C;;T
GD1UA;Thorax-rtg, ulkop;Thorax-rtg, ulkop;Thoraxin natiiviröntgen radiologian yksikön ulkopuolella;GD_;3;1.1.1999;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;Thorax X-ray examination outside radiological department;Toraxröntgen utanför radiologisk enhet;;GDDA1U;;GD1;G;G;GD;GD;;;;F;C;;T
GD1UN;Keuhkoperfuusion SPET;Keuhkoperfuusion SPET;Keuhkoperfuusion SPET;GD_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lung circulation SPECT;Lungperfusion SPET;;GXID02;;GD1;G;G;GX;GD;;;;F;C;;T
GD1XD;Thoraxin muu TT;Thoraxin muu TT;Rintakehän muu TT;GD_;3;1.1.1999;4.11.2003;12.1.2005;Stakes;1;;;;;;;GD1AD;T;Other CT-examinaiton of thorax;Toraxorganen, annan DT;;GDDD1A;;GD1;G;G;GD;GD;;;;F;C;;F
GD_2;Muut keuhkojen toimenpiteet;Muut keuhkojen toimenpiteet;Muut keuhkojen toimenpiteet;GD;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Other procedures of lungs;Andra åtgärder på lungor;;GDX;;GD_;G;G;GD;GD;;;;F;A;;T
GD2AT;Keuhkosolun,UÄ-ohj;Keuhkosolun,UÄ-ohj;Keuhkon solunäytteen otto UÄ-ohjauksessa;GD_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Cytology of the lungs with ultrasound guidance;Lunga, UL-styrd finnålsbiopsi;;GDXX10;;GD2;G;G;GD;GD;;;;F;C;;T
GD2BT;Keuhkosolun,lpv-ohj;Keuhkosolun,lpv-ohj;Keuhkon solunäytteen otto läpivalaisuohjauksessa;GD_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Cytology of the lungs with X-ray guidance;Lunga, genomlysningsstyrd finnålsbiopsi;;GDXX04;;GD2;G;G;GD;GD;;;;F;C;;T
GD2CT;Keuhkosolun,TT-ohj;Keuhkosolun,TT-ohj;Keuhkon solunäytteen otto TT-ohjauksessa;GD_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Cytology of the lungs with CT guidance;Lunga, DT-styrd finnålsbiopsi;;GDXX04;;GD2;G;G;GD;GD;;;;F;C;;T
GD2FN;Keuhkojen alueell. toiminnan gamm;Keuhkojen alueell. toiminnan gamm;Keuhkojen alueellisen toiminnan gammakuvaus;GD_2;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lung ventilation distribution isotope examination (radiospirometry);Lung vetilation fördelning isotopundersökning (radiospirometri);;GXIC06;;GD2;G;G;GX;GD;;;;F;C;;T
GD2SN;Keuhkoventilaation SPET;Keuhkoventilaation SPET;Keuhkoventilaation SPET;GD_2;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Lung ventilation SPECT;Lungvetilation SPET;;GXIC08;;GD2;G;G;GX;GD;;;;F;C;;T
GD3CT;Keuhkon merkk,TT-ohj;Keuhkon merkk,TT-ohj;Keuhkon merkkaus TT-ohjauksessa;GD_2;3;1.1.2000;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Labeling lungs with CT guidance;Lunga, DT-styrd märkning;;GDXX04;;GD3;G;G;GD;GD;;;;F;C;;T
GD4LT;Rintakehän LH;Rintakehän LH;Rintakehä tai mediastinum lämpöhoito,radiologinen ohjaus;GX_3;3;1.1.2006;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;;Bröstkorg eller mediastinum värmekoagulation, radologiskt styrt;;;;GD4;;G;;GD;;;;F;C;;F
GD5AD;Rintakehän TT;Rintakehän TT;Thoraxin ja ylävatsan TT;GD_;3;1.1.2003;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;Thorax and upper abdomen combined CT examination of;Torax och övre delen av buken, DT;;GDDD5A;;GD5;G;G;GD;GD;;;;F;C;;T
GD5BD;Rintakehän laaja TT;Rintakehän laaja TT;Thoraxin ja ylävatsan laaja TT;GD_;3;1.1.2003;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;Thorax and upper abdomen combined extensive CT examination of;Torax och övre delen av buken, omfattande DT;;GDDD5A;;GD5;G;G;GD;GD;;;;F;C;;T
GD5CD;Rintakehän er.l. TT;Rintakehän er.l. TT;Thoraxin ja ylävatsan erittäin laaja TT;GD_;3;1.1.2003;31.12.2030;15.12.2009;Stakes, Admin;1;;;;;;;;T;Thorax and upper abdomen combined very extensive CT examination of;Torax och övre delen av buken, mycket omfattande DT;;GDDD5A;;GD5;G;G;GD;GD;;;;F;C;;T
GE;Välikarsina;Välikarsina;Välikarsina;G;1;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Mediastinum;Mediastinum (inkl tymus);;GE;;;G;G;GE;GE;;;;F;R;;T
GE_;Välikarsinan diagnostinen radiologia;Välikarsinan diagnostinen radiologia;Välikarsinan diagnostinen radiologia;GE;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Diagnostic radiology of mediastinum;Diagnostisk radiologi av mediastinum;;GED;;GE_;G;G;GE;GE;;;;F;A;;T
GEA;Välikarsinan tähystykset;Välikarsinan tähystykset;Välikarsinan tähystykset;GE;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Mediastinoscopy;Mediastinoskopier;;GESA;;GEA;G;G;GE;GE;;;;F;A;;T
GEA00;Välikarsinan tähystys;Välikarsinan tähystys;Välikarsinan tähystys;GEA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinoscopy;Mediastinoskopi (inkl dränage);;GESA00;;GEA;G;G;GE;GE;;;;F;C;;T
GEA10;Mediastinoskopia/vierasesinepoisto;Mediastinoskopia/vierasesinepoisto;Välikarsinan tähystys ja vierasesineen poisto;GEA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinoscopy with removal of foreign body;Mediastinoskopi med avlägsnande av främmande kropp;;GESA10;;GEA;G;G;GE;GE;;;;F;C;;T
GEA20;Mediastinoskop+kasvain/kudosmuutospois;Mediastinoskopia+kasvain/kudosmuutospois;Välikarsinan tähystys ja kasvaimen tai kudosmuutoksen poisto;GEA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinoscopy with excision of lesion;Mediastinoskopi med exstirpation av lokal vävnadsförändring (inkl biopsi);;GESA20;;GEA;G;G;GE;GE;;;;F;C;;T
GEA96;Muu välikarsinan tähystystoimenpide;Muu välikarsinan tähystystoimenpide;Muu välikarsinan tähystystoimenpide;GEA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other mediastinoscopic procedure;Annan mediastinoskopisk operation;;GESA96;;GEA;G;G;GE;GE;;;;F;C;;T
GEB;Mediastinotomia;Mediastinotomia;Välikarsinan aukaisu- ja poistoleikkaukset;GE;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Mediastinotomy;Mediastinotomi;;GESB;;GEB;G;G;GE;GE;;;;F;A;;T
GEB10;Välikarsinan aukaisu;Välikarsinan aukaisu;Välikarsinan aukaisu;GEB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinotomy;Mediastinotomi;;GESB10;;GEB;G;G;GE;GE;;;;F;C;;T
GEB20;Välikarsinan aukaisu/vierasesinepoisto;Välikarsinan aukaisu/vierasesinepoisto;Välikarsinan aukaisu ja vierasesineen poisto;GEB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinotomy with removal of foreign body;Mediastinotomi med exstirpation av främmande kropp;;GESB20;;GEB;G;G;GE;GE;;;;F;C;;T
GEB30;Välikarsinan kasvaimen poisto;Välikarsinan kasvaimen poisto;Välikarsinan kasvaimen poisto;GEB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinotomy and excision of lesion;Mediastinotomi med exstirpation av tumör/lokal förändring;;GESB30;;GEB;G;G;GE;GE;;;;F;C;;T
GEB40;Välikarsinan tyhjennys;Välikarsinan tyhjennys;Välikarsinan tyhjennys;GEB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinotomy and extended excision of lesion;Utvidgad exstirpation av vävnader ur mediastinum;;GESB40;;GEB;G;G;GE;GE;;;;F;C;;T
GEB96;Muu välikarsinan aukaisutoimenpide;Muu välikarsinan aukaisutoimenpide;Muu välikarsinan aukaisutoimenpide;GEB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other mediastionotomy;Annan operation via mediastinotomi;;GESB96;;GEB;G;G;GE;GE;;;;F;C;;T
GEC;Kateenkorvan toimenpiteet;Kateenkorvan toimenpiteet;Kateenkorvan toimenpiteet;GE;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations on thymus;Åtgärder på tymus;;GESC;;GEC;G;G;GE;GE;;;;F;A;;T
GEC00;Avobiopsia kateenkorvasta;Avobiopsia kateenkorvasta;Koepalan otto kateenkorvasta, avoin leikkaus;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Biopsy of thymus;Öppen biopsi av tymus;;GESC00;;GEC;G;G;GE;GE;;;;F;C;;T
GEC03;Kateenkorvabiopsia  mediastinoskopiassa;Kateenkorvabiopsia  mediastinoskopiassa;Koepalan otto kateenkorvasta välikarsinan tähystyksessä;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinoscopic biopsy of thymus;Endoskopisk biopsi av tymus;;GESC03;;GEC;G;G;GE;GE;;;;F;C;;T
GEC10;Kateenkorvan osapoisto kaulalta;Kateenkorvan osapoisto kaulalta;Kateenkorvan osapoisto kaulalta;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transcervical resection of thymus;Transcervikal resektion av tymus;;GESC10;;GEC;G;G;GE;GE;;;;F;C;;T
GEC13;Kateenkorvan resektio, sternotomia;Kateenkorvan resektio, sternotomia;Kateenkorvan osapoisto rintalasta-aukaisun kautta;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transsternal resection of thymus;Transsternal resektion av tymus;;GESC13;;GEC;G;G;GE;GE;;;;F;C;;T
GEC14;Kateenkorvan osapoisto rintaontelon tähy;Kateenkorvan osapoisto rintaontelon tähy;Kateenkorvan osapoisto rintaontelon tähystyksessä;GEC;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Thoracoscopic resection of thymus;Torakoskopisk resektion av tymus;;GESC14;;GEC;G;G;GE;GE;;;;F;C;;T
GEC16;Kateenkorvan resektio, mediastinoskopia;Kateenkorvan resektio, mediastinoskopia;Kateenkorvan osapoisto välikarsinan tähystyksessä;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinoscopic resection of thymus;Mediastinoskopisk resektion av tymus;;GESC16;;GEC;G;G;GE;GE;;;;F;C;;T
GEC20;Kateenkorvan poisto kaulalta;Kateenkorvan poisto kaulalta;Kateenkorvan poisto kaulalta;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transcervical thymectomy;Transcervikal total tymektomi;;GESC20;;GEC;G;G;GE;GE;;;;F;C;;T
GEC23;Kateenkorvan poisto rintalastan kautta;Kateenkorvan poisto rintalastan kautta;Kateenkorvan poisto rintalastan kautta;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transsternal thymectomy;Transsternal total tymektomi;;GESC23;;GEC;G;G;GE;GE;;;;F;C;;T
GEC24;Kateenkorvan poisto rintaontelon tähysty;Kateenkorvan poisto rintaontelon tähysty;Kateenkorvan poisto rintaontelon tähystyksessä;GEC;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Thoracoscopic thymectomy;Torakoskopisk total tymektomi;;GESC24;;GEC;G;G;GE;GE;;;;F;C;;T
GEC26;Kateenkorvan leikkaus tähystyksessä;Kateenkorvan leikkaus tähystyksessä;Kateenkorvan poisto välikarsinan tähystyksessä;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinoscopic thymectomy;Annan endoskopisk operation på tymus;;GESC26;;GEC;G;G;GE;GE;;;;F;C;;T
GEC96;Muu avoin kateenkorvan leikkaus;Muu avoin kateenkorvan leikkaus;Muu avoin kateenkorvan leikkaus;GEC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation on thymus;Annan öppen tymusoperation;;GESC96;;GEC;G;G;GE;GE;;;;F;C;;T
GEC97;Muu kateenkorvaleikkaus rintaontelon täh;Muu kateenkorvaleikkaus rintaontelon täh;Muu kateenkorvaleikkaus rintaontelon tähystyksessä;GEC;3;1.1.2004;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other thoracoscopic operation on thymus;Annan torakoskopisk tymusoperation;;GESC97;;GEC;G;G;GE;GE;;;;F;C;;T
GEW;Muut välikarsinan leikkaukset;Muut välikarsinan leikkaukset;Muut välikarsinan leikkaukset;GE;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Other operations on mediastinum;Andra operationer i mediastinum;;GESW;;GEW;G;G;GE;GE;;;;F;A;;T
GEW99;Muu välikarsina- ja kateenkorvaleikkaus;Muu välikarsina- ja kateenkorvaleikkaus;Muu välikarsina- ja kateenkorvaleikkaus;GEW;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation on mediastinum;Andra operationer på tymus/mediastinum;;GESW99;;GEW;G;G;GE;GE;;;;F;C;;T
GE0;Välikarsinan sädehoito;Välikarsinan sädehoito;Välikarsinan sädehoito;GE;2;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF0;F;;Strålbehandling av mediastinum;;GEO;;GE0;G;G;GE;GE;;;;F;A;;T
GE001;Sädeh mediast prim.kasv preop hoitona;Sädeh mediast prim.kasv preop hoitona;Sädehoito välikarsinan  primaarikasvaimen  preoperatiivisena hoitona;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF001;T;Preoperative radiotherapy of mediastinum;Preoperativ strålbehandling av primärtumör i mediastinum;;GEO001;;GE0;G;G;GE;GE;;;;F;C;;T
GE002;Radik mediast prim.kasv sädehoito;Radik mediast prim.kasv sädehoito;Radikaali välikarsinan  primaarikasvaimen sädehoito;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF002;T;Radical radiotherapy of mediastinum;Radikal strålbehandling av primärtumör i mediastinum;;GEO002;;GE0;G;G;GE;GE;;;;F;C;;T
GE003;Sädeh mediast prim.kasv lit.hoitona;Sädeh mediast prim.kasv lit.hoitona;Sädehoito välikarsinan  primaarikasvaimen liitännäishoitona;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF003;T;Adjuvant radiotherapy of mediastinum;Adjuvant strålbehandling av primärtumör i mediastinum;;GEO003;;GE0;G;G;GE;GE;;;;F;C;;T
GE004;Sädeh mediast prim.kasv palliat hoitona;Sädeh mediast prim.kasv palliat hoitona;Sädehoito välikarsinan  primaarikasvaimen palliatiivisena hoitona;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF004;T;Palliativer radiotherapy of mediastinum;Palliativ strålbehandling av primärtumör i mediastinum;;GEO004;;GE0;G;G;GE;GE;;;;F;C;;T
GE029;Sädeh mediast paik uus.kasv hoitona;Sädeh mediast paik uus.kasv hoitona;Sädehoito välikarsinan  paikallisesti uusineen kasvaimen hoitona;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF029;T;Rardiotherapy of local recidive of tumour of mediastinum;Strålbehandling av lokalt recidivtumör i mediastinum;;GEO029;;GE0;G;G;GE;GE;;;;F;C;;T
GE049;Sädeh mediast metastaasin hoitona;Sädeh mediast metastaasin hoitona;Sädehoito välikarsinassa ilmenneen etäpesäkkeen hoitona;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF049;T;Radiotherapy of methastasis in mediastinum;Strålbehandling av metastas i mediastinum;;GEO049;;GE0;G;G;GE;GE;;;;F;C;;T
GE090;Sädeh mediast profyl hoitona;Sädeh mediast profyl hoitona;Sädehoito välikarsinan  profylaktisena hoitona;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF090;T;Profylactic radiotherapy of mediastinum;Profylaktisk strålbehandling av mediastinum;;GEO090;;GE0;G;G;GE;GE;;;;F;C;;T
GE099;Muu välikarsinan sädehoito;Muu välikarsinan sädehoito;Muu välikarsinan sädehoito;GE0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF099;T;Other radiotherapy of mediastinum;Annan strålbehandling av mediastinum;;GEO099;;GE0;G;G;GE;GE;;;;F;C;;T
GE1AT;V-kars.kudosn,UÄ-ohj;V-kars.kudosn,UÄ-ohj;Välikarsinan kudosnäytteen otto UÄ-ohjauksessa;GE_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinal biopsy with ultrasound guidance;Mediastinum, UL-styrd vävnadsbiopsi;;GEXX00;;GE1;G;G;GE;GE;;;;F;C;;T
GE1BE;Välikarsinan UÄ;Välikarsinan UÄ;Välikarsinan UÄ ruokatorven kautta;GE_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinal ultrasound examinaiton through oesophagus;Mediastinum, UL med transesofagealteknik;;GEDE1B;;GE1;G;G;GE;GE;;;;F;C;;T
GE1BF;Mediastinumin KKMT;Mediastinumin KKMT;Sydämen ja mediastinumin magneettitutkimus keskikenttälaitteella;GE_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;MRI examination of heart and mediastinum with median intensity magnet;Hjärta och mediastinum, MR med mellanfältsmagnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1BG;Mediastinumin VKMT;Mediastinumin VKMT;Sydämen ja mediastinumin magneettitutkimus vahvakenttälaitteella;GE_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;MRI examination of heart and mediastinum with high intensity magnet;Hjärta och mediastinum, MR med högfältsmagnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1BM;Mediastinumin 3TMT;Mediastinumin 3TMT;Sydämen ja mediastinumin 3 Teslan MT;GE_;3;1.1.2009;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Heart and mediastinum MRI examination with 3 Tesla magnet;Hjärt och mediastinum MR med 3 Tesla magnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1CF;Mediastinumin l.KKMT;Mediastinumin l.KKMT;Sydämen ja mediastinumin laaja magneettitutkimus keskikenttälaitteella;GE_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Extensive MRI examination of heart and mediastinum with median intensity magnet;Hjärta och mediastinum, omfattande MR med mellanfältsmagnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1CG;Mediastinumin l.VKMT;Mediastinumin l.VKMT;Sydämen ja mediastinumin laaja magneettitutkimus vahvakenttälaitteella;GE_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Extensive MRI examination of heart and mediastinum with high intensity magnet;Hjärta och mediastinum, omfattande MR med högfältsmagnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1CM;Mediastinumin l.3TMT;Mediastinumin l.3TMT;Sydämen ja mediastinumin laaja 3 Teslan MT;GE_;3;1.1.2009;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Heart and mediastinum extensive MRI examination with 3 Tesla magnet;Hjärt och mediastinum omfattande MR med 3 Tesla magnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1CT;V-kars.kudosn,TT-ohj;V-kars.kudosn,TT-ohj;Välikarsinan kudosnäytteen otto TT-ohjauksessa;GE_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Mediastinal biopsy with CT guidance;Mediastinum, DT-styrd vävnadsbiopsi;;GEXX00;;GE1;G;G;GE;GE;;;;F;C;;T
GE1DF;Mediastin. er.l.KKMT;Mediastin. er.l.KKMT;Sydämen ja mediastinumin erittäin laaja magneettitutkimus keskikenttälaitteella;GE_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Very extensive MRI examination of heart and mediastinum with median intensity magnet;Hjärta och mediastinum, mycket omfattande MR med mellanfältsmagnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1DG;Mediastin. er.l.VKMT;Mediastin. er.l.VKMT;Sydämen ja mediastinumin erittäin laaja magneettitutkimus vahvakenttälaitteella;GE_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Very extensive MRI examination of heart and mediastinum with high intensity magnet;MR av hjärta och mediastinum med högfältsmagnet, mycket omfattande;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
GE1DM;Mediastin. er.l.3TMT;Mediastin. er.l.3TMT;Sydämen ja mediastinumin eritt.laaja 3 Teslan MT;GE_;3;1.1.2009;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Heart and mediastinum very extensive MRI examination with 3 Tesla magnet;Hjärt och mediastinum mycket omfattande MR med 3 Tesla magnet;;GEDG1B;;GE1;G;G;GE;GE;;;;F;C;;F
