code;text
GCSA60;Resection of bronchus and end to end anastomosis
GCSA63;Sleeve resection of bronchus
GCSA70;Resection and reconstruction of bronchus using prosthesis
GCSA96;Other operation on bronchus
GCSA98;Other bronchoscopic procedure on bronchus
GCX000;Broncho-alveolar lavage
GCXX00;Bronchial lavation
GCXX10;Aspiration from respiratory channel
GDDA1A;Thorax X-ray examination
GDDA1C;Thorax X-ray screening examination
GDDA1E;Translateral thorax X-ray examination
GDDA1H;Tomography of respiratory organs
GDDA1L;Dynamic X-ray examination of respiratory organs
GDDA1P;Lung X-ray examination with one projection
GDDA1Q;Supine thorax X-ray examination
GDDA1R;Dynamic X-ray examination of respiratory organs with convetional X-ray picture
GDDA1U;Thorax X-ray examination outside radiological department
GDDD1A;Thorax CT examination
GDDD1E;High resolution CT examination of lungs
GDDD1F;Thorax CT examination for dose design of radiotherapy
GDDD1P;CT examination of lung perfusion
GDDD5A;Thorax and upper abodmen combined CT examination
GDDG1B;Lungs and pleura MRI examination
GDDG1F;Thorax MRI examination for dose design of radiotherapy
GDO001;Preoperative radiotherapy of trachea, bronchi and lungs
GDO002;Radical radiotherapy of trachea, bronchi and lungs
GDO003;Adjuvant radiotherapy of trachea, bronchi and lungs
GDO004;Palliative radiotherapy of trachea, bronchi and lungs
GDO029;Radiotherapy of local recidive of trachea, bronchi and lungs
GDO049;Radiotherapy of methastasis of trachea, bronchi and lungs
GDO090;Profylactic radiotherapy of trachea, bronchi and lungs
GDO099;Other radiotherapy of the lungs
GDSA00;Incision of lung
GDSA01;Thoracoscopic incision of lung
GDSA10;Biopsy of lung
GDSA11;Thoracoscopic biopsy of lung
GDSA20;Excision of lesion of lung
GDSA21;Thoracoscopic excision of lesion of lung
GDSA30;Incision of lung and removal of foreign body
GDSA31;Thoracoscopic incision of lung and removal of foreign body
GDSA40;Repair of lung for injury
GDSA41;Thoracoscopic repair of lung for injury
GDSA96;Other incision, excision of lesion or repair of lung
GDSA97;Other thoracoscopic incision, excision of lesion or repair of lung
GDSA98;Other bronchoscopic incision, excision of lesion or repair of lung
GDSB00;Resection of bullae of lung
GDSB01;Thoracoscopic resection of bullae of lung
GDSB10;Wedge resection of lung
GDSB11;Thoracoscopic wedge resection of lung
GDSB20;Segmental resection of lung
GDSB21;Thoracoscopic segmental resection of lung
GDSB30;Volume reduction of lung
GDSB31;Thoracoscopic volume reduction of lung
GDSB96;Other minor resection of lung
GDSB97;Other thoracoscopic minor resection of lung
GDSC00;Lobectomy of lung
GDSC01;Thoracoscopic lobectomy of lung
GDSC10;Bilobectomy of lung
GDSC11;Thoracoscopic bilobectomy of lung
GDSC13;Extended procedure for lobectomy or bilobectomy of lung
GDSC20;Lobectomy of lung and sleeve resection of bronchus
GDSC23;Lobectomy and segment resection of lung
GDSC26;Lobectomy and other resection of lung
GDSC96;Other lobectomy of lung
GDSC97;Other thoracoscopic lobectomy of lung
GDSD00;Pneumonectomy
GDSD01;Thoracoscopic pneumonectomy
GDSD10;Pleuropneumonectomy
GDSD11;Thoracoscopic pleuropneumonectomy
GDSD20;Extended pneumonectomy
GDSD23;Pneumonectomy and resection of carina
GDSD26;Pneumonectomy and resection of bronchus or bronchus and trachea
GDSD96;Other pneumonectomy
GDSD97;Other thoracoscopic pneumonectomy
GDSG00;Unilateral transplantation of lung
GDSG03;Unilateral transplantation of lung with revascularisation of bronchial arteries
GDSG10;Bilateral transplantation of lung
GDSG13;En bloc transplantation of lungs with revascularisation of bronchial arteries
GDSG30;Transplantation of lung from living donor
GDSG96;Other transplantation of lung
GDSW96;Other operation on lung
GDSW97;Other thoracoscopic operation on lung
GDSW98;Other bronchoscopic operation on lung
GDXA00;Heat coagulation of lung
GDXC00;Labeling lung pathology
GDXX00;Lung needle biopsy
GDXX04;Bronchoscopic lung needle biopsy
GDXX10;Lung needle biopsy for cytology
GEDE1B;Oesophageal ultrasonography of mediastinum
GEDG1B;Heart and mediastinum MRI examination
GEO001;Preoperative radiotherapy of mediastinum
GEO002;Radical radiotherapy of mediastinum
GEO003;Adjuvant radiotherapy of mediastinum
GEO004;Palliativer radiotherapy of mediastinum
GEO029;Rardiotherapy of local recidive of tumour of mediastinum
GEO049;Radiotherapy of methastasis in mediastinum
GEO090;Profylactic radiotherapy of mediastinum
GEO099;Other radiotherapy of mediastinum
GESA00;Mediastinoscopy
GESA10;Mediastinoscopy with removal of foreign body
GESA20;Mediastinoscopy with excision of lesion
GESA96;Other mediastinoscopic procedure
GESB10;Mediastinotomy
GESB20;Mediastinotomy with removal of foreign body
GESB30;Mediastinotomy and excision of lesion
GESB40;Mediastinotomy and extended excision of lesion
GESB96;Other mediastionotomy
GESC00;Biopsy of thymus
GESC03;Mediastinoscopic biopsy of thymus
GESC10;Transcervical resection of thymus
GESC13;Transsternal resection of thymus
GESC14;Thoracoscopic resection of thymus
GESC16;Mediastinoscopic resection of thymus
GESC20;Transcervical thymectomy
GESC23;Transsternal thymectomy
GESC24;Thoracoscopic thymectomy
GESC26;Mediastinoscopic thymectomy
GESC93;Other mediastinoscopic operation on thymus
GESC96;Other operation on thymus
GESC97;Other thoracoscopic operation on thymus
GESW96;Other operation on mediastinum
GEXX00;Needle biopsy of mediastinum
GEXX02;Needle biopsy of mediastinum for cytology
GWSA00;Repair of wound dehiscence in thoracic surgery
GWSB00;Reoperation for superficial infection in thoracic surgery
GWSC00;Reoperation for deep infection in thoracic surgery
GWSC01;Percutaneous endoscopic reoperation for deep infection in thoracic surgery
GWSD00;Reoperation for superficial haemorrhage in thoracic surgery
GWSE00;Reoperation for deep haemorrhage in thoracic surgery
GWSE01;Percutaneous endoscopic reoperation for deep haemorrhage in thoracic surgery
GWSE02;Transluminal endoscopic reoperation for deep haemorrhage in thoracic surgery
GWSF00;Reoperation for insufficiency of anastomosis or suture in thoracic surgery
GWSF01;Percutaneous endoscopic reoperation for insufficiency of anastomosis or suture in thoracic surgery
GWSW96;Other reoperation in thoracic surgery
GWSW97;Other percutaneous endoscopic reoperation in thoracic surgery
GWSW98;Other transluminal endoscopic reoperation in thoracic surgery
GXDE00;Intrapleural ultrasonography
GXDE02;Thoracoscopic ultrasonography
GXDE04;Bronchoscopic ultrasonography
GXDE09;Other intraoperative thoracic ultrasonography
GXF400;Analysis of respiratory sounds
GXF404;Peak expiratory flow (PEF) measurement
GXF406;Peak expiratory flow (PEF) follow-up with/without exercise
GXF410;Flow-volume spirometry
GXF412;Flow-volume spirometry with bronchodilatation
GXF414;Spirometry with oscillometry
GXF416;Measurement of maximal airway pressure
GXF418;Measurement of transdiafragmal pressure
GXF420;Time-volume spirometry
GXF422;Time-volume spirometry with bronchodilatation
GXF424;Measurement of maximal expiratory capasity
GXF426;Spirometry with exercise provocation (and bronchodilatation)
GXF428;Oscillometric spirometry with exercise provocation
GXF430;Spiroergometry
GXF432;Cold exponation and spirometry
GXF434;Spirometry with blood gass analysis
GXF436;Methacholine test with spirometry
GXF438;Other specfied provocation of respiratory obstruction
GXF440;Total body pletysmography
GXF442;Total body pletysmography with bronchodilatation
GXF450;Functional recidual capacity (lung volume) measurement with dilution method
GXF460;Percutaneous oxymetry with/without CO2 measurement
GXF461;Percutaneous oxymetry with endtidal carbondioxide measurement
GXF462;Examination of perfusion of lungs with multichannel device
GXF464;Examination of ventilation in lungs with multichanne device
GXF466;Long-term oxymetry
GXF470;Measurement of diffusion capastity of the lungs
GXF472;Single breath nitrography
GXF474;Exhalation nitrogen oxide measurement
GXF476;Testing of controll of respiration and C02 stimulaition
GXF480;Histamine provocation of respiratroy tract
GXF488;Other provokation of respiratroy tract
GXF490;High altitude simulation test
GXF492;Outpatient respiratory support device therapy check-up
GXF499;Other physiological examination of respiratory function
GXFD00;Total respiratory impedance measurement by impulsoscillometry
GXFX90;Clinical examination of respiratory system
GXIA00;Thorax and neck isotope imaging
GXIA20;Aspiration isotope examination
GXIC00;Lung tissue isotope imaging
GXIC02;Lung tissue SPECT
GXIC04;Lung ventilation isotope imaging
GXIC06;Lung ventilation distribution isotope examination (radiospirometry)
GXIC08;Lung ventilation SPECT
GXID00;Lung circulation isotope imaging
GXID02;Lung circulation SPECT
GXXA00;Heat coagulation of thorax wall or mediastinum
GXXX99;Other minor procedure in thoracic surgery
HADA1A;Mammography with X-ray
HADA1C;Mammography screening
HADA1S;Expansion mammography
HADA6A;Extra corporeal mammography of operated mammary gland
HADB1B;Pneumocystography of mammary gland
HADB5C;Galactography
HADD00;Mammary glands CT examination
HADE1A;Mammary glands ultrasaound examination
HADG1B;Mammary gland MRI examination
HAIA00;Isotope imaging of mammary gland
HAO003;Radiotherapy after partial ablation of mammary gland
HAO013;Radiotherapy after total ablation of mammary gland
HAO100;Profylactic radiotherapy of mammary gland
HAO101;Preoperative radiotherapy of mammary gland
HAO103;Radical radiotherapy of mammary gland
HAO104;Palliative radiotherapy of mammary gland
HAO110;Brachytherapy of mammary gland
HAO149;Radiotherapy of methastasis in mammary gland
HASA00;Incision of mammary gland
HASA01;Suture of mammary gland
HASA10;Biopsy of mammary gland
HASB00;Excision of lesion of mammary gland
HASB02;Excision of needle marked lesion of mammary gland
HASB10;Microductectomy of mammary gland
HASB20;Excision of lactiferous duct
HASB30;Excision of mamilla or areola
HASB40;Wedge excision of mammary gland
HASB99;Other partial excision of mammary gland
HASC10;Subcutaneous mastectomy with preservation of mamilla
HASC15;Subcutaneous mastectomy with excision of mamilla
HASC20;Total mastectomy
HASC25;Radical mastectomy
HASC30;Excision of supernumerary mammary gland or mamilla
HASC99;Other mastectomy
HASD00;Augmentation mammoplasty
HASD10;Augmentation of breast using prosthesis
HASD20;Liposuction of breast
HASD30;Reduction mammoplasty with transposition of areola
HASD35;Reduction mammoplasty with transplantation of areola
HASD40;Mastopexy
HASD45;Eversion of mamilla
HASD50;Removal of prosthetic implant from breast
HASD55;Incision of periprosthetic capsule of breast
HASD57;Excision of periprosthetic capsule of breast
HASD60;Replacement of prosthetic implant in breast
HASD99;Other plastic operation on breast
HASE00;Reconstruction of breast using prosthesis
HASE05;Reconstruction of breast using soft tissue and prosthesis
HASE10;Reconstruction of breast using graft or flap
HASE20;Reconstruction of areola and mamilla using graft or flap
HASE99;Other reconstruction of breast
HASF00;Excision of local recurrence of breast cancer
HASF10;Repair after excision of local recurrence of breast cancer using graft or flap
HASF20;Repair after excision of local recurrence of breast cancer using prosthetic material
HASF99;Other operation for local recurrence of breast cancer
HAX000;Needle biopsy of mamilla
HAX002;Needle biopsy of mammary gland
HAX004;Mammary gland needle biopsy for cytology
HAX010;Mammary gland cyst drainage
HAX012;Removal of lesion of breast with radiological guidance
HAX020;Mammary gland pathology labeling
HBO;Radiotherapy of mammary gland without surgery
HWSA00;Repair of wound dehiscence in surgery of mammary gland
HWSB00;Reoperation for superficial infection in surgery of mammary gland
HWSC00;Reoperation for deep infection in surgery of mammary gland
HWSD00;Reoperation for superficial haemorrhage in surgery of mammary gland
HWSE00;Reoperation for deep haemorrhage in surgery of mammary gland
HWSF00;Reoperation for insufficiency of anastomosis or suture in surgery of mammary gland
HWSW99;Other reoperation in surgery of mammary gland
HXXA00;Testing and adjustment of external breast prosthesis
HXXX99;Other minor procedure of mammary gland
JADB1C;Herniography
JADE00;Intraoperative abdominal ultrasonography
JADE01;Laparoscopic ultrasonography
JADE1A;Ultrasound examination of groin and abdominal wall
JAFA00;Measurement of peritoneal permeability
JAO001;Preoperative radiotherapy of abdominal wall, peritoneum and omentum
JAO002;Radical radiotherapy of abdominal wall, peritoneum and omentum
JAO003;Adjuvant radiotherapy of abdominal wall, peritoneum and omentum
JAO004;Palliative radiotherapy of abdominal wall, peritoneum and omentum
JAO029;Radiotherapy local recidive of tumor of abdominal wall, peritoneum and omentum
JAO049;Radiotherapy of methastasis in abdominal wall, peritoneum and omentum
JAO090;Profylactic radiotherapy of abdominal wall, peritoneum and omentum
JAO099;Other radiotherapy of abdominal wall, peritoneum and omentum
JASA00;Incision of abdominal wall
JASA10;Excision of lesion of abdominal wall
JASA11;Laparoscopic biopsy or excision of lesion of abdominal wall
JASA13;Wide excision of extensive necrotising conditions of abdominal wall
JASA96;Other local operation on abdominal wall
JASA97;Other laparoscopic local operation on abdominal wall
