AA027	Innlegging av intracerebral trykkmåler
KCH96	Annen blærerekonstruksjon
KCH97	Annen perkutan endoskopisk blærerekonstruksjon
KCH98	Annen transluminal endoskopisk blærerekonstruksjon
KCJ00	Cystostomi
KCJ10	Kutan cystoenterostomi
KCJ20	Kontinent kutan cystoenterostomi
KCJ96	Annen cystostomi
KCT00	Ekstrakorporal sjokkbølgelitotripsi i urinblære
KCV02	Transurethral blæredilatasjon
KCV10	Denervasjon av urinblære
KCV11	Perkutan endoskopisk denervasjon av urinblære
KCV20	Mobilisering av urinblære
KCV21	Perkutan endoskopisk mobilisering av urinblære
KCV32	Transurethral evakuering av koagler fra blære
KCW96	Annen operasjon på urinblære
KCW97	Annen perkutan endoskopisk operasjon på urinblære
KCW98	Annen transluminal endoskopisk operasjon på urinblære
KDC00	Urethrektomi
KDD00	Reseksjon av urethra
KDD10	Eksisjon av divertikkel i urethra
KDD30	Destruksjon av tumor i urethra
KDD32	Transurethral destruksjon av tumor i urethra
KDD40	Reseksjon av eksterne urethrasfinkter
KDD42	Transurethral reseksjon av eksterne urethrasfinkter
KDD50	Eksisjon av urethraklaff
KDD52	Transurethral eksisjon av urethraklaff
KDD80	Reseksjon og plastisk rekonstruksjon av urethra
KDD96	Annen reseksjon av urethra
KDD98	Annen transurethral eksisjon i urethra
KDE00	Urethrolithotomi
KDE12	Transurethral steinekstraksjon fra urethra
KDE20	Fjernelse av fremmedlegeme fra urethra
KDE22	Transurethral fjernelse av fremmedlegeme fra urethra
KDE96	Annen fjernelse av stein eller fremmedlegeme fra urethra
KDE98	Annen translum endosk ekstr sten el fremmedlegem fra urethra
KDG00	Retropubisk kolposuspensjon av urethra
KDG01	Perkutan endoskopisk retropubisk kolposuspensjon av urethra
KDG10	Abdominovaginal suspensjon av blærehals
KDG20	Abdominal kolposuspensjon
KDG21	Perkutan endoskopisk kolposuspensjon
KDG30	Suprapubisk urethrocystopexi med slynge
KDG31	Perkutan endoskopisk suprapubisk urethrocystopexi med slynge
KDG40	Suprapubisk urethrocystopexi
KDG41	Perkutan endoskopisk suprapubisk urethrocystopexi
KDG50	Transabdominal bekkenbunnplastikk for urininkontinens
KDG96	Annen op på urethra el blærehals hos kvinne for inkontinens
KDG97	Annen perkut endosk inkontinens-op urethra/blærehals hos kv
KDH00	Sutur av urethra
KDH10	Urethral meatoplastikk
KDH30	Lukking av urethrokutan fistel
KDH50	Lukking av urethrointestinal fistel
KDH62	Transurethral rekanalisering av urethra
KDH70	Urethraplastikk for striktur
KDH96	Annet rekonstruksjonsinngrep på urethra
KDH98	Annen translum endoskopisk rekonstruksjonsinngrep på urethra
KDJ00	Urethrostomi
KDK00	Implantasjon av sfinkterprotese rundt blærehals
KDK10	Implantasjon av sfinkterprotese rundt bulbære urethra
KDK30	Revisjon av urethral sfinkterprotese
KDK40	Fjernelse av urethral sfinkterprotese
KDV00	Innlegging av stent i urethra
KDV12	Transurethral intern urethrotomi
KDV15	Transurethral intern sfinkterotomi
KDV20	Periurethral injeksjon
KDV22	Transurethral submukøs injeksjon i urethra
KDW96	Annen operasjon på urethra
KDW98	Annet transluminalt endoskopisk inngrep på urethra
KEA00	Eksplorasjon av prostata
KEA10	Prostatotomi
KEA20	Incisjon av vesicula seminalis
KEB00	Åpen biopsi av prostata
KEC00	Retropubisk radikal prostatektomi
KEC10	Perineal radikal prostatektomi
KEC20	Transsakral radikal prostatektomi
KED00	Transvesical prostatektomi
KED22	Transurethral reseksjon av prostata
KED32	Transurethral incisjon av prostata
KED52	Laser reseksjon av prostata
KED62	Transurethral nåleablasjon av prostata
KED72	Transurethral mikrobølgeterapi av prostata
KED96	Annen reseksjon av prostata
KED98	Annen transurethral reseksjon av prostata
KEE00	Prostatolithotomi
KEE02	Transurethral prostatolithotomi
KEE10	Fjernelse av fremmedlegeme fra prostata
KEE12	Transurethral fjernelse av fremmedlegeme fra prostata
KEV00	Koagulasjon av prostata for spontan blødning
KEV02	Transurethral koagulasjon av prostata for spontan blødning
KEV12	Transurethral reseksjon av colliculus seminalis
KEV22	Transurethral innlegging av stent i prostata
KEW96	Annen operasjon på prostata eller vesicula seminalis
KEW97	Annen perkutan endosk op på prostata el vesicula seminalis
KEW98	Annen transluminal endoskopisk operasjon på prostata
KFA00	Eksplorasjon av testis
KFA10	Eksplorativ incisjon av testis
KFA20	Eksplorativ incisjon av epididymis
KFA30	Incisjon av ductus deferens
KFA40	Incisjon av scrotum
KFA96	Annen eksplorasjon el incisjon av scrotum el scrotalorganer
KFB00	Biopsi av testis
KFB10	Biopsi av epididymis
KFB20	Biopsi av ductus deferens
KFB96	Annen biopsi av scrotalorganer
KFC00	Unilateral orchiektomi
KFC10	Bilateral orchiektomi
KFC60	Epididymektomi
KFC96	Annen eksisjon av testis eller epididymis
KFD00	Reseksjon av testis
KFD16	Reseksjon av epididymis
KFD20	Eksisjon av hydrocele testis
KFD26	Eksisjon av hydrocele funiculi
KFD43	Unilateral vasektomi eller ligatur av ductus deferens
KFD46	Bilateral vasektomi eller ligatur av ductus deferens
KFD50	Reseksjon eller ligatur av vena spermatica interna
KFD51	Perkutan endoskopisk reseksjon el ligatur av vena spermatica
KFD56	Eksisjon av varicocele
KFD60	Eksisjon av scrotalfistel
KFD96	Annet reseksjonsinngrep på scrotalorganer
KFH00	Operasjon for retinert eller ektopisk testis
KFH10	Orchiopexi
KFH20	Detorkvering av funikkel og fiksasjon av testis
KFH30	Vasovasostomi
KFH40	Epididymovasostomi
KFH50	Innlegging av testisprotese
KFH96	Annet rekonstruksjonsop på testis/epididymis/ductus deferens
KFW96	Annen operasjon på scrotum eller scrotalorganer
KGA00	Incisjon av penis
KGA10	Incisjon av preputium
KGA96	Annen eksplorasjon eller incisjon av penis
KGB00	Biopsi av penis
KGC00	Partiell amputasjon av penis
KGC10	Total amputasjon av penis
KGD00	Reseksjon av glans penis
KGD05	Reseksjon av penisskaft
KGD10	Destruksjon av lesjon i penis
KGD96	Annen reseksjon av penis
KGF00	Fjernelse av fremmedlegeme fra penis
KGH00	Sutur av penis
KGH10	Operasjon for fimose
KGH20	Korreksjon av indurasjon eller kurvatur av penis
KGH30	Reseksjon eller ligatur av penil vene
KGH33	Arteriell revaskularisering av penis
KGH40	Operasjon for priapisme
KGH50	Eksisjon av spongiokavernøs fistel
KGH60	Korreksjon av hypospadi
KGH70	Korreksjon av epispadi
KGH80	Rekonstruksjon av penishud
KGH96	Annet rekonstruksjonsinngrep på penis
KGV00	Reposisjon av parafimose
KGV10	Adheranseløsning av preputium
KGV20	Rituell circumcisjon
KGV30	Implantasjon av penisprotese
KGV40	Revisjon av penisprotese
KGV50	Fjernelse av penisprotese
KGW96	Annen operasjon på penis
KKA00	Retroperitoneal eksplorasjon
KKA10	Biopsi av retroperitonealt vev
KKA11	Perkutan endoskopisk biopsi av retroperitonealrommet
KKA20	Retroperitoneal incisjon
KKA21	Perkutan endoskopisk drenasje av retroperitonealrommet
KKB10	Eksisjon av retroperitoneal tumor
KKB11	Perkutan endoskopisk eksisjon av retroperitoneal tumor
KKB20	Eksisjon av retroperitoneal fistel
KKB21	Perkutan endoskopisk eksisjon av retroperitoneal fistel
KKF00	Fjernelse av retroperitonealt fremmedlegeme
KKF01	Perkutan endosk fjernelse av retroperitonealt fremmedlegeme
KKW96	Annen operasjon på retroperitonealrommet
KKW97	Annen perkut endoskopisk operasjon på retroperitonealrommet
KWA00	Reoperasjon for sårruptur ved urologisk kirurgi
KWB00	Reoperasjon for overfladisk infeksjon ved urologisk kirurgi
KWC00	Reoperasjon for dyp infeksjon ved urologisk kirurgi
KWC01	Perkutan endosk reop for dyp infeksjon v/urologisk kirurgi
KWD00	Reoperasjon for overfladisk blødning ved urologisk kirurgi
KWE00	Reoperasjon for dyp blødning ved urologisk kirurgi
KWE01	Perkutan endoskopisk reop for dyp blødning v/urologisk kir
KWE02	Translum endosk reop for dyp blødning v/urologisk kirurgi
KWF00	Reop for insuffisient anastomose el sutur v/urologisk kir
KWF01	Perk endosk reop insuff anastomose el sutur v/urologisk kir
KWW96	Annen reoperasjon ved urologisk kirurgi
KWW97	Annen perkutan endoskopisk reoperasjon ved urologisk kirurgi
KWW98	Annen transluminal endoskopisk reop ved urologisk kirurgi
LAA00	Punksjon av ovarialcyste
LAA01	Laparoskopisk punksjon av ovarialcyste
LAA03	Perkutan punksjon av ovarialcyste
LAA06	Transvaginal punksjon av ovarialcyste
LAA10	Perkutan eller transvaginal punksjon med uthenting av egg
LAA11	Laparoskopisk uthenting av egg
LAA20	Perkutan eller transvaginal injeksjon i ovarialgraviditet
LAA31	Ovarioskopi
LAA96	Annen punksjon av ovarium
LAA97	Annen laparoskopisk punksjon av ovarium
LAB00	Ovariotomi
LAB01	Laparoskopisk ovariotomi
LAB10	Biopsi av ovarium
LAB11	Laparoskopisk biopsi av ovarium
LAB21	Laparoskopisk nålebiopsi av ovarium
LAB96	Annen incisjon eller biopsi av ovarium
LAB97	Annen laparoskopisk incisjon eller biopsi av ovarium
LAC00	Ekstirpasjon av ovarialcyste
LAC01	Laparoskopisk ekstirpasjon av ovarialcyste
LAC10	Fenestrasjon eller marsupialisasjon av ovarialcyste
LAC11	Laparoskop fenestrasjon el marsupialisasjon av ovarialcyste
LAC20	Destruksjon av lesjon i ovarium
LAC21	Laparoskopisk destruksjon av lesjon i ovarium
LAC30	Ekstirpasjon av paraovarialcyste
LAC31	Laparoskopisk ekstirpasjon av paraovarialcyste
LAC96	Annen ekstirpasjon eller destruksjon av lesjon i ovarium
LAC97	Annen laparoskop ekstirpasjon/destruksjon lesjon i ovarium
LAD00	Reseksjon av ovarium
LAD01	Laparoskopisk reseksjon av ovarium
LAE10	Unilateral ooforektomi
LAE11	Unilateral laparoskopisk ooforektomi
LAE20	Bilateral ooforektomi
LAE21	Bilateral laparoskopisk ooforektomi
LAF00	Unilateral salpingo-ooforektomi
LAF01	Laparoskopisk unilateral salpingo-ooforektomi
LAF10	Bilateral salpingo-ooforektomi
LAF11	Laparoskopisk bilateral salpingo-ooforektomi
LAG00	Ovariolyse
LAG01	Laparoskopisk ovariolyse
LAG10	Ovariopexi
LAG11	Laparoskopisk ovariopexi
LAG20	Detorkvering av ovarium
LAG21	Laparoskopisk detorkvering av ovarium
LAG96	Annet rekonstruksjonsinngrep på ovarium
LAG97	Annet laparoskopisk rekonstruksjonsinngrep på ovarium
LAW96	Annen operasjon på ovarium
LAW97	Annen laparoskopisk operasjon på ovarium
LBA00	Perkutan punksjon av tuba uterina
LBA01	Laparoskopisk punksjon av tuba uterina
LBA03	Transvaginal punksjon av tuba uterina
LBA07	Salpingoskopi
LBB00	Biopsi av tuba uterina
LBB01	Laparoskopisk biopsi av tuba uterina
LBB04	Salpingoskopisk biopsi av tuba uterina
LBB11	Laparoskopisk nålebiopsi av tuba uterina
LBB96	Annen biopsi av tuba uterina
LBC00	Perkutan injeksjon ved tubargraviditet
LBC03	Transvaginal injeksjon ved tubargraviditet
LBC07	Laparoskopisk injeksjon ved tubargraviditet
LBC08	Falloposkopisk injeksjon ved tubargraviditet
LBC10	Fjernelse av graviditetsprodukter fra tuba uterina
LBC11	Laparoskop fjernelse graviditetsprodukter fra tuba uterina
LBC20	Salpingotomi og fjernelse av graviditetsprodukter
LBC21	Laparoskop salpingotomi og fjernelse av graviditetsprodukter
LBC96	Annen tubekonserverende operasjon for tubargraviditet
LBC97	Annen laparoskop tubekonserverende op for tubargraviditet
LBC98	Annen translum endosk tubekonserverende op tubargraviditet
LBD00	Reseksjon av tuba uterina
LBD01	Laparoskopisk reseksjon av tuba uterina
LBE00	Salpingektomi
LBE01	Laparoskopisk salpingektomi
LBF00	Tubeperfusjon
LBF01	Laparoskopisk tubeperfusjon
LBF03	Tubeperfusjon etter rekonstruksjon
LBF11	Laparoskopi for assistert befruktning
LBF12	Hysteroskopi for assistert befruktning
LBF20	Transcervical kateter-salpingoplastikk
LBF30	Salpingolyse
LBF31	Laparoskopisk salpingolyse
LBF40	Fimbrieplastikk
LBF41	Laparoskopisk fimbrieplastikk
LBF50	Salpingostomi
LBF51	Laparoskopisk salpingostomi
LBF60	Reseksjon og anastomose av tuba uterina
LBF61	Laparoskopisk reseksjon og anastomose av tuba uterina
LBF70	Reseksjon og reimplantasjon av tuba uterina
LBF96	Annen fertilitetsoperasjon på tuba uterina
LBF97	Annen laparoskopisk fertilitetsoperasjon på tuba uterina
LBW96	Annen operasjon på tuba uterina
LBW97	Annen laparoskopisk operasjon på tuba uterina
LBW98	Annen transluminal endoskopisk operasjon på tuba uterina
LCA00	Biopsi av uterus eller uterinligament
LCA01	Laparoskopisk biopsi av uterus eller uterinligament
LCA06	Endometriebiopsi
LCA10	Utskrapning av corpus uteri
LCA13	Fraksjonert utskrapning
LCA16	Destruksjon av endometrium
LCA20	Fjernelse av fremmedlegeme fra uterus
LCA22	Hysteroskopisk fjernelse av fremmedlegeme
LCA30	Overføring av egg/embryo til uterus v/assistert befruktning
LCA96	Annen intrauterin operasjon
LCA98	Annen transluminal endoskopisk operasjon på uterus
LCB00	Hysterotomi
LCB01	Laparoskopisk hysterotomi
LCB10	Enukleasjon av myoma uteri
LCB11	Laparoskopisk enukleasjon av myoma uteri
LCB14	Laparoskopisk myolyse
LCB20	Transvaginal enukleasjon av myoma uteri
LCB25	Hysteroskopisk ekstirpasjon av lesjon
LCB28	Hysteroskopisk eksisjon av endometrium
LCB32	Hysteroskopisk destruksjon av endometrium
LCB96	Annen ekstirpasjon av lesjon i uterus
LCB97	Annen laparoskopisk ekstirpasjon av lesjon i uterus
LCB98	Annen transluminal endoskop ekstirpasjon av lesjon i uterus
LCC00	Reseksjon av uterus
LCC01	Laparoskopisk reseksjon av uterus
LCC05	Hysteroskopisk reseksjon av uterinvegg
LCC10	Supravaginal hysterektomi
LCC11	Laparoskopisk subtotal hysterektomi
LCC20	Vaginal supravaginal hysterektomi
LCC96	Annen reseksjon av uterus
LCC97	Annen laparoskopisk reseksjon av uterus
LCD00	Hysterektomi
LCD01	Total laparoskopisk hysterektomi
LCD04	Laparoskopisk hysterektomi
LCD10	Vaginal hysterektomi
LCD11	Laparoskopisk assistert vaginal hysterektomi
LCD30	Radikal hysterektomi
LCD31	Radikal laparoskopisk hysterektomi
LCD40	Radikal vaginal hysterektomi
LCD96	Annen hysterektomi
LCD97	Annen laparoskopisk hysterektomi
LCE00	Fremre eksenterasjon av kvinnelig bekken
LCE10	Bakre eksenterasjon av kvinnelig bekken
LCE20	Total eksenterasjon av kvinnelig bekken
LCE96	Annen eksenterasjon av kvinnelig bekken
LCF00	Ekstirpasjon av lesjon i parametrium
LCF01	Laparoskopisk ekstirpasjon av lesjon i parametrium
LCF10	Ekstirpasjon av kvinnelig varicocele
LCF11	Laparoskopisk ekstirpasjon av kvinnelig varicocele
LCF96	Annen ekstirpasjon av lesjon i parametrium
LCF97	Annen laparoskopisk ekstirpasjon av lesjon i parametrium
LCG02	Hysteroskopisk adheranseløsning
LCG10	Sutur av uterus
LCG11	Laparoskopisk sutur av uterus
LCG20	Hysteropexi
LCG21	Laparoskopisk hysteropexi
LCG30	Reseksjon eller deling av sacrouterinligamenter
LCG31	Laparoskopisk reseksjon/deling av sacrouterinligamenter
LCG40	Rekonstruksjon av uterus
LCG41	Laparoskopisk rekonstruksjon av uterus
LCG96	Annet rekonstruksjonsinngrep på uterus
LCG97	Annet laparoskopisk rekonstruksjonsinngrep på uterus
LCG98	Annen transluminaln endoskopisk rekonstruksjonsop på uterus
LCH00	Vakuumaspirasjon av graviditetsprodukter i uterus
LCH03	Evakuasjon og utskrapning av uterinhulen
LCH10	Intra- eller ekstraamniotisk instillasjon av abortmiddel
LCH13	Vakuumaspirasjon fra uterus etter medisinsk indusert abort
LCH20	Hysterotomi og evakuasjon av graviditetsprodukter
LCH96	Annen svangerskapsavbrytelse
LCW96	Annen operasjon på uterus eller uterinligament
LCW97	Annen laparoskopisk operasjon på uterus eller uterinligament
LCW98	Annen hysteroskopisk operasjon på uterus
LDA00	Dilatasjon av cervix uteri
LDA10	Utskrapning av cervix uteri
LDA20	Biopsi av cervix uteri
LDA96	Annen biopsi av cervix uteri
LDB00	Ekstirpasjon av lesjon i cervix uteri
LDB10	Kryokirurgi i cervix uteri
LDB20	Elektrokoagulasjon eller laserterapi i cervix uteri
LDC00	Konisering av cervix uteri med kniv
LDC03	Konisering av cervix uteri med diatermi eller laser
LDC10	Reseksjon av cervix uteri
LDC96	Annen eksisjon av cervix uteri
LDD00	Sutur av cervix uteri
LDD10	Rekonstruksjon av cervix uteri
LDD20	Fjernelse av cerclage fra cervix uteri
LDW96	Annen operasjon på cervix uteri
LEA01	Culdoskopi
LEA10	Kolpotomi
LEB00	Biopsi av vagina
LEB10	Ekstirpasjon av lesjon i vagina
LEB20	Marsupialisasjon av vaginalcyste
LEB30	Destruksjon av lesjon i vagina
LEC00	Reseksjon av vagina
LEC10	Eksisjon av vaginalseptum
LED00	Kolpektomi
LEE00	Sutur av vagina
LEE10	Rekonstruksjon av vagina med bruk av transplantat eller lapp
LEE20	Lukking av urovaginal fistel med bruk av transplantat/lapp
LEE30	Lukking intestinovaginal fistel m/bruk av transplantat/lapp
LEE40	Konstruksjon av vagina
LEE96	Annen rekonstruksjon av vagina
LEF00	Fremre kolporafi
LEF03	Bakre kolporafi
LEF10	Fullstendig prolapsplastikk
LEF13	Kolpoperineoplastikk og vaginal hysterektomi
LEF20	Partiell kolpokleise
LEF23	Total kolpokleise
LEF40	Vaginal operasjon for enterocele
LEF41	Laparoskopisk operasjon for enterocele
LEF50	Kolpopexi etter tidligere hysterektomi
LEF51	Laparoskopisk kolpopexi etter tidligere hysterektomi
LEF53	Vaginal kolpopexi etter tidligere hysterektomi
LEF96	Annen operasjon for prolaps av uterus eller vaginaltoppen
LEF97	Annen laparoskop op for prolaps av uterus el vaginaltoppen
LEG00	Vaginal urethrocystorafi
LEG10	Vaginal urethrocystopexi
LEG20	Rekonstruksjon av kvinnelig bekkenbunn med levatordeling
LEG96	Annen vaginal inkontinensoperasjon
LEW96	Annen operasjon på vagina
LEW97	Annen laparoskopisk operasjon på vagina
LFA00	Incisjon i vulva eller perineum
LFA10	Incisjon av hymen
LFB00	Biopsi av vulva eller perineum
LFB10	Ekstirpasjon av lesjon i vulva eller perineum
LFB20	Destruksjon av lesjon i vulva eller perineum
LFC00	Reseksjon av vulva
LFC96	Annen reseksjon av vulva eller perineum
LFD00	Vulvektomi
LFD10	Vulvektomi med eksisjon av regionale lymfeknuter
LFE00	Sutur av vulva
LFE10	Vulvaplastikk
LFE20	Sutur av perineum
LFE96	Annet rekonstruksjonsinngrep på vulva eller perineum
LFF00	Marsupialisasjon av Bartholins kjertel
LFF10	Eksisjon av Bartholins kjertel
LFF96	Annen operasjon på Bartholins kjertel
LFW96	Annen operasjon på vulva eller perineum
LGA00	Sterilisasjon ved tubeligatur
LGA10	Sterilisasjon ved destruksjon eller deling av tubene
LGA11	Laparoskop sterilisasjon v/destruksjon el deling av tubene
LGA20	Sterilisasjon ved avsnøring av tubene
LGA21	Laparoskopisk sterilisasjon ved ved avsnøring av tubene
LGA22	Hysteroskopisk sterilisasjon
LGA96	Annen kvinnelig sterilisasjon
LGA97	Annen laparoskopisk kvinnelig sterilisasjon
LGA98	Annen transluminal endoskopisk kvinnelig sterilisasjon
LWA00	Reoperasjon for sårruptur ved gynekologisk kirurgi
LWB00	Reop for overfladisk infeksjon ved gynekologisk kirurgi
LWC00	Reoperasjon for dyp infeksjon ved gynekologisk kirurgi
LWC01	Perkutan endoskopisk reop for dyp inf ved gynekologisk kir
LWD00	Reop for overfladisk blødning ved gynekologisk kirurgi
LWE00	Reoperasjon for dyp blødning ved gynekologisk kirurgi
LWE01	Perkutan endoskop reop for dyp blødning ved gynekologisk kir
LWE02	Translum endoskop reop for dyp blødning ved gynekologisk kir
LWF00	Reop for insuff av anastomose el sutur ved gynekologisk kir
LWF01	Perkut endoskop reop insuff anastomose/sutur v/gynekolog kir
LWW96	Annen reoperasjon ved gynekologisk kirurgi
LWW97	Annen perkutan endoskopisk reoperasjon ved gynekologisk kir
LWW98	Annen transluminal endoskopisk reop ved gynekologisk kir
MA036	Punksjon av fosterhjerte
MA605	Intrauterin blodtransfusjon til foster
MAA00	Amniocentese
MAA03	Infusjon i amnion
MAA10	Biopsi av choriontotter
MAA22	Hysteroskopisk fjernelse av livmorinnlegg fra gravid uterus
MAA30	Chordocentese
MAA40	Punksjon av foster
MAA43	Biopsi av foster
MAA51	Embryoskopi
MAA54	Foetoskopi
MAA96	Annet intrauterint inngrep på gravid uterus eller foster
MAA98	Annet hysteroskopisk inngrep på gravid uterus eller foster
MAB00	Cerclage av cervix på gravid uterus
MAB03	Fjernelse av cervixcerclage før fødsel
MAB10	Ytre vending av foster
MAB20	Forsøk på ytre vending av foster
MAC00	Amniotomi før fødsel
MAC10	Cervixdilatasjon før fødsel
MAC96	Annen kirurgisk fødselsinduksjon
MAD00	Fødselsfremmende incisjon av cervix
MAD20	Fødselsfremmende pubiotomi
MAD96	Annen utvidelse av fødselsvei
MAE00	Vakuumekstraksjon i utskjæringen
